year,month,date,scientific_name,common_name,latitude,longitude
2025,6,2025-06-09,Pangasius macronema,,13.7136809722,100.468905
2025,6,2025-06-09,Cyprinus rubrofuscus,Amur Carp,12.8012566667,101.2317516667
2025,6,2025-06-09,Chaetodon adiergastos,Panda Butterflyfish,5.7944522587,102.8921390816
2025,6,2025-06-09,Oreochromis,Tilapias,13.7329243694,100.5526694278
2025,6,2025-06-09,Abudefduf sexfasciatus,Scissortail Sergeant,5.7944522587,102.8921390816
2025,6,2025-06-09,Scolopsis affinis,Pale Monocle Bream,5.7944522587,102.8921390816
2025,6,2025-06-09,Amblyeleotris,,5.7944522587,102.8921390816
2025,6,2025-06-09,Sargocentron rubrum,Red Squirrelfish,12.6334,101.4799305556
2025,6,2025-06-08,Salarias fasciatus,Jewelled Blenny,5.7948338547,102.8924984976
2025,6,2025-06-08,Scolopsis lineata,Lined Monocle Bream,5.7948338547,102.8924984976
2025,6,2025-06-08,Actinopterygii,Ray-finned Fishes,8.4790777778,99.9291694444
2025,6,2025-06-08,Neolissochilus stracheyi,Blue Mahseer Barb,12.4640724983,102.1527392223
2025,6,2025-06-07,Sarotherodon melanotheron,Blackchin Tilapia,12.2460070297,99.9283865704
2025,6,2025-06-07,Xenentodon canciloides,Indochinese Needlefish,12.2448558947,99.9285206039
2025,6,2025-06-07,Eviota sebreei,Striped Eviota,5.7948658767,102.8923509761
2025,6,2025-06-07,Parascorpaena,,5.7948658767,102.8923509761
2025,6,2025-06-07,Parascorpaena,,5.7948658767,102.8923509761
2025,6,2025-06-07,Lutjanus decussatus,Checkered Snapper,5.7948658767,102.8923509761
2025,6,2025-06-07,Stethojulis trilineata,Three-ribbon Wrasse,5.7899851649,102.9038817927
2025,6,2025-06-07,Scarus rivulatus,Surf Parrotfish,5.7899851649,102.9038817927
2025,6,2025-06-07,Diodon hystrix,Spotted Porcupinefish,5.7944656012,102.8921846791
2025,6,2025-06-07,Halichoeres,,5.7944656012,102.8921846791
2025,6,2025-06-07,Ostorhinchus compressus,Blue-eye Cardinalfish,5.7944656012,102.8921846791
2025,6,2025-06-07,Pomacanthus,,5.7944656012,102.8921846791
2025,6,2025-06-07,Nectamia,,5.7944656012,102.8921846791
2025,6,2025-06-07,Taeniamia,,5.7944656012,102.8921846791
2025,6,2025-06-07,Taeniamia fucata,Orangelined Cardinalfish,5.7944656012,102.8921846791
2025,6,2025-06-07,Lethrinus erythropterus,longfin Emperor,5.7944656012,102.8921846791
2025,6,2025-06-07,Gymnothorax herrei,Herre's Moray,5.7944656012,102.8921846791
2025,6,2025-06-07,Amphiprion frenatus,Tomato Clownfish,5.7944656012,102.8921846791
2025,6,2025-06-07,Sargocentron rubrum,Red Squirrelfish,5.7944656012,102.8921846791
2025,6,2025-06-07,Sphyraena jello,Pickhandle Barracuda,5.7944656012,102.8921846791
2025,6,2025-06-07,Lutjanus fulvus,Blacktail Snapper,12.6334444444,101.4782305556
2025,6,2025-06-07,Diodon hystrix,Spotted Porcupinefish,12.6332333333,101.4784277778
2025,6,2025-06-07,Batrachoidiformes,Toadfishes,12.6341972222,101.4818055556
2025,6,2025-06-07,Scomberoides commersonnianus,Giant Queenfish,12.6303611111,101.4479333333
2025,6,2025-06-07,Siganus javus,Java Rabbitfish,12.6306361111,101.495075
2025,6,2025-06-07,Triacanthus,,12.6334222222,101.4810472222
2025,6,2025-06-07,Nuchequula longicornis,,12.6334777778,101.4801027778
2025,6,2025-06-06,Actinopterygii,Ray-finned Fishes,14.5896616974,101.5032456236
2025,6,2025-06-06,Epinephelus,,9.5812138889,99.96375
2025,6,2025-06-06,Clarias batrachus,Walking Catfish,9.5209222222,99.95585
2025,6,2025-06-06,Poecilia,Mollies,13.7493619,100.5100671997
2025,6,2025-06-06,Carassius auratus,Goldfish,13.7494551972,100.5100879
2025,6,2025-06-06,Petroscirtes,,5.7943748721,102.8920344754
2025,6,2025-06-05,Cephalopholis microprion,Freckled Grouper,5.7944389162,102.8920639797
2025,6,2025-06-05,Cheilinus fasciatus,Redbreast Maori Wrasse,5.7944389162,102.8920639797
2025,6,2025-06-05,Epinephelus fasciatus,Blacktip Grouper,5.7944389162,102.8920639797
2025,6,2025-06-05,Oreochromis niloticus,Nile Tilapia,13.7319883333,100.5415416667
2025,6,2025-06-05,Upeneus tragula,Freckled Goatfish,5.7944389162,102.8920639797
2025,6,2025-06-05,Amblygobius phalaena,Whitebarred Goby,5.7944389162,102.8920639797
2025,6,2025-06-05,Belonidae,Needlefishes,5.7944389162,102.8920639797
2025,6,2025-06-04,Kyphosus vaigiensis,Brassy Drummer,5.7944927086,102.8921710499
2025,6,2025-06-04,Ostracion cubicum,Yellow Boxfish,9.5803802906,99.9542660639
2025,6,2025-06-04,Pterois russelii,Plaintail Lionfish,9.5803802906,99.9542660639
2025,6,2025-06-04,Chelmon rostratus,Copperband Butterflyfish,9.5803802906,99.9542660639
2025,6,2025-06-04,Bryaninops,,5.7944927086,102.8921710499
2025,6,2025-06-04,Amblyeleotris latifasciata,Wide-barred Shrimpgoby,5.7944927086,102.8921710499
2025,6,2025-06-04,Amblyeleotris rubrimarginata,Redmargin Shrimpgoby,5.7944927086,102.8921710499
2025,6,2025-06-04,Plectropomus maculatus,Spotted Coral Grouper,5.7944927086,102.8921710499
2025,6,2025-06-04,Oxycheilinus digramma,Linedcheek Wrasse,5.7944927086,102.8921710499
2025,6,2025-06-04,Lethrinus olivaceus,Longnose Emperor,5.7944927086,102.8921710499
2025,6,2025-06-04,Heniochus acuminatus,Longfin Bannerfish,5.7944927086,102.8921710499
2025,6,2025-06-04,Platax boersii,Golden Spadefish,5.7944927086,102.8921710499
2025,6,2025-06-04,Pseudobalistes flavimarginatus,Yellowmargin Triggerfish,5.7944927086,102.8921710499
2025,6,2025-06-04,Caesio cuning,Yellowtail Fusilier,5.7944927086,102.8921710499
2025,6,2025-06-04,Selar boops,Oxeye Scad,5.7944927086,102.8921710499
2025,6,2025-06-04,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,8.1978771284,98.4908110486
2025,6,2025-06-04,Anabas testudineus,Climbing Perch,13.8119211116,101.3488431376
2025,6,2025-06-04,Clarias batrachus,Walking Catfish,13.9406650882,101.2559147499
2025,6,2025-06-04,Betta siamorientalis,Kabinburi Betta,13.9395194011,101.2207034647
2025,6,2025-06-04,Betta siamorientalis,Kabinburi Betta,13.9878506218,101.3203207552
2025,6,2025-06-04,Betta siamorientalis,Kabinburi Betta,13.8870382585,101.3011771581
2025,6,2025-06-03,Pterygoplichthys ambrosettii,Snow King Pleco,18.8028916667,98.948395
2025,6,2025-06-03,Monodactylus argenteus,Diamondfish,9.5803802906,99.9542660639
2025,6,2025-06-03,Chaetodon wiebeli,Hong Kong Butterflyfish,9.5803802906,99.9542660639
2025,6,2025-06-03,Homaloptera ogilviei,,8.1500435399,99.6935674292
2025,6,2025-06-03,Channa micropeltes,Giant Snakehead,12.2563889,102.4875
2025,6,2025-06-03,Eubleekeria,,12.6429792339,100.9285666571
2025,6,2025-06-02,Diodon hystrix,Spotted Porcupinefish,7.6067916667,99.0331945
2025,6,2025-06-02,Muraeninae,Typical Morays,13.7459111111,100.5353361111
2025,6,2025-06-02,Phyllopteryx taeniolatus,Weedy Seadragon,13.7457416667,100.5354833333
2025,6,2025-06-02,Pterois miles,Indian Lionfish,13.7458111111,100.5352333333
2025,6,2025-06-02,Zebrasoma flavescens,Yellow Tang,13.7458055556,100.5352277778
2025,6,2025-06-02,Anarrhichthys ocellatus,Wolf Eel,13.7457972222,100.5352138889
2025,6,2025-06-02,Epinephelus corallicola,Coral Grouper,12.2022555556,102.2806916667
2025,6,2025-06-02,Epinephelus coioides,Goldspotted Rockcod,12.2022388889,102.2806944444
2025,6,2025-06-02,Channa lucius,Forest Snakehead,5.557499,102.7294884
2025,6,2025-06-02,Toxotes chatareus,Spotted Archerfish,13.5753687,101.0392494
2025,6,2025-06-02,Cyprinidae,Cyprinids,8.570969,99.754574
2025,6,2025-06-02,Thunnus tonggol,Longtail Tuna,12.4531944444,102.2273861111
2025,6,2025-06-02,Megalaspis cordyla,Torpedo Scad,12.4532305556,102.2273222222
2025,6,2025-06-02,Sphyraena jello,Pickhandle Barracuda,12.4535972222,102.2277638889
2025,6,2025-06-02,Sillago,Sillago Whitings,12.4535972222,102.2277638889
2025,6,2025-06-02,Moolgarda seheli,Bluespot Mullet,12.4534611111,102.2273972222
2025,6,2025-06-02,Ellochelon vaigiensis,Squaretail Mullet,12.4534611111,102.2273972222
2025,6,2025-06-02,Lutjanus argentimaculatus,Mangrove Red Snapper,12.4534611111,102.2273972222
2025,6,2025-06-02,Alepes vari,Herring scad,7.7776162592,98.7652418173
2025,6,2025-06-01,Congrogadus subducens,Carpet Eel Blenny,9.5801369686,99.9515087536
2025,6,2025-06-01,Ostorhinchus,,9.5801369686,99.9515087536
2025,6,2025-06-01,Gnathanodon speciosus,Golden Trevally,9.5801369686,99.9515087536
2025,6,2025-06-01,Oreochromis niloticus,Nile Tilapia,13.7330913544,100.552772522
2025,6,2025-06-01,Tylosurus crocodilus,Houndfish,12.5996889997,100.9502501
2025,6,2025-06-01,Scolopsis affinis,Pale Monocle Bream,5.7944469217,102.8922624632
2025,6,2025-06-01,Ctenogobiops pomastictus,Goldspeckled Shrimpgoby,5.7944469217,102.8922624632
2025,6,2025-06-01,Amblyglyphidodon curacao,Staghorn Damsel,5.7944469217,102.8922624632
2025,6,2025-06-01,Actinopterygii,Ray-finned Fishes,17.9308212706,102.625792589
2025,6,2025-06-01,Betta splendens,Siamese Fighting Fish,17.9308212706,102.625792589
2025,6,2025-06-01,Synodontis,Squeakers,17.9308212706,102.625792589
2025,6,2025-06-01,Poecilia reticulata,Guppy,17.9308212706,102.625792589
2025,6,2025-06-01,Melanotaenia,Australasian Rainbowfishes,17.9308212706,102.625792589
2025,6,2025-06-01,Paracheirodon innesi,Neon Tetra,17.9308212706,102.625792589
2025,6,2025-06-01,Cyprinus,Typical Carps,13.8661111111,100.7018555556
2025,6,2025-06-01,Lutjanus vitta,Brownstripe Snapper,5.793112668,102.8916294619
2025,6,2025-06-01,Lutjanus quinquelineatus,Fiveline Snapper,5.793112668,102.8916294619
2025,6,2025-06-01,Rachycentron canadum,Cobia,9.3213815766,99.7742308304
2025,6,2025-06-01,Toxotes jaculatrix,Banded Archerfish,9.3214728909,99.7741094604
