year,month,date,scientific_name,common_name,latitude,longitude
2023,2,2023-02-28,Actinopterygii,Ray-finned Fishes,18.5371900107,98.5250666368
2023,2,2023-02-28,Actinopterygii,Ray-finned Fishes,18.5374989512,98.5255123357
2023,2,2023-02-28,Favonigobius,,12.9458809314,100.8842529729
2023,2,2023-02-28,Cyprinus rubrofuscus,Amur Carp,18.8879066,98.8622991
2023,2,2023-02-28,Istigobius goldmanni,Goldmann's Sandgoby,9.7550262579,99.9613195852
2023,2,2023-02-28,Sargocentron rubrum,Red Squirrelfish,9.7550262579,99.9613195852
2023,2,2023-02-28,Epinephelus quoyanus,Longfin Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-28,Upeneus tragula,Freckled Goatfish,9.7550262579,99.9613195852
2023,2,2023-02-28,Epinephelus quoyanus,Longfin Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-28,Epinephelus quoyanus,Longfin Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-28,Periophthalmus argentilineatus,Barred Mudskipper,8.0753279396,98.9176251259
2023,2,2023-02-28,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,12.5979133333,100.949905
2023,2,2023-02-28,Zenarchopterus buffonis,Northern River Garfish,11.5595115923,102.990253754
2023,2,2023-02-28,Gymnothorax favagineus,Laced Moray,8.6437955008,98.1999506942
2023,2,2023-02-28,Gymnothorax thyrsoideus,White-eyed Moray,8.6429216192,98.1995275867
2023,2,2023-02-28,Pomacanthus annularis,Bluering Angelfish,8.6430361802,98.2004125064
2023,2,2023-02-28,Lutjanus indicus,Indian Snapper,8.6434670468,98.2001287407
2023,2,2023-02-27,Hippocampus comes,Tiger Tail Seahorse,9.201065832,98.0634135078
2023,2,2023-02-27,Actinopterygii,Ray-finned Fishes,8.0285340005,98.8911440223
2023,2,2023-02-27,Gymnothorax favagineus,Laced Moray,8.7707783333,98.1862216667
2023,2,2023-02-27,Scorpaenopsis oxycephala,Smallscale Scorpionfish,8.7707783333,98.1862216667
2023,2,2023-02-27,Cyprinus rubrofuscus,Amur Carp,13.740661334,100.5632934384
2023,2,2023-02-27,Cyprinidae,Cyprinids,19.4914047403,97.9580689536
2023,2,2023-02-27,Gambusia,Mosquitofishes,19.497348972,97.9096511269
2023,2,2023-02-27,Pethia stoliczkana,Tic-tac-toe Barb,19.497348972,97.9096511269
2023,2,2023-02-27,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,8.0744861111,98.9175361111
2023,2,2023-02-27,Pomacanthus annularis,Bluering Angelfish,9.3656783171,98.0233041608
2023,2,2023-02-27,Carangidae,Jacks,9.3660240108,98.0202748882
2023,2,2023-02-27,Caranx sexfasciatus,Bigeye Trevally,9.3637575294,98.0229686673
2023,2,2023-02-26,Chaetodon collare,Red-tailed Butterflyfish,9.0565265489,97.8147069263
2023,2,2023-02-26,Apolemichthys xanthurus,Yellowtail Angelfish,9.056535786,97.8145390928
2023,2,2023-02-26,Nandus nebulosus,Bornean Leaffish,5.5969497966,102.913852248
2023,2,2023-02-26,Desmopuntius hexazona,Six-banded Tiger Barb,5.520990006,102.99902589
2023,2,2023-02-26,Boraras maculatus,Spotted Rasbora,5.5247121904,102.9206808346
2023,2,2023-02-26,Betta pi,Giant betta,5.5963356864,102.8833670318
2023,2,2023-02-26,Parosphromenus paludicola,Swamp Licorice Gourami,5.5592486567,102.8109134601
2023,2,2023-02-26,Neolissochilus,Lesser Mahseers,19.5659030763,98.2786494879
2023,2,2023-02-26,Barbonymus schwanefeldii,Tinfoil Barb,19.5659030763,98.2786494879
2023,2,2023-02-26,Trichopsis vittata,Croaking Gourami,18.8073273702,98.9488147851
2023,2,2023-02-26,Poecilia reticulata,Guppy,12.7202883333,101.0509721667
2023,2,2023-02-26,Beloniformes,"Needlefishes, Halfbeaks, and Allies",18.8080302346,98.9503252041
2023,2,2023-02-26,Beloniformes,"Needlefishes, Halfbeaks, and Allies",18.8079229281,98.9503465457
2023,2,2023-02-26,Trichopodus,,11.5563279872,104.9282097816
2023,2,2023-02-26,Toxotes jaculatrix,Banded Archerfish,8.0773527778,98.9205916667
2023,2,2023-02-26,Ambassidae,Asian Glassfishes,11.5563738,104.9282099
2023,2,2023-02-26,Actinopterygii,Ray-finned Fishes,13.7815649945,100.3131104261
2023,2,2023-02-26,Clarias gariepinus,Sharptooth Catfish,19.4630236227,98.9613612369
2023,2,2023-02-26,Neolissochilus stracheyi,Blue Mahseer Barb,8.4408938065,98.2099471499
2023,2,2023-02-26,Epinephelus quoyanus,Longfin Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-26,Monacanthus chinensis,Fanbelly Leatherjacket,9.7550262579,99.9613195852
2023,2,2023-02-26,Chelmon rostratus,Copperband Butterflyfish,9.7550262579,99.9613195852
2023,2,2023-02-26,Monacanthus chinensis,Fanbelly Leatherjacket,9.7550262579,99.9613195852
2023,2,2023-02-26,Pangasianodon hypophthalmus,Iridescent Shark,14.1792480336,100.5193681043
2023,2,2023-02-26,Barbonymus altus,Red-tailed Tinfoil Barb,14.0027643632,100.5408383533
2023,2,2023-02-26,Oreochromis niloticus,Nile Tilapia,14.002702879,100.5408681929
2023,2,2023-02-26,Toxotes chatareus,Spotted Archerfish,14.0027659898,100.5408423766
2023,2,2023-02-26,Ostorhinchus endekataenia,Candystripe Cardinalfish,9.7550262579,99.9613195852
2023,2,2023-02-26,Cephalopholis formosa,Bluelined Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-26,Epinephelus quoyanus,Longfin Rockcod,9.7550262579,99.9613195852
2023,2,2023-02-26,Abudefduf bengalensis,Bengal Sergeant,9.7550262579,99.9613195852
2023,2,2023-02-26,Actinopterygii,Ray-finned Fishes,9.7550262579,99.9613195852
2023,2,2023-02-26,Arothron caeruleopunctatus,Bluespotted Puffer,8.8291437243,97.7964492497
2023,2,2023-02-25,Scarus ghobban,Blue-barred Parrotfish,8.5963226407,97.6353668726
2023,2,2023-02-25,Raiamas guttatus,Burmese Trout,19.3560350194,98.4445013231
2023,2,2023-02-25,Cypriniformes,"Minnows, Suckers, Carps, and Loaches",19.3559392073,98.4445104083
2023,2,2023-02-25,Channa limbata,,19.3560861559,98.4444185009
2023,2,2023-02-25,Actinopterygii,Ray-finned Fishes,19.3560861559,98.4444185009
2023,2,2023-02-25,Barbonymus schwanefeldii,Tinfoil Barb,18.7662816009,100.7683506981
2023,2,2023-02-25,Hypsibarbus vernayi,,18.7662504906,100.768716149
2023,2,2023-02-25,Yasuhikotakia modesta,Orange-finned Loach,18.7661431916,100.7684861496
2023,2,2023-02-25,Yasuhikotakia morleti,Skunk Loach,18.7664368351,100.7686983794
2023,2,2023-02-25,Oreochromis niloticus,Nile Tilapia,18.7665641334,100.7688348368
2023,2,2023-02-25,Oreochromis niloticus,Nile Tilapia,19.2975317543,98.4650337664
2023,2,2023-02-25,Toxotes jaculatrix,Banded Archerfish,12.1864812495,102.556506442
2023,2,2023-02-25,Schistura menanensis,,18.6926385691,100.7417221428
2023,2,2023-02-25,Channa limbata,,13.24219,101.044648
2023,2,2023-02-25,Chaetodon triangulum,Triangular Butterflyfish,6.5403472064,99.2805322428
