year,month,date,scientific_name,common_name,latitude,longitude
2023,1,2023-01-31,Gymnothorax javanicus,Giant Moray,9.3991068386,97.8744995186
2023,1,2023-01-31,Toxotes chatareus,Spotted Archerfish,13.6983380014,100.5654472858
2023,1,2023-01-31,Pterois miles,Indian Lionfish,8.0973646108,98.297352232
2023,1,2023-01-31,Diodon hystrix,Spotted Porcupinefish,8.0973646108,98.297352232
2023,1,2023-01-31,Gymnothorax javanicus,Giant Moray,8.0973646108,98.297352232
2023,1,2023-01-31,Pterois miles,Indian Lionfish,8.0973646108,98.297352232
2023,1,2023-01-31,Amphiprion ocellaris,Ocellaris Anemonefish,8.0973646108,98.297352232
2023,1,2023-01-31,Dascyllus trimaculatus,Three-spot Dascyllus,8.0973646108,98.297352232
2023,1,2023-01-31,Diodon liturosus,Blackblotched Porcupinefish,8.0973646108,98.297352232
2023,1,2023-01-31,Gymnothorax favagineus,Laced Moray,8.0973646108,98.297352232
2023,1,2023-01-31,Istiblennius dussumieri,Dussumier's Rockskipper,8.098845,98.2968733333
2023,1,2023-01-30,Clarias,,15.7172537164,100.1798769225
2023,1,2023-01-30,Striuntius lateristriga,Spanner Barb,8.7242108665,99.6675679539
2023,1,2023-01-30,Plectorhinchus chaetodonoides,Harlequin Sweetlips,8.1013935991,98.2984117046
2023,1,2023-01-30,Ostracion cubicum,Yellow Boxfish,8.1013935991,98.2984117046
2023,1,2023-01-30,Tylosurus crocodilus,Houndfish,8.1013935991,98.2984117046
2023,1,2023-01-30,Scarinae,Parrotfishes,8.1726829561,98.3005096472
2023,1,2023-01-30,Blenniella,,8.1013935991,98.2984117046
2023,1,2023-01-30,Acanthurus xanthopterus,Yellowfin Surgeonfish,8.1013935991,98.2984117046
2023,1,2023-01-30,Arothron stellatus,Starry Puffer,8.1013935991,98.2984117046
2023,1,2023-01-29,Rasbora,True Rasboras,10.3706283333,104.0006638883
2023,1,2023-01-29,Glyptothorax prashadi,,8.684333602,98.4054748551
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Schistura udomritthiruji,,8.6848848624,98.4060731626
2023,1,2023-01-29,Opsarius bernatziki,,8.7197445227,98.4273297441
2023,1,2023-01-29,Abudefduf sexfasciatus,Scissortail Sergeant,12.60141,100.955465
2023,1,2023-01-29,Channa striata,Striped Snakehead,13.81630481,100.55757566
2023,1,2023-01-29,Cyprinoidei,Carps and Minnows,10.370645,104.000655555
2023,1,2023-01-29,Danio albolineatus,Pearl Danio,10.3706616667,104.000725
2023,1,2023-01-29,Channa,Asian Snakeheads,10.3706383333,104.0006472217
2023,1,2023-01-29,Leptobarbus,,18.8704296094,98.9399954302
2023,1,2023-01-29,Cheilinus fasciatus,Redbreast Maori Wrasse,7.7762311028,98.766262047
2023,1,2023-01-29,Valenciennea sexguttata,Sixspot Glidergoby,8.1013935991,98.2984117046
2023,1,2023-01-29,Actinopterygii,Ray-finned Fishes,8.1013935991,98.2984117046
2023,1,2023-01-29,Salariinae,,8.1013935991,98.2984117046
2023,1,2023-01-29,Blenniella,,8.1014626405,98.298512958
2023,1,2023-01-29,Halichoeres annularis,Pacific Dusky Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-29,Neopomacentrus azysron,Yellowtail Demoiselle,8.1013935991,98.2984117046
2023,1,2023-01-29,Halichoeres,,8.1013935991,98.2984117046
2023,1,2023-01-29,Halichoeres hortulanus,Checkerboard Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-29,Arothron nigropunctatus,Blackspotted Puffer,8.1013935991,98.2984117046
2023,1,2023-01-29,Blenniella,,8.1013935991,98.2984117046
2023,1,2023-01-29,Taenianotus triacanthus,Leaf Scorpionfish,8.6766743919,97.6436989009
2023,1,2023-01-28,Channa striata,Striped Snakehead,13.4646356315,103.9144001634
2023,1,2023-01-28,Rasbora paviana,Sidestripe rasbora,13.464576562,103.9143957586
2023,1,2023-01-28,Homalopteroides tweediei,Green Lizard Hillstream,8.6571483618,98.4502044212
2023,1,2023-01-28,Microdevario kubotai,Neon Green Rasbora,8.6565288645,98.4544875617
2023,1,2023-01-28,Pseudogobiopsis oligactis,Bigmouth Stream Goby,8.6565288645,98.4544875617
2023,1,2023-01-28,Mastacembelus,,8.6565288645,98.4544875617
2023,1,2023-01-28,Mastacembelus,,8.6565288645,98.4544875617
2023,1,2023-01-28,Neolissochilus soroides,Golden Mahseer Barb,8.7261436638,98.4309106155
2023,1,2023-01-28,Lutjanus lutjanus,Bigeye Snapper,7.8134533333,98.3938366667
2023,1,2023-01-28,Gymnothorax javanicus,Giant Moray,9.430020578,97.8901130104
2023,1,2023-01-28,Amphiprion ocellaris,Ocellaris Anemonefish,9.417400825,97.8763355626
2023,1,2023-01-28,Epinephelus fasciatus,Blacktip Grouper,10.0633695,99.83262
2023,1,2023-01-28,Siganus virgatus,Doublebar Rabbitfish,10.0633945,99.8321383333
2023,1,2023-01-28,Terapon jarbua,Crescent Grunter,12.76137,99.9725333333
2023,1,2023-01-28,Dermogenys siamensis,Siamese Wrestling Halfbeak,13.8053265117,100.5498187244
2023,1,2023-01-28,Aplocheilus armatus,Whitespot,13.8053219534,100.549781844
2023,1,2023-01-28,Xenentodon canciloides,Indochinese Needlefish,13.4669713622,103.8947396786
2023,1,2023-01-28,Actinopterygii,Ray-finned Fishes,12.7005833333,101.7051083333
2023,1,2023-01-28,Hemiramphidae,Halfbeaks,12.700605,101.7048416667
2023,1,2023-01-28,Salarias fasciatus,Jewelled Blenny,8.1013935991,98.2984117046
2023,1,2023-01-28,Dascyllus abudafur,Indian Ocean Humbug,8.1013935991,98.2984117046
2023,1,2023-01-28,Istigobius ornatus,Ornate Sandgoby,8.1013935991,98.2984117046
2023,1,2023-01-28,Plectorhinchus chaetodonoides,Harlequin Sweetlips,8.1013935991,98.2984117046
2023,1,2023-01-28,Gymnothorax javanicus,Giant Moray,8.1013935991,98.2984117046
2023,1,2023-01-28,Pterois,,8.1013935991,98.2984117046
2023,1,2023-01-28,Labroides dimidiatus,Bluestreak Cleaner Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-28,Diodon hystrix,Spotted Porcupinefish,8.1013935991,98.2984117046
2023,1,2023-01-28,Chaetodon collare,Red-tailed Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Scolopsis monogramma,Rainbow Monocle Bream,8.1015203964,98.298587054
2023,1,2023-01-28,Tylosurus crocodilus,Houndfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Stegastes lacrymatus,Jewel Damsel,8.1013935991,98.2984117046
2023,1,2023-01-28,Dascyllus carneus,Indian Dascyllus,8.1013935991,98.2984117046
2023,1,2023-01-28,Taeniamia fucata,Orangelined Cardinalfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Chaetodon trifascialis,Chevron Butterflyfish,8.1887872093,98.326250194
2023,1,2023-01-28,Gymnothorax thyrsoideus,White-eyed Moray,8.1013935991,98.2984117046
2023,1,2023-01-28,Parupeneus macronemus,Longbarbel Goatfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Chaetodon andamanensis,Andaman Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Sargocentron rubrum,Red Squirrelfish,8.1013935991,98.2984117046
2023,1,2023-01-28,Chrysiptera unimaculata,Onespot Demoiselle,8.1013935991,98.2984117046
2023,1,2023-01-28,Schistura sexcauda,,13.3624878586,99.2587431148
2023,1,2023-01-28,Poecilia reticulata,Guppy,13.7563309,100.5017651
2023,1,2023-01-27,Periophthalmus argentilineatus,Barred Mudskipper,8.1602278333,98.7439116667
2023,1,2023-01-27,Halichoeres hortulanus,Checkerboard Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Diodon hystrix,Spotted Porcupinefish,8.1013935991,98.2984117046
2023,1,2023-01-27,Scarus quoyi,Greenblotch Parrotfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Acanthurus lineatus,Striped Surgeonfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon trifasciatus,Indian Redfin Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Parapercis,,8.1013935991,98.2984117046
2023,1,2023-01-27,Ctenochaetus striatus,Lined Bristletooth,8.1013935991,98.2984117046
2023,1,2023-01-27,Scolopsis bilineata,Bridled Monocle Bream,8.1013935991,98.2984117046
2023,1,2023-01-27,Thalassoma lunare,Moon Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Lutjanus monostigma,Onespot Snapper,8.1013935991,98.2984117046
2023,1,2023-01-27,Halichoeres hortulanus,Checkerboard Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Pomacentrus moluccensis,Lemon Damsel,8.1013935991,98.2984117046
2023,1,2023-01-27,Amphiprion ocellaris,Ocellaris Anemonefish,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon andamanensis,Andaman Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Arothron reticularis,Reticulated Puffer,8.0513,98.9197783333
2023,1,2023-01-27,Astronotus ocellatus,Oscar,8.0112544425,98.3171679446
2023,1,2023-01-27,Chaetodon decussatus,Indian Vagabond Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Sargocentron rubrum,Red Squirrelfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Zanclus cornutus,Moorish Idol,8.1013935991,98.2984117046
2023,1,2023-01-27,Thalassoma lunare,Moon Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon vagabundus,Vagabond Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Plectorhinchus chaetodonoides,Harlequin Sweetlips,8.1013935991,98.2984117046
2023,1,2023-01-27,Neopomacentrus,,8.1013935991,98.2984117046
2023,1,2023-01-27,Pterois miles,Indian Lionfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon octofasciatus,Eightband Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Cheilinus chlorourus,Floral Maori Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Siganus javus,Java Rabbitfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Dascyllus trimaculatus,Three-spot Dascyllus,8.1013935991,98.2984117046
2023,1,2023-01-27,Pomacentrus moluccensis,Lemon Damsel,8.1013935991,98.2984117046
2023,1,2023-01-27,Cheilinus chlorourus,Floral Maori Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Cheilinus chlorourus,Floral Maori Wrasse,8.1013935991,98.2984117046
2023,1,2023-01-27,Parupeneus macronemus,Longbarbel Goatfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon andamanensis,Andaman Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Pomacentrus moluccensis,Lemon Damsel,8.1013935991,98.2984117046
2023,1,2023-01-27,Neopomacentrus azysron,Yellowtail Demoiselle,8.1013935991,98.2984117046
2023,1,2023-01-27,Chrysiptera unimaculata,Onespot Demoiselle,8.1013935991,98.2984117046
2023,1,2023-01-27,Fistularia commersonii,Blue-spotted Cornetfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Neopomacentrus azysron,Yellowtail Demoiselle,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon octofasciatus,Eightband Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Chaetodon andamanensis,Andaman Butterflyfish,8.1013935991,98.2984117046
2023,1,2023-01-27,Ostorhinchus,,8.1013935991,98.2984117046
2023,1,2023-01-26,Schistura udomritthiruji,,8.6935063248,98.4039418996
2023,1,2023-01-26,Schistura udomritthiruji,,8.6935063248,98.4039418996
2023,1,2023-01-26,Actinopterygii,Ray-finned Fishes,16.556443475,104.7444282385
2023,1,2023-01-26,Schistura udomritthiruji,,8.6935063248,98.4039418996
2023,1,2023-01-26,Glyptothorax prashadi,,8.6935063248,98.4039418996
2023,1,2023-01-26,Mastacembelus tinwini,,8.6935063248,98.4039418996
2023,1,2023-01-26,Homalopteroides tweediei,Green Lizard Hillstream,8.6935063248,98.4039418996
2023,1,2023-01-26,Plectorhinchus chaetodonoides,Harlequin Sweetlips,7.3101516876,99.2552844062
2023,1,2023-01-26,Pomacentridae,Damselfishes,9.6043537,98.4673692
2023,1,2023-01-26,Gazzinae,,12.5753966667,99.9598916667
2023,1,2023-01-26,Pethia stoliczkana,Tic-tac-toe Barb,20.2691726548,99.7774903912
2023,1,2023-01-26,Danio roseus,Purple passion danio,20.2691726548,99.7774903912
2023,1,2023-01-26,Rhinogobius mekongianus,,20.2691726548,99.7774903912
2023,1,2023-01-26,Schistura,,20.2691726548,99.7774903912
2023,1,2023-01-26,Schistura,,20.2691726548,99.7774903912
2023,1,2023-01-26,Poecilia reticulata,Guppy,13.7465783333,100.5620583333
2023,1,2023-01-26,Pangasianodon hypophthalmus,Iridescent Shark,13.631498741,100.5985124397
2023,1,2023-01-26,Batasio fluviatilis,,8.6602813303,98.4720056356
2023,1,2023-01-26,Channa limbata,,8.6602813303,98.4720056356
2023,1,2023-01-26,Xenentodon canciloides,Indochinese Needlefish,8.6602813303,98.4720056356
2023,1,2023-01-26,Striuntius lateristriga,Spanner Barb,8.6602813303,98.4720056356
2023,1,2023-01-26,Devario regina,Queen Danio,8.6602813303,98.4720056356
2023,1,2023-01-25,Neolissochilus stracheyi,Blue Mahseer Barb,19.3731638985,98.9464849823
2023,1,2023-01-25,Osteochilus,,13.4648238388,103.8950359808
2023,1,2023-01-25,Neolissochilus,Lesser Mahseers,8.9989518572,98.4562863793
2023,1,2023-01-25,Gambusia affinis,Western Mosquitofish,16.6090805079,104.8525095515
2023,1,2023-01-25,Actinopterygii,Ray-finned Fishes,16.6090805079,104.8525095515
2023,1,2023-01-24,Acanthurus leucosternon,Powder Blue Tang,7.7679950291,98.305882674
2023,1,2023-01-24,Ostracion cubicum,Yellow Boxfish,7.7678961216,98.305880241
2023,1,2023-01-24,Poeciliinae,Live-bearers,16.8517186574,100.2606751699
2023,1,2023-01-24,Gymnothorax favagineus,Laced Moray,7.3172783333,99.2542033333
2023,1,2023-01-24,Gymnothorax favagineus,Laced Moray,7.3172783333,99.2542033333
2023,1,2023-01-24,Gymnothorax,Common Morays,7.3178745132,99.2560883886
2023,1,2023-01-24,Pangasianodon hypophthalmus,Iridescent Shark,13.6996189931,100.5573522316
2023,1,2023-01-24,Rasbora einthovenii,Brilliant rasbora,6.4337367778,99.71160125
2023,1,2023-01-24,Pangasianodon hypophthalmus,Iridescent Shark,13.6626888023,100.5972509915
2023,1,2023-01-24,Chrysiptera unimaculata,Onespot Demoiselle,7.9519331,98.3380884
2023,1,2023-01-24,Istiblennius dussumieri,Dussumier's Rockskipper,7.9519331,98.3380884
2023,1,2023-01-24,Blenniella,,8.0993007458,98.2960873906
2023,1,2023-01-24,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9519331,98.3380884
2023,1,2023-01-24,Arothron stellatus,Starry Puffer,8.0955195219,98.297953323
2023,1,2023-01-24,Gymnothorax javanicus,Giant Moray,7.9519331,98.3380884
2023,1,2023-01-24,Actinopterygii,Ray-finned Fishes,16.5614934705,104.7441033358
2023,1,2023-01-24,Plotosus lineatus,Striped Eel Catfish,12.8138859946,99.9985728678
2023,1,2023-01-24,Ellochelon vaigiensis,Squaretail Mullet,12.8138859946,99.9985728678
2023,1,2023-01-24,Pterygoplichthys,Sailfin Catfishes,13.1496092661,99.8745134212
2023,1,2023-01-23,Chelonodon kappa,Milkspot Toadfish,10.1907116667,103.964395
2023,1,2023-01-23,Upeneus tragula,Freckled Goatfish,6.2991409167,99.7197494444
2023,1,2023-01-23,Anabas testudineus,Climbing Perch,13.4119483333,103.8641333333
2023,1,2023-01-23,Xenentodon canciloides,Indochinese Needlefish,13.4669366667,103.8949116667
2023,1,2023-01-23,Xenentodon canciloides,Indochinese Needlefish,13.462125,103.8783933333
2023,1,2023-01-23,Betta splendens,Siamese Fighting Fish,16.983739541,100.2600994923
2023,1,2023-01-23,Cyprinus rubrofuscus,Amur Carp,19.9058958345,99.8309548572
2023,1,2023-01-23,Sciaenidae,Drums,13.5329325497,100.4367284941
2023,1,2023-01-22,Amblygobius stethophthalmus,Freckled Goby,7.3267861864,99.254772572
2023,1,2023-01-22,Zenarchopteridae,Viviparous Halfbeaks,13.667736,100.527841
2023,1,2023-01-22,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.8922966667,98.265075
2023,1,2023-01-22,Oxudercinae,Mudskippers,8.2445516,98.5635062
2023,1,2023-01-22,Amphilophus citrinellus × Vieja melanurus,Blood Parrot Cichlid,14.4037435584,100.1755136223
2023,1,2023-01-22,Toxotes jaculatrix,Banded Archerfish,11.968326571,102.3157212828
2023,1,2023-01-22,Tylosurus crocodilus,Houndfish,11.9681394647,102.3159814571
2023,1,2023-01-22,Actinopterygii,Ray-finned Fishes,13.8602895556,100.6835479722
2023,1,2023-01-22,Toxotes chatareus,Spotted Archerfish,14.0704695,100.5247333333
2023,1,2023-01-21,Betta apollon,Apollo Betta,5.663654825,101.8308705685
2023,1,2023-01-21,Rasbora paviana,Sidestripe rasbora,5.6981516608,101.9841073393
2023,1,2023-01-21,Barbodes rhombeus,Rhombic barb,5.6976149942,101.9835706228
2023,1,2023-01-21,Cyprinus rubrofuscus,Amur Carp,6.2873908,99.7290383
2023,1,2023-01-21,Gymnothorax javanicus,Giant Moray,7.6815134095,98.764413177
2023,1,2023-01-21,Betta splendens,Siamese Fighting Fish,8.0273462082,98.2726546598
2023,1,2023-01-21,Zanclus cornutus,Moorish Idol,7.6814703834,98.771002351
2023,1,2023-01-21,Scarus quoyi,Greenblotch Parrotfish,7.6868478673,98.7679134915
2023,1,2023-01-20,Cyprinus rubrofuscus,Amur Carp,13.6628366667,100.3139716667
2023,1,2023-01-20,Melanotaenia praecox,Neon Rainbowfish,18.7649583333,98.9391333333
2023,1,2023-01-20,Hampala macrolepidota,Hampala Barb,15.1456666667,98.451705
2023,1,2023-01-20,Terapon jarbua,Crescent Grunter,9.5411416667,99.9328916667
2023,1,2023-01-20,Clarias,,12.1013107409,102.3442449577
2023,1,2023-01-20,Platax teira,Longfin Batfish,7.4296758862,98.8961348406
2023,1,2023-01-20,Channa limbata,,12.1013382204,102.3442365594
2023,1,2023-01-20,Hampala macrolepidota,Hampala Barb,18.79190178,98.9463439687
2023,1,2023-01-20,Oreochromis niloticus,Nile Tilapia,13.7288100729,100.5554479705
2023,1,2023-01-20,Oreochromis niloticus,Nile Tilapia,13.7288100729,100.5554479705
