year,month,date,scientific_name,common_name,latitude,longitude
2024,10,2024-10-31,Actinopterygii,Ray-finned Fishes,14.3566678,100.5830196
2024,10,2024-10-31,Pangasianodon hypophthalmus,Iridescent Shark,14.2023760582,100.5427639963
2024,10,2024-10-31,Schistura,,16.6667613529,100.6545448516
2024,10,2024-10-31,Oreochromis niloticus,Nile Tilapia,13.7286508459,100.5553664783
2024,10,2024-10-31,Scomber japonicus,Pacific Chub Mackerel,13.9055317,100.5149589
2024,10,2024-10-31,Oreochromis niloticus,Nile Tilapia,13.9056153,100.5149902
2024,10,2024-10-31,Channa micropeltes,Giant Snakehead,13.9895704865,100.6209009647
2024,10,2024-10-31,Zenarchopterus,,12.0588278333,102.2900216667
2024,10,2024-10-31,Periophthalmus argentilineatus,Barred Mudskipper,12.0590861667,102.2901533333
2024,10,2024-10-31,Scomberoides commersonnianus,Giant Queenfish,10.66548,103.270645
2024,10,2024-10-30,Oryzias minutillus,Dwarf Medaka,5.8920017284,102.1103648827
2024,10,2024-10-30,Homalopteroides nebulosus,,5.8658690153,102.2143933338
2024,10,2024-10-30,Clarias leiacanthus,Forest walking catfish,5.8842179152,102.3780456345
2024,10,2024-10-30,Mastacembelus favus,Tire track eel,5.8192122017,102.2209666811
2024,10,2024-10-30,Pangio semicincta,Coolie Loach,5.8664109353,102.2146547345
2024,10,2024-10-30,Mastacembelus favus,Tire track eel,5.9379763638,102.3440231105
2024,10,2024-10-30,Puntigrus partipentazona,Partipentazona Barb,5.8664841546,102.214728685
2024,10,2024-10-30,Anabas testudineus,Climbing Perch,5.8848703662,102.2288038098
2024,10,2024-10-30,Dermogenys siamensis,Siamese Wrestling Halfbeak,5.8908277939,102.2825505874
2024,10,2024-10-30,Esomus metallicus,Striped Flying Barb,5.8875689755,102.2033882507
2024,10,2024-10-30,Akysis hendricksoni,Hendrickson's Stream Catfish,5.8663345916,102.2146935818
2024,10,2024-10-30,Lepidocephalichthys hasselti,,5.875296307,102.2313945064
2024,10,2024-10-30,Osteochilus vittatus,Hard-lipped Barb,5.8921261071,102.3146384286
2024,10,2024-10-30,Rasbora paviana,Sidestripe rasbora,5.853607344,102.3338156549
2024,10,2024-10-30,Neolissochilus subterraneus,Cave Brook Carp,16.7270412421,100.6579832455
2024,10,2024-10-30,Nandus nebulosus,Bornean Leaffish,5.9993982744,101.9478831477
2024,10,2024-10-30,Clarias,,5.9913056093,101.9527258788
2024,10,2024-10-30,Channa limbata,,5.9703010674,101.8309133749
2024,10,2024-10-30,Betta kuehnei,Satun Betta,5.9343752529,101.9944936039
2024,10,2024-10-30,Hemirhamphodon pogonognathus,Forest Halfbeak,5.9552921381,101.825370728
2024,10,2024-10-30,Barbodes rhombeus,Rhombic barb,5.8143884223,101.8540355996
2024,10,2024-10-30,Rasbora einthovenii,Brilliant rasbora,5.864709178,101.8678302912
2024,10,2024-10-30,Betta kuehnei,Satun Betta,5.8740033297,101.8597260131
2024,10,2024-10-30,Rasbora paviana,Sidestripe rasbora,5.9424982231,102.0153527225
2024,10,2024-10-30,Rasbora myersi,,5.8929024808,102.1086568815
2024,10,2024-10-30,Boraras urophthalmoides,Least rasbora,5.9727816631,102.0382378573
2024,10,2024-10-30,Boraras urophthalmoides,Least rasbora,5.9725761424,102.0609923987
2024,10,2024-10-30,Diodon hystrix,Spotted Porcupinefish,7.7407337906,98.7784097716
2024,10,2024-10-30,Pterocaesio chrysozona,Yellowband Fusilier,7.7407337906,98.7784097716
2024,10,2024-10-30,Trichopsis vittata,Croaking Gourami,5.8526510837,102.0415910482
2024,10,2024-10-30,Trigonopoma pauciperforatum,Red-striped Rasbora,5.8921489611,102.1100065989
2024,10,2024-10-30,Lepidocephalichthys furcatus,,5.9034362289,102.0896900376
2024,10,2024-10-30,Trigonopoma pauciperforatum,Red-striped Rasbora,5.8921551232,102.1110810875
2024,10,2024-10-30,Cephalopholis miniata,Coral Grouper,7.7407337906,98.7784097716
2024,10,2024-10-30,Gymnothorax javanicus,Giant Moray,7.7407337906,98.7784097716
2024,10,2024-10-30,Scarus rubroviolaceus,Redlip Parrotfish,7.7407337906,98.7784097716
2024,10,2024-10-30,Scarus rubroviolaceus,Redlip Parrotfish,7.7407337906,98.7784097716
2024,10,2024-10-30,Parascorpaena,,7.7407337906,98.7784097716
2024,10,2024-10-29,Monopterus albus,Asian Swamp Eel,15.550757601,99.4435027765
2024,10,2024-10-29,Zenarchopterus,,12.3944246,99.9812741
2024,10,2024-10-29,Actinopterygii,Ray-finned Fishes,13.8787598922,100.4761319638
2024,10,2024-10-29,Actinopterygii,Ray-finned Fishes,10.5870073047,103.3054156601
2024,10,2024-10-29,Ariidae,Sea Catfishes,12.2325127,99.993184
2024,10,2024-10-29,Leptosynanceia asteroblepa,Indochinese Stonefish,12.2325127,99.993184
2024,10,2024-10-29,Trichosomus,,12.2325127,99.993184
2024,10,2024-10-29,Scorpaenoidei,Scorpionfishes and allies,12.2325127,99.993184
2024,10,2024-10-29,Solea ovata,Ovate Sole,12.2325127,99.993184
2024,10,2024-10-29,Pseudorhombus neglectus,Neglected Flounder,12.2325127,99.993184
2024,10,2024-10-29,Ophichthus lithinus,Evermann's Snake Eel,12.2325127,99.993184
2024,10,2024-10-29,Lagocephalus,Pelagic Pufferfishes,12.2325127,99.993184
2024,10,2024-10-29,Lagocephalus,Pelagic Pufferfishes,12.2325127,99.993184
2024,10,2024-10-29,Ambassis kopsii,Singapore Glassy Perchlet,12.2325127,99.993184
2024,10,2024-10-29,Johnius,,12.2325127,99.993184
2024,10,2024-10-29,Gerres,Silverbiddies,12.2325127,99.993184
2024,10,2024-10-29,Hyporhamphus quoyi,Longtail Garfish,12.2325127,99.993184
2024,10,2024-10-29,Planiliza,,12.2325127,99.993184
2024,10,2024-10-29,Thryssa katana,,12.2325127,99.993184
2024,10,2024-10-29,Scomberoides commersonnianus,Giant Queenfish,12.2325127,99.993184
2024,10,2024-10-29,Nematalosa,,12.2325127,99.993184
2024,10,2024-10-29,Anodontostoma,,12.2325127,99.993184
2024,10,2024-10-29,Sardinella albella,White Sardinella,12.2325127,99.993184
2024,10,2024-10-29,Gerres,Silverbiddies,12.2325127,99.993184
2024,10,2024-10-29,Eubleekeria splendens,Blacktip Ponyfish,12.2325127,99.993184
2024,10,2024-10-29,Gazza,Toothponies,12.2325127,99.993184
2024,10,2024-10-29,Deveximentum,Pugnose Ponyfishes,12.2325127,99.993184
2024,10,2024-10-29,Nuchequula longicornis,,12.2325127,99.993184
2024,10,2024-10-29,Leiognathus equula,Common Ponyfish,12.2325127,99.993184
2024,10,2024-10-29,Photolateralis stercorarius,,12.2325127,99.993184
2024,10,2024-10-29,Lutjanus lutjanus,Bigeye Snapper,7.7407337906,98.7784097716
2024,10,2024-10-28,Oreochromis niloticus,Nile Tilapia,13.7324616667,100.554455
2024,10,2024-10-28,Arothron stellatus,Starry Puffer,8.0991773575,98.2972023593
2024,10,2024-10-28,Chaetodon triangulum,Triangular Butterflyfish,8.099860003,98.2969592501
2024,10,2024-10-28,Acanthurus,,8.1004127224,98.2976097426
2024,10,2024-10-28,Trichopodus trichopterus,Three Spot Gourami,13.0967341422,103.1089649761
2024,10,2024-10-28,Drepane punctata,Spotted Sicklefish,12.2254759537,100.0018494576
2024,10,2024-10-28,Eubleekeria,,8.0998281708,98.2974031753
2024,10,2024-10-28,Gerres erythrourus,Short Silverbiddy,12.5252033333,99.974005
2024,10,2024-10-28,Upeneus,,12.525475,99.9739133333
2024,10,2024-10-28,Trichiurus lepturus,Largehead Hairtail,12.525705,99.9737783333
2024,10,2024-10-28,Chelonodon kappa,Milkspot Toadfish,12.5257383333,99.9733416667
2024,10,2024-10-28,Brachirus,,12.525355,99.9741366667
2024,10,2024-10-28,Gazzinae,,12.5252466667,99.9740366667
2024,10,2024-10-28,Ophichthinae,,12.525775,99.9738166667
2024,10,2024-10-27,Trichopsis pumila,Sparkling Gourami,15.5504175227,99.444066958
2024,10,2024-10-27,Monopterus,,15.5506716667,99.4435966667
2024,10,2024-10-27,Trichopsis vittata,Croaking Gourami,15.5495033333,99.4433366667
2024,10,2024-10-27,Batrachoididae,Toadfishes,12.5250866667,99.974105
2024,10,2024-10-27,Triacanthus biaculeatus,Shortnose Tripodfish,12.57173,99.9570533333
2024,10,2024-10-27,Nothobranchiidae,African Rivulines,13.8251016686,100.6428452784
2024,10,2024-10-27,Scarus ghobban,Blue-barred Parrotfish,8.0845125134,98.2913918288
2024,10,2024-10-27,Lactoria cornuta,Longhorn Cowfish,8.08541919,98.2929367193
2024,10,2024-10-27,Diodon hystrix,Spotted Porcupinefish,8.0859401344,98.2930537561
2024,10,2024-10-27,Lactoria cornuta,Longhorn Cowfish,8.0863201066,98.2935882637
2024,10,2024-10-27,Diodontidae,Porcupinefishes,8.0866104178,98.2939862495
2024,10,2024-10-27,Diodon hystrix,Spotted Porcupinefish,8.087665338,98.2948653445
2024,10,2024-10-27,Lactoria cornuta,Longhorn Cowfish,8.0909329099,98.2975875695
2024,10,2024-10-27,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,13.5172489726,100.6552776551
2024,10,2024-10-27,Paramonacanthus choirocephalus,Whitebar Filefish,10.56471103,103.30572894
2024,10,2024-10-27,Periophthalmodon schlosseri,Giant Mudskipper,13.5166686536,100.65376685
2024,10,2024-10-27,Barbonymus altus,Red-tailed Tinfoil Barb,14.0029497916,100.540689826
2024,10,2024-10-27,Sarotherodon melanotheron,Blackchin Tilapia,13.51867,100.657845
2024,10,2024-10-27,Periophthalmodon schlosseri,Giant Mudskipper,13.51867,100.657845
