year,month,date,scientific_name,common_name,latitude,longitude
2025,3,2025-03-31,Fistularia commersonii,Blue-spotted Cornetfish,7.6812443809,98.7645401487
2025,3,2025-03-31,Chaetodon vagabundus,Vagabond Butterflyfish,7.6816134064,98.7648241501
2025,3,2025-03-31,Arothron nigropunctatus,Blackspotted Puffer,7.6813457305,98.764615165
2025,3,2025-03-31,Aluterus scriptus,Scrawled Filefish,7.6812431532,98.7646807449
2025,3,2025-03-31,Acanthurus lineatus,Striped Surgeonfish,7.6802944906,98.7648024282
2025,3,2025-03-31,Zanclus cornutus,Moorish Idol,7.681203138,98.764550036
2025,3,2025-03-31,Acanthurus leucosternon,Powder Blue Tang,7.681068026,98.7645929802
2025,3,2025-03-31,Hemigymnus fasciatus,Barred Thicklip,13.2856033333,100.9237116667
2025,3,2025-03-31,Odonus niger,Redtooth Triggerfish,13.2856033333,100.9237116667
2025,3,2025-03-31,Esomus metallicus,Striped Flying Barb,13.7329300796,100.5532275206
2025,3,2025-03-31,Trichopodus trichopterus,Three Spot Gourami,13.7329263122,100.5532275889
2025,3,2025-03-31,Oreochromis niloticus,Nile Tilapia,13.7326318254,100.5527410771
2025,3,2025-03-31,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,12.6022735,100.9523801
2025,3,2025-03-31,Scleropages formosus,Asian Arowana,13.6192805143,100.5018205638
2025,3,2025-03-31,Periophthalmodon schlosseri,Giant Mudskipper,13.5172594,100.6549268
2025,3,2025-03-31,Oreochromis niloticus,Nile Tilapia,13.7326669586,100.5414545168
2025,3,2025-03-31,Channa striata,Striped Snakehead,13.7326565364,100.5414838113
2025,3,2025-03-31,Barbonymus gonionotus,Java Barb,13.7323103637,100.539056812
2025,3,2025-03-31,Oreochromis niloticus,Nile Tilapia,13.7322954581,100.5391238476
2025,3,2025-03-31,Oreochromis niloticus,Nile Tilapia,13.7322656469,100.5391399015
2025,3,2025-03-31,Oreochromis niloticus,Nile Tilapia,13.731480817,100.5406821738
