year,date,scientific_name,common_name,latitude,longitude
2018,2018-12-31,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,5.4528942984,100.1845163448
2018,2018-12-31,Chaetodon punctatofasciatus,Spotbanded Butterflyfish,3.6888546934,134.1210906995
2018,2018-12-31,Amphiprion perideraion,Pink Skunk Anemonefish,-0.497292482,130.7261960011
2018,2018-12-31,Scorpaenopsis,Scorpionfishes,-0.5662453457,130.5163247635
2018,2018-12-31,Lutjanus gibbus,Humpback Snapper,-0.5877578392,130.3087318683
2018,2018-12-31,Ctenochaetus striatus,Lined Bristletooth,-0.5877578392,130.3087318683
2018,2018-12-31,Plectorhinchus polytaenia,Ribbon Sweetlips,-0.5877578392,130.3087318683
2018,2018-12-31,Anampses,Tamarin Wrasses,-0.5877578392,130.3087318683
2018,2018-12-31,Anampses,Tamarin Wrasses,-0.5877578392,130.3087318683
2018,2018-12-31,Coris gaimard,Yellowtail Coris,-0.5877578392,130.3087318683
2018,2018-12-31,Scorpaenopsis,Scorpionfishes,-0.5662453457,130.5163247635
2018,2018-12-31,Scorpaenopsis,Scorpionfishes,-0.5662453457,130.5163247635
2018,2018-12-31,Amphiprion melanopus,Blackback Anemonefish,-0.586078594,130.3098721023
2018,2018-12-31,Amphiprion biaculeatus,Spine-cheek Clownfish,-0.586078594,130.3098721023
2018,2018-12-31,Amphiprion ocellaris,Ocellaris Anemonefish,-0.586078594,130.3098721023
2018,2018-12-31,Amphiprion ocellaris,Ocellaris Anemonefish,-0.586078594,130.3098721023
2018,2018-12-31,Gymnothorax pictus,Peppered Moray,0.9798222003,124.9014699832
2018,2018-12-31,Caesio caerulaurea,Scissor-tailed Fusilier,-0.5969123467,130.335973985
2018,2018-12-31,Chaetodon melannotus,Blackback Butterflyfish,0.9798222003,124.9014699832
2018,2018-12-31,Lutjanus rivulatus,Speckled Snapper,-0.5969123467,130.335973985
2018,2018-12-31,Rasbora,True Rasboras,-0.31665,101.1839666667
2018,2018-12-31,Barbodes sellifer,Saddle Barb,-0.3168388889,101.1838388889
2018,2018-12-31,Striuntius lateristriga,Spanner Barb,-0.3168083333,101.1839444444
2018,2018-12-31,Parapercis lineopunctata,Nosestripe Sandperch,-0.5969123467,130.335973985
2018,2018-12-31,Halichoeres scapularis,Zigzag Wrasse,-0.5969123467,130.335973985
2018,2018-12-31,Scorpaenopsis diabolus,Devil Scorpionfish,0.9798222003,124.9014699832
2018,2018-12-31,Crossocheilus,,-0.3192555556,101.1844472222
2018,2018-12-31,Labiobarbus,,-0.3193222222,101.1844944444
2018,2018-12-31,Striuntius lateristriga,Spanner Barb,1.8624821033,103.8883093901
2018,2018-12-31,Hypostominae,Suckermouth Catfishes,1.3138397,103.8159136
2018,2018-12-31,Zenarchopterus buffonis,Northern River Garfish,1.4463635708,103.7293301986
2018,2018-12-31,Mayaheros urophthalmus,Mayan Cichlid,1.4455653471,103.7272865238
2018,2018-12-31,Cichlidae,Cichlids,1.4460904037,103.7235638178
2018,2018-12-31,Parupeneus barberinus,Dot-and-dash Goatfish,-8.2709907145,115.5944543287
2018,2018-12-31,Epinephelus fuscoguttatus,Flowery Rockcod,-8.3658619087,115.6289711322
2018,2018-12-30,Naso lituratus,Pacific Orange-spine Unicornfish,-0.494831449,130.7236403243
2018,2018-12-30,Ostorhinchus cyanosoma,Yellowstriped Cardinalfish,-0.494831449,130.7236403243
2018,2018-12-30,Sargocentron spiniferum,Sabre Squirrelfish,-0.4955719669,130.7224373982
2018,2018-12-30,Amphiprion clarkii,Clark's Anemonefish,-0.4955719669,130.7224373982
2018,2018-12-30,Amphiprion clarkii,Clark's Anemonefish,-0.4955719669,130.7224373982
2018,2018-12-30,Amphiprion clarkii,Clark's Anemonefish,-0.4955719669,130.7224373982
2018,2018-12-30,Anyperodon leucogrammicus,Slender Grouper,-0.4955719669,130.7224373982
2018,2018-12-30,Cephalopholis miniata,Coral Grouper,-0.4955719669,130.7224373982
2018,2018-12-30,Acanthurus mata,Yellowmask Surgeonfish,-0.4955719669,130.7224373982
2018,2018-12-30,Zanclus cornutus,Moorish Idol,-0.4955719669,130.7224373982
2018,2018-12-30,Macolor macularis,Midnight Snapper,-0.4955719669,130.7224373982
2018,2018-12-30,Parapercis millepunctata,Thousand-spot Grubfish,4.5958254,118.8643398
2018,2018-12-30,Parapercis pacifica,Speckled Sandperch,4.5958254,118.8643398
2018,2018-12-30,Piaractus brachypomus,Red-bellied Pacu,-6.6526340233,106.9083988667
2018,2018-12-30,Clupeoidei,,-0.4959659717,130.7275242483
2018,2018-12-30,Aeoliscus strigatus,Jointed Razorfish,-0.4959659717,130.7275242483
2018,2018-12-30,Amphiprion clarkii,Clark's Anemonefish,-0.4959659717,130.7275242483
2018,2018-12-30,Canthigaster papua,Papuan Toby,-0.4959659717,130.7275242483
2018,2018-12-30,Pycnochromis amboinensis,Ambon Puller,-0.4959659717,130.7275242483
2018,2018-12-30,Chrysiptera talboti,Talbot's Demoiselle,-0.4959659717,130.7275242483
2018,2018-12-30,Amblyglyphidodon curacao,Staghorn Damsel,-0.4959659717,130.7275242483
2018,2018-12-30,Koumansetta rainfordi,Old Glory,-0.4959659717,130.7275242483
2018,2018-12-30,Aeoliscus strigatus,Jointed Razorfish,-0.4959659717,130.7275242483
2018,2018-12-30,Neoglyphidodon nigroris,Indo-Pacific Yellowtail Damsel,-0.4899762694,130.7295999851
2018,2018-12-30,Corythoichthys haematopterus,Reeftop Pipefish,-0.4899762694,130.7295999851
2018,2018-12-30,Neoglyphidodon melas,Black Damsel,-0.4899762694,130.7295999851
2018,2018-12-30,Lutjanus,Common Snappers,-0.4958442122,130.7256184076
2018,2018-12-30,Balistapus undulatus,Orangestripe Triggerfish,-0.494831449,130.7236403243
2018,2018-12-30,Priacanthus hamrur,Crescent-tail Bigeye,-0.4955719669,130.7224373982
2018,2018-12-30,Amblyglyphidodon aureus,Golden Damselfish,-0.4955719669,130.7224373982
2018,2018-12-30,Macolor macularis,Midnight Snapper,-0.4959659717,130.7275242483
2018,2018-12-30,Epinephelus fuscoguttatus,Flowery Rockcod,-0.5516944415,130.653427588
2018,2018-12-30,Monotaxis grandoculis,Humpnose Bigeye Bream,-0.4959659717,130.7275242483
