date,scientific_name,common_name,latitude,longitude
2020-12-23,Neotrygon,Maskrays,9.3922545879,97.8626554642
2020-12-23,Neotrygon,Maskrays,9.3687966403,97.8615877635
2020-12-23,Triaenodon obesus,Whitetip Reef Shark,9.3682339405,97.8612178008
2020-12-22,Rhynchobatus australiae,Whitespotted Guitarfish,12.5831952546,100.9207885004
2020-12-11,Carcharhinus melanopterus,Blacktip Reef Shark,7.6533689917,98.7905293875
2020-12-10,Carcharhinus melanopterus,Blacktip Reef Shark,7.6893745739,98.9762926239
2020-12-09,Atelomycterus marmoratus,Coral catshark,6.5657059904,99.2928724282
2020-12-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,6.5118516819,99.3170080706
2020-11-25,Taeniura lymma,Bluespotted Fantail Ray,10.0855086596,99.8203551935
2020-11-24,Rhynchobatus australiae,Whitespotted Guitarfish,12.4825731278,100.951798668
2020-11-10,Rhynchobatus australiae,Whitespotted Guitarfish,12.4950073894,100.8132569584
2020-11-01,Brevitrygon,Dwarf Whiprays,13.2185593075,100.883700485
2020-10-19,Rhincodon typus,Whale Shark,5.7777162049,103.1051566094
2020-10-13,Rhincodon typus,Whale Shark,6.53432667,99.2036480203
2020-10-09,Neotrygon,Maskrays,7.6912720482,98.7677492571
2020-09-14,Rhynchobatus australiae,Whitespotted Guitarfish,12.485309316,100.8782440165
2020-08-23,Rhincodon typus,Whale Shark,5.6742784703,103.1186829944
2020-07-26,Atelomycterus marmoratus,Coral catshark,6.4436922083,99.3102984751
2020-07-10,Rhincodon typus,Whale Shark,5.8827203007,103.0768923038
2020-07-09,Pateobatis jenkinsii,Jenkins' Whipray,5.752542,103.030551
2020-07-04,Neotrygon malaccensis,Malacca Bluespotted Maskray,7.7276016467,98.7838716253
2020-07-04,Carcharhinus melanopterus,Blacktip Reef Shark,7.7597812477,98.7819048558
2020-07-03,Carcharhinus melanopterus,Blacktip Reef Shark,7.7695749343,98.7788823162
2020-06-30,Pateobatis jenkinsii,Jenkins' Whipray,10.0934924794,99.854646901
2020-06-27,Carcharias taurus,Sand Tiger Shark,13.74571167,100.535295
2020-06-27,Stegostoma tigrinum,Zebra Shark,13.74571167,100.535295
2020-06-17,Rhynchobatus australiae,Whitespotted Guitarfish,12.4261389276,100.9643552914
2020-06-17,Rhynchobatus australiae,Whitespotted Guitarfish,12.4983118607,100.9345944136
2020-05-24,Rhincodon typus,Whale Shark,11.5723003501,104.8600257368
2020-04-11,Carcharhinus melanopterus,Blacktip Reef Shark,5.6082136617,102.8998024904
2020-04-05,Aetobatus ocellatus,White-spotted Eagle Ray,5.7943508555,102.8920478865
2020-04-05,Carcharhinus melanopterus,Blacktip Reef Shark,10.0835888511,99.8782453604
2020-03-30,Carcharhinus melanopterus,Blacktip Reef Shark,10.0827279964,99.830068631
2020-03-30,Carcharhinus melanopterus,Blacktip Reef Shark,10.1219441549,99.805837894
2020-03-22,Mobula birostris,Oceanic Manta Ray,8.9376333385,97.7930372626
2020-03-20,Chiloscyllium punctatum,Brown-banded Bamboo Shark,5.7722004581,102.8849679987
2020-03-19,Rhynchobatus australiae,Whitespotted Guitarfish,12.4010237467,100.861748037
2020-03-13,Neotrygon malaccensis,Malacca Bluespotted Maskray,7.7256656,98.7877848
2020-03-13,Stegostoma tigrinum,Zebra Shark,7.7256656,98.7877848
2020-03-13,Neotrygon malaccensis,Malacca Bluespotted Maskray,7.7256656,98.7877848
2020-03-13,Chiloscyllium,Bamboo Sharks,7.807901,98.627745
2020-03-11,Mobula birostris,Oceanic Manta Ray,8.7796048315,97.7846310684
2020-03-11,Mobula birostris,Oceanic Manta Ray,8.7817290764,97.6623522356
2020-03-11,Mobula birostris,Oceanic Manta Ray,8.6583697769,97.7162557496
2020-03-11,Carcharhinus melanopterus,Blacktip Reef Shark,7.672858644,98.7737317285
2020-03-11,Neotrygon malaccensis,Malacca Bluespotted Maskray,7.656390431,98.7664310241
2020-03-11,Neotrygon malaccensis,Malacca Bluespotted Maskray,7.656390431,98.7664310241
2020-03-10,Rhincodon typus,Whale Shark,9.3405007902,97.9499965629
2020-03-10,Rhincodon typus,Whale Shark,6.352152754,99.3584581595
2020-03-09,Mobula birostris,Oceanic Manta Ray,8.73878878,97.6496037319
2020-03-09,Mobula birostris,Oceanic Manta Ray,8.7530221593,97.7656146934
2020-03-09,Pateobatis,,8.6233333,97.6408333
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Triaenodon obesus,Whitetip Reef Shark,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Rhynchobatus,Wedgefishes,8.6016941466,97.7640637685
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-08,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.6578626,97.6466734
2020-03-07,Mobula,Devil Rays,8.9692690336,97.8128482203
2020-03-07,Mobula birostris,Oceanic Manta Ray,8.9828806633,97.9016623756
2020-03-07,Rhincodon typus,Whale Shark,8.9934232747,97.9723472694
2020-03-07,Mobula birostris,Oceanic Manta Ray,8.9151653642,97.8627544538
2020-03-05,Mobula,Devil Rays,9.1139601824,97.8769285314
2020-03-05,Mobula,Devil Rays,9.0690331,97.810963
2020-03-05,Mobula birostris,Oceanic Manta Ray,7.6770975188,98.3242135181
2020-03-05,Mobula birostris,Oceanic Manta Ray,7.7070319996,98.3821659153
2020-03-05,Mobula birostris,Oceanic Manta Ray,7.6776402322,98.2697254243
2020-03-05,Rhincodon typus,Whale Shark,7.6282717022,98.3311693898
2020-03-04,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.8275226,97.800881
2020-03-04,Neotrygon malaccensis,Malacca Bluespotted Maskray,8.8275226,97.800881
2020-02-29,Mobula birostris,Oceanic Manta Ray,8.8378446107,97.8301287813
2020-02-29,Mobula,Devil Rays,8.8556251186,97.9497629381
2020-02-29,Mobula birostris,Oceanic Manta Ray,8.8890209609,97.8111482198
2020-02-27,Dasyatidae,Whiptail Stingrays,7.9843109,98.3307468
2020-02-19,Carcharhinus melanopterus,Blacktip Reef Shark,7.6782238474,98.6291906388
2020-02-14,Carcharhinus melanopterus,Blacktip Reef Shark,10.0985111737,99.8410021761
2020-02-08,Rhincodon typus,Whale Shark,7.0520268876,98.8745193149
2020-02-05,Rhynchobatus australiae,Whitespotted Guitarfish,12.4500110301,100.9308157019
2020-02-04,Rhynchobatus australiae,Whitespotted Guitarfish,12.5876641155,100.9309345714
2020-02-01,Carcharhinus melanopterus,Blacktip Reef Shark,7.8140064561,98.7759266836
2020-01-19,Neotrygon caeruleopunctata,Bluespotted Maskray,8.0941667557,98.3022232056
2020-01-19,Potamotrygon,river rays,9.7670966667,99.9624333333
2020-01-17,Carcharhinus melanopterus,Blacktip Reef Shark,10.0747517728,99.9059850808
2020-01-17,Taeniura lymma,Bluespotted Fantail Ray,10.0667648413,99.8414832285
