date,common_name,latitude,longitude,country,image,Year,Month
2018-01-20,White-Eyed Moray,7.6052843887,98.3672967376,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2018,1
2018-01-15,Giant Moray,7.7491774969,98.7622738315,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2018,1
2018-01-03,White-Eyed Moray,7.7657625818,98.3008465179,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2018,1
2018-01-03,Barred-Fin Moray,7.63127642,98.7780161574,Thailand,https://static.inaturalist.org/photos/59054812/medium.jpeg,2018,1
2018-01-03,Fimbriated Moray,7.6024691165,98.7838315219,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/108488683/medium.jpg,2018,1
2018-01-03,White-Eyed Moray,7.963424881,98.2800942259,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2018,1
2018-01-02,Snowflake Moray,7.6562621525,98.7664900745,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/84610411/medium.jpg,2018,1
2018-01-02,White-Eyed Moray,7.6562621525,98.7664900745,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2018,1
2018-01-02,Giant Moray,7.6562621525,98.7664900745,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2018,1
2019-12-30,Giant Moray,9.0668293922,97.8180011165,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,12
2019-12-28,Iridescent Shark,11.767727778,104.894646059,Thailand,https://static.inaturalist.org/photos/107142935/medium.jpg,2019,12
2019-12-25,White-Eyed Moray,8.6477736206,98.1580387733,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2019,12
2019-12-25,Spotted Moray,8.6489823165,98.1902825947,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/338078611/medium.jpg,2019,12
2019-12-25,Laced Moray,8.6686678071,98.1882295733,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/220011/medium.jpg,2019,12
2019-12-22,Laced Moray,8.7312063343,98.1751930947,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/220011/medium.jpg,2019,12
2019-12-22,White-Eyed Moray,8.7359571216,98.1827461953,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2019,12
2019-12-01,Giant Moray,7.2163034165,99.0599023425,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,12
2019-12-01,Giant Moray,7.2177842127,99.0718840244,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,12
2019-11-27,White-Eyed Moray,10.9615501942,103.0555679806,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2019,11
2019-11-04,Iridescent Shark,13.6404796266,100.5821777949,Thailand,https://static.inaturalist.org/photos/107142935/medium.jpg,2019,11
2019-10-27,Chinese High-Fin Banded Shark,5.7377514657,102.4923882431,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/8984986/medium.jpeg,2019,10
2019-10-26,Shark Catfish,13.6960943529,100.55369033,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/30360875/medium.jpeg,2019,10
2019-10-17,White-Eyed Moray,8.7644960397,98.1951217049,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/257881062/medium.jpg,2019,10
2019-09-30,Moray,7.803351454,98.2987409458,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/185982166/medium.jpg,2019,9
2019-09-15,Common Moray,6.28775,99.7290416667,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/34935/medium.jpg,2019,9
2019-09-15,Snowflake Moray,6.28773,99.729225,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/84610411/medium.jpg,2019,9
2019-09-15,Tricolor Sharkminnow,6.343780717,99.7566768422,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,9
2019-09-15,Black Sharkminnow,6.2880083333,99.728845,Thailand,https://static.inaturalist.org/photos/244214259/medium.jpg,2019,9
2019-09-15,Iridescent Shark,6.2513129733,99.6074061882,Thailand,https://static.inaturalist.org/photos/107142935/medium.jpg,2019,9
2019-09-01,Iridescent Shark,13.7688430146,100.4796445446,Thailand,https://static.inaturalist.org/photos/107142935/medium.jpg,2019,9
2019-08-31,Shark Catfish,13.6203734889,100.516123853,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/30360875/medium.jpeg,2019,8
2019-08-21,Sharksucker,10.1259254677,99.8005268723,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/469526131/medium.jpg,2019,8
2019-08-10,Moray,12.6321132959,101.458619535,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/185982166/medium.jpg,2019,8
2019-07-16,Iridescent Shark,14.3578973256,100.4904329439,Thailand,https://static.inaturalist.org/photos/107142935/medium.jpg,2019,7
2019-07-15,Black Sharkminnow,14.8936108983,100.4056364793,Thailand,https://static.inaturalist.org/photos/244214259/medium.jpg,2019,7
2019-07-09,Giant Moray,7.7513543799,98.7692771687,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,7
2019-07-08,Giant Moray,7.9319605533,98.5757634058,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,7
2019-05-04,Snakemoray,7.4246481,98.8893369,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/28518220/medium.jpg,2019,5
2019-04-25,Giant Moray,7.4338781,98.8980981,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,4
2019-04-23,Giant Moray,7.42932,98.8955411,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/247871410/medium.jpg,2019,4
2019-02-23,Tricolor Sharkminnow,5.5646373066,100.2704087935,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Tricolor Sharkminnow,5.5535508137,100.3813191409,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Tricolor Sharkminnow,5.5223963559,100.2891411722,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Tricolor Sharkminnow,5.5498883624,100.2515766968,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Tricolor Sharkminnow,5.5641885362,100.3717791905,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Tricolor Sharkminnow,5.5352743393,100.2461610713,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg,2019,2
2019-02-23,Shark Catfish,13.7762449722,100.456556,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/30360875/medium.jpeg,2019,2
2019-02-23,Shark Catfish,5.5894915054,100.3261145621,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/30360875/medium.jpeg,2019,2
2020-12-29,Snowflake Moray,7.604721059,98.3777123006,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/84610411/medium.jpg,2020,12
2020-12-28,Zebra Moray,7.8288498928,98.2921316719,Thailand,https://inaturalist-open-data.s3.amazonaws.com/photos/73521761/medium.jpg,2020,12
