year,date,scientific_name,common_name,latitude,longitude
2016,2016-12-31,Amphiprion clarkii,Clark's Anemonefish,1.4491888891,125.2226078668
2016,2016-12-31,Hippocampus histrix,Spiny Seahorse,1.4548230476,125.0740575434
2016,2016-12-31,Hippocampus bargibanti,Pygmy Seahorse,-0.8148500357,131.0464073048
2016,2016-12-31,Atherinidae,Old World Silversides,1.4125659,103.9577334
2016,2016-12-31,Heniochus singularius,Singular Bannerfish,-8.526181,115.575694
2016,2016-12-31,Acanthurus lineatus,Striped Surgeonfish,-8.526181,115.575694
2016,2016-12-31,Aulostomus chinensis,Pacific Trumpetfish,-8.526181,115.575694
2016,2016-12-31,Centropyge vrolikii,Pearlscale Angelfish,-8.526181,115.575694
2016,2016-12-31,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.526181,115.575694
2016,2016-12-31,Fistularia commersonii,Blue-spotted Cornetfish,-8.526181,115.575694
2016,2016-12-31,Mulloidichthys vanicolensis,Yellowfin Goatfish,-8.526181,115.575694
2016,2016-12-31,Acanthurus leucosternon,Powder Blue Tang,-8.526181,115.575694
2016,2016-12-31,Gnathodentex aureolineatus,Striped Large-eye Bream,-8.526181,115.575694
2016,2016-12-31,Plectorhinchus vittatus,Oriental Sweetlips,-8.526181,115.575694
2016,2016-12-31,Centropyge bispinosa,Coral Beauty,-8.526181,115.575694
2016,2016-12-31,Chaetodon kleinii,Blacklip Butterflyfish,-8.526181,115.575694
2016,2016-12-31,Plectorhinchus lineatus,Oblique-banded Sweetlips,-8.526181,115.575694
2016,2016-12-31,Acanthurus pyroferus,Mimic Surgeonfish,-8.526181,115.575694
2016,2016-12-31,Centropyge bicolor,Bicolor Angelfish,-8.526181,115.575694
2016,2016-12-31,Cantherhines dumerilii,Barred Filefish,-8.526181,115.575694
2016,2016-12-31,Scorpaenopsis oxycephala,Smallscale Scorpionfish,-8.526181,115.575694
2016,2016-12-31,Chaetodon ornatissimus,Ornate Butterflyfish,-8.526181,115.575694
2016,2016-12-31,Chaetodon trifascialis,Chevron Butterflyfish,-8.5102390013,115.544969678
2016,2016-12-31,Diodon hystrix,Spotted Porcupinefish,-8.526181,115.575694
2016,2016-12-31,Oxyeleotris marmorata,Marbled Goby,1.4125659,103.9577334
2016,2016-12-31,Chaetodon lineolatus,Lined Butterflyfish,-8.527327,115.575118
2016,2016-12-31,Pterocaesio tile,Neon Fusilier,-8.527327,115.575118
2016,2016-12-31,Caesio teres,Blue-and-yellow Fusilier,-8.527327,115.575118
2016,2016-12-31,Scorpaenopsis oxycephala,Smallscale Scorpionfish,-8.527327,115.575118
2016,2016-12-31,Scarus spinus,Greensnout Parrotfish,-8.527327,115.575118
2016,2016-12-31,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.527327,115.575118
2016,2016-12-31,Chromis scotochiloptera,Philippine Chromis,-8.527327,115.575118
2016,2016-12-31,Mulloidichthys vanicolensis,Yellowfin Goatfish,-8.527327,115.575118
