year,month,date,scientific_name,common_name,latitude,longitude
2025,4,2025-04-30,Carassius gibelio,Prussian Carp,13.6565783333,100.4499666667
2025,4,2025-04-30,Pangasianodon hypophthalmus,Iridescent Shark,13.7927905889,100.4223392019
2025,4,2025-04-30,Scolopsis vosmeri,Whitecheek Monocle Bream,7.9511312904,98.4485100218
2025,4,2025-04-30,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9283535404,98.5612256774
2025,4,2025-04-30,Scarus quoyi,Greenblotch Parrotfish,8.1237108141,98.537283152
2025,4,2025-04-30,Istiblennius dussumieri,Dussumier's Rockskipper,9.4521333333,100.0398
2025,4,2025-04-30,Siganus guttatus,Golden Rabbitfish,10.5076547067,103.5649378225
2025,4,2025-04-30,Channa striata,Striped Snakehead,13.7286639194,100.5533055083
2025,4,2025-04-30,Osphronemus goramy,Giant Gourami,13.5952166667,100.5016466667
2025,4,2025-04-30,Oreochromis niloticus,Nile Tilapia,13.7285889997,100.55333
2025,4,2025-04-30,Neopomacentrus cyanomos,Regal Demoiselle,11.9332876314,102.3559372071
2025,4,2025-04-30,Xiphophorus maculatus,Southern Platyfish,13.5950666667,100.5047216667
2025,4,2025-04-30,Pangasius macronema,,16.531275,104.7307722222
2025,4,2025-04-30,Labeo chrysophekadion,Black Sharkminnow,16.5312833333,104.730725
2025,4,2025-04-30,Scaphognathops bandanensis,,16.5953227775,104.717536091
2025,4,2025-04-30,Monacanthus chinensis,Fanbelly Leatherjacket,9.5803802906,99.9542660639
2025,4,2025-04-30,Actinopterygii,Ray-finned Fishes,9.5803802906,99.9542660639
2025,4,2025-04-30,Pangasianodon gigas,Mekong Giant Catfish,16.5993099974,104.7646386196
2025,4,2025-04-30,Blennioidei,Blennies,9.5803802906,99.9542660639
2025,4,2025-04-30,Hemibagrus wyckioides,Asian Redtail Catfish,16.5317361111,104.7305416667
2025,4,2025-04-30,Phalacronotus bleekeri,Bleeker's Sheatfish,16.5317361111,104.7305416667
2025,4,2025-04-30,Cosmochilus harmandi,,16.5317361111,104.7305416667
2025,4,2025-04-30,Chitala ornata,Clown Knifefish,16.5317361111,104.7305416667
2025,4,2025-04-30,Hemibagrus wyckioides,Asian Redtail Catfish,16.53135,104.7306555556
2025,4,2025-04-30,Valenciennea muralis,Mural Glidergoby,11.6214394944,102.542710416
2025,4,2025-04-30,Amblygobius stethophthalmus,Freckled Goby,11.6215160123,102.5426738709
2025,4,2025-04-30,Ptereleotris microlepis,Pearly Dartfish,11.6215015626,102.5424908102
2025,4,2025-04-30,Gerres oyena,Blacktip Silverbiddy,11.6215225804,102.5426959991
2025,4,2025-04-30,Siganus guttatus,Golden Rabbitfish,11.6216605095,102.542585358
2025,4,2025-04-30,Thalassoma lunare,Moon Wrasse,11.6216818557,102.5425602123
2025,4,2025-04-30,Ptereleotris microlepis,Pearly Dartfish,11.6216756161,102.5424676761
2025,4,2025-04-30,Chaetodon octofasciatus,Eightband Butterflyfish,11.6217183084,102.5425283611
2025,4,2025-04-30,Pomacentrus,,11.621722906,102.5424489006
2025,4,2025-04-30,Halichoeres annularis,Pacific Dusky Wrasse,11.6216503291,102.5423731282
2025,4,2025-04-30,Scarus ghobban,Blue-barred Parrotfish,11.6217866161,102.5424294546
2025,4,2025-04-30,Pomacentridae,Damselfishes,11.6216795569,102.5424938276
2025,4,2025-04-30,Labroides dimidiatus,Bluestreak Cleaner Wrasse,11.6216795569,102.5424938276
2025,4,2025-04-30,Actinopterygii,Ray-finned Fishes,11.6218306221,102.5423489884
2025,4,2025-04-30,Siganus guttatus,Golden Rabbitfish,11.6214677371,102.5422953442
2025,4,2025-04-30,Siganus virgatus,Doublebar Rabbitfish,11.6217350569,102.542257458
2025,4,2025-04-30,Scolopsis margaritifera,Pearly Monocle Bream,11.6215570627,102.5423258543
2025,4,2025-04-30,Siganus corallinus,Coral Rabbitfish,11.6215954858,102.54217498
2025,4,2025-04-30,Scarus ghobban,Blue-barred Parrotfish,11.6215137135,102.5422266126
2025,4,2025-04-30,Scarus rivulatus,Surf Parrotfish,11.621572826,102.5422289595
2025,4,2025-04-30,Scarus rivulatus,Surf Parrotfish,11.6216043527,102.5420844555
2025,4,2025-04-30,Sphyraena,Barracudas,11.6216733172,102.54196845
2025,4,2025-04-30,Lutjanus carponotatus,Spanish Flag Snapper,11.6217192936,102.5423271954
2025,4,2025-04-30,Scarus,,11.6216900658,102.5421917439
2025,4,2025-04-30,Pomacentridae,Damselfishes,11.6218440866,102.5422155485
2025,4,2025-04-30,Pomacentridae,Damselfishes,11.6218782404,102.5421830267
2025,4,2025-04-30,Halichoeres chloropterus,Pastel-green Wrasse,11.6216122343,102.5420291349
2025,4,2025-04-30,Lutjanus russellii,Moses' Snapper,11.6214936809,102.5419704616
2025,4,2025-04-30,Scolopsis ciliata,Whitestreak Monocle Bream,11.6214102666,102.5420298055
2025,4,2025-04-30,Scolopsis bilineata,Bridled Monocle Bream,11.6216716752,102.541892007
2025,4,2025-04-30,Siganus guttatus,Golden Rabbitfish,11.6216352225,102.5419459864
2025,4,2025-04-30,Scarus ghobban,Blue-barred Parrotfish,11.6216375213,102.5419352576
2025,4,2025-04-30,Scarus rivulatus,Surf Parrotfish,11.621621758,102.541911453
2025,4,2025-04-30,Sphyraena,Barracudas,11.6218325925,102.5419838727
2025,4,2025-04-30,Scolopsis ciliata,Whitestreak Monocle Bream,11.621819128,102.5418524444
2025,4,2025-04-30,Caesio,,11.6219012286,102.5417035818
2025,4,2025-04-30,Scarus rivulatus,Surf Parrotfish,11.6215859621,102.5418869779
2025,4,2025-04-30,Pomacentridae,Damselfishes,11.6216999179,102.5417753309
2025,4,2025-04-30,Siganus javus,Java Rabbitfish,11.6220447404,102.5417666137
2025,4,2025-04-30,Scarus rivulatus,Surf Parrotfish,11.6218608351,102.5418202579
2025,4,2025-04-30,Caesio caerulaurea,Scissor-tailed Fusilier,11.6221557403,102.5417240337
2025,4,2025-04-30,Scarinae,Parrotfishes,11.6216500007,102.5420432165
2025,4,2025-04-30,Dascyllus trimaculatus,Three-spot Dascyllus,11.6212237336,102.5420442224
2025,4,2025-04-30,Amphiprion perideraion,Pink Skunk Anemonefish,11.6212237336,102.5420442224
2025,4,2025-04-30,Pomacentridae,Damselfishes,11.6212398254,102.5420455635
