date,scientific_name,common_name,latitude,longitude
2019-12-31,Triaenodon obesus,Whitetip Reef Shark,5.8887784337,119.5348537551
2019-12-31,Taeniura lymma,Bluespotted Fantail Ray,4.5958254,118.8643398
2019-12-31,Triaenodon obesus,Whitetip Reef Shark,4.2638033513,118.7497932313
2019-12-31,Alopias pelagicus,Pelagic Thresher Shark,4.0430739123,118.7047755821
2019-12-30,Taeniura lymma,Bluespotted Fantail Ray,4.2726759432,118.7837620328
2019-12-30,Stegostoma tigrinum,Zebra Shark,4.1282667409,118.61534112
2019-12-28,Sphyrna lewini,Scalloped Hammerhead,1.5494803746,103.7978522514
2019-12-28,Rhynchobatus,Wedgefishes,1.566556962,103.7915890378
2019-12-28,Rhynchobatus australiae,Whitespotted Guitarfish,1.4804135594,103.7216688653
2019-12-28,Carcharhinus sorrah,Spot-tail Shark,1.5439506233,103.7222408682
2019-12-28,Hemigaleus microstoma,Sicklefin Weasel Shark,1.4362243989,103.6700262371
2019-12-28,Neotrygon caeruleopunctata,Bluespotted Maskray,-8.518933,115.509475
2019-12-28,Atelomycterus marmoratus,Coral catshark,-8.5198065822,115.5785579366
2019-12-27,Neotrygon caeruleopunctata,Bluespotted Maskray,-8.337999,115.660066
2019-12-27,Triaenodon obesus,Whitetip Reef Shark,4.2552474871,118.6921666999
2019-12-26,Neotrygon orientale,Oriental Bluespotted Maskray,4.8663714139,119.0814905291
2019-12-26,Mobula alfredi,Reef Manta Ray,-8.4600580298,119.6397139126
2019-12-26,Hemiscyllium halmahera,Halmahera epaulette shark,0.8569063724,127.2052120107
2019-12-26,Carcharhinus melanopterus,Blacktip Reef Shark,-8.4158808208,119.4882488545
2019-12-26,Triaenodon obesus,Whitetip Reef Shark,-8.566667,115.583333
2019-12-25,Rhincodon typus,Whale Shark,-10.4104856841,105.6607653198
2019-12-25,Rhincodon typus,Whale Shark,-10.592632431,105.5704040442
2019-12-25,Taeniura lymma,Bluespotted Fantail Ray,-8.4962631079,119.7567501816
2019-12-24,Neotrygon caeruleopunctata,Bluespotted Maskray,-8.274202,115.593037
2019-12-23,Carcharhinus amblyrhynchos,Grey Reef Shark,4.1070547187,118.7694956969
2019-12-22,Neotrygon orientale,Oriental Bluespotted Maskray,4.579359981,118.9173844635
2019-12-21,Neotrygon australiae,Australian Bluespotted Maskray,-8.6604590326,115.8615453465
2019-12-20,Sphyrna lewini,Scalloped Hammerhead,5.9051094932,118.1333392858
2019-12-20,Carcharhinus,Typical Requiem Sharks,5.9596334094,118.0172040799
2019-12-20,Aetobatus ocellatus,White-spotted Eagle Ray,5.8387434,118.12154
2019-12-20,Carcharhinus melanopterus,Blacktip Reef Shark,5.9852416264,118.133948205
2019-12-19,Taeniura lymma,Bluespotted Fantail Ray,-8.728099,115.906885
2019-12-17,Taeniura lymma,Bluespotted Fantail Ray,4.5958254,118.8643398
2019-12-16,Rhincodon typus,Whale Shark,-10.5221845625,105.7001768542
2019-12-16,Carcharhinus,Typical Requiem Sharks,1.492659,103.7413591
2019-12-16,Rhynchobatus australiae,Whitespotted Guitarfish,1.4395010055,103.722514041
2019-12-15,Pateobatis jenkinsii,Jenkins' Whipray,-8.718619,115.913446
2019-12-11,Taeniura lymma,Bluespotted Fantail Ray,4.5958254,118.8643398
2019-12-09,Carcharhinus sorrah,Spot-tail Shark,1.5389967997,103.7014211167
2019-12-07,Rhinobatos penggali,Indonesian Shovelnose Ray,-5.4885888628,104.6939480743
2019-12-07,Batoidea,Rays,-5.5000171661,104.6205062866
2019-12-07,Neotrygon caeruleopunctata,Bluespotted Maskray,-5.5000286102,104.6205215454
2019-12-02,Sphyrna lewini,Scalloped Hammerhead,1.5584322587,103.7098603982
2019-12-02,Rhynchobatus australiae,Whitespotted Guitarfish,1.4695414444,103.6791670436
2019-12-02,Carcharhiniformes,Ground Sharks,1.492659,103.7413591
2019-12-02,Rhynchobatinae,Wedgefishes,1.492659,103.7413591
2019-12-02,Rhynchobatus springeri,Broadnose Wedgefish,1.4224433182,103.7391639452
2019-12-02,Carcharhiniformes,Ground Sharks,1.492659,103.7413591
2019-11-29,Hemiscyllium freycineti,Indonesian Speckled Carpetshark,-2.3558725004,130.4508651831
2019-11-29,Brevitrygon heterura,Dwarf whipray,5.23299012,100.182478557
2019-11-29,Mobula birostris,Oceanic Manta Ray,-2.3697930529,130.7133569215
2019-11-28,Hemiscyllium freycineti,Indonesian Speckled Carpetshark,-2.2107967345,130.5125193711
2019-11-26,Taeniura lymma,Bluespotted Fantail Ray,-0.427924108,130.5614242884
2019-11-26,Carcharhinus amblyrhynchos,Grey Reef Shark,-2.31267086,130.4558754782
2019-11-26,Eucrossorhinus dasypogon,Tasselled Wobbegong,-0.454678733,130.3232097237
2019-11-26,Eucrossorhinus dasypogon,Tasselled Wobbegong,-0.6357064073,130.3643914037
2019-11-25,Mobula alfredi,Reef Manta Ray,-0.4917548476,130.5992039724
2019-11-25,Eucrossorhinus dasypogon,Tasselled Wobbegong,-0.5725005033,130.4338403157
2019-11-24,Carcharhinus melanopterus,Blacktip Reef Shark,0.050742637,130.0043979716
2019-11-23,Plesiobatis daviesi,Giant Stingaree,4.5762588,118.9489446
2019-11-22,Mobula alfredi,Reef Manta Ray,-0.515594206,130.5427708025
2019-11-19,Taeniura lymma,Bluespotted Fantail Ray,-2.2177467941,130.5292950042
2019-11-19,Carcharhinus sorrah,Spot-tail Shark,1.4811743647,103.6746974976
2019-11-19,Rhynchobatus australiae,Whitespotted Guitarfish,1.4882672075,103.6529804167
2019-11-19,Rhynchobatus springeri,Broadnose Wedgefish,1.4756143286,103.7297138521
2019-11-19,Rhinidae,Wedgefishes,1.492659,103.7413591
2019-11-19,Carcharhinus sorrah,Spot-tail Shark,1.4535812676,103.7986894733
2019-11-19,Hemigaleus microstoma,Sicklefin Weasel Shark,1.5060157192,103.7692177987
2019-11-19,Carcharhinus sealei,Blackspot Shark,1.464538485,103.6888277071
2019-11-18,Neotrygon orientale,Oriental Bluespotted Maskray,1.4785987055,125.2352819592
2019-11-18,Carcharhinus sorrah,Spot-tail Shark,1.4389646255,103.7134877647
2019-11-18,Carcharhinus sorrah,Spot-tail Shark,1.4264527575,103.7820546718
2019-11-18,Loxodon macrorhinus,Sliteye Shark,1.492659,103.7413591
2019-11-18,Hemigaleus microstoma,Sicklefin Weasel Shark,1.4868661413,103.6217451957
2019-11-18,Carcharhinus sealei,Blackspot Shark,1.5533903318,103.6545933007
2019-11-14,Carcharhinus macloti,Hardnose Shark,-8.0370094216,110.4358311055
2019-11-14,Alopias pelagicus,Pelagic Thresher Shark,-8.1455106784,110.4312024579
2019-11-14,Mustelus,Smooth-Hounds,-8.1692990712,110.4759023666
2019-11-14,Dasyatinae,Common Whiptail Stingrays,-8.0703963236,110.5090392482
2019-11-14,Neotrygon annotata,Plain Maskray,-8.0181734022,110.4172693803
2019-11-13,Taeniura lymma,Bluespotted Fantail Ray,-0.3819836205,130.9822885033
2019-11-13,Neotrygon orientale,Oriental Bluespotted Maskray,1.4704002318,125.2355726436
2019-11-12,Rhizoprionodon oligolinx,Grey Sharpnose Shark,-6.9627135369,110.4343158785
2019-11-12,Sphyrna lewini,Scalloped Hammerhead,-4.7197680924,130.1221369087
2019-11-12,Atelomycterus marmoratus,Coral catshark,4.5648162463,118.9028542794
2019-11-11,Carcharhinus,Typical Requiem Sharks,1.492659,103.7413591
2019-11-11,Rhynchobatus springeri,Broadnose Wedgefish,1.5499626974,103.7733767158
2019-11-11,Rhynchobatus australiae,Whitespotted Guitarfish,1.4995550352,103.6266237439
2019-11-11,Pastinachus ater,Broad Cowtail Stingray,1.4862850177,125.3138171248
2019-11-10,Pateobatis uarnacoides,Whitenose whipray,-6.8244855097,110.4192513747
2019-11-10,Selachii,Sharks,1.2582458131,103.82042896
2019-11-09,Rhina ancylostomus,Bowmouth Guitarfish,-8.3529219758,115.4087851125
2019-11-06,Taeniura lymma,Bluespotted Fantail Ray,-8.5509720864,119.6789084251
2019-11-06,Himantura uarnak,Reticulate Whipray,-8.522896961,119.6635971932
2019-11-06,Eucrossorhinus dasypogon,Tasselled Wobbegong,0.1964589439,131.5816698591
2019-11-06,Mobula alfredi,Reef Manta Ray,-8.8290771944,115.4918884818
2019-11-06,Rhynchobatus australiae,Whitespotted Guitarfish,1.553078143,103.7384025448
2019-11-06,Carcharhinus sorrah,Spot-tail Shark,1.4753951874,103.7425398048
2019-11-05,Carcharhinus melanopterus,Blacktip Reef Shark,-0.4410812172,130.6447058851
2019-11-04,Maculabatis gerrardi,Whitespotted Whipray,2.4844292857,111.2784769638
2019-11-02,Mobula alfredi,Reef Manta Ray,-8.5677785582,119.509207564
2019-11-01,Rhynchobatus springeri,Broadnose Wedgefish,1.457637345,103.7150110182
