year,month,date,scientific_name,common_name,latitude,longitude
2023,8,2023-08-31,Monocentridae,Pinecone Fishes,13.7457159052,100.5352149144
2023,8,2023-08-31,Channa striata,Striped Snakehead,13.7836217878,100.6860580442
2023,8,2023-08-30,Sphyraena barracuda,Great Barracuda,12.9224416667,100.79017
2023,8,2023-08-30,Pteroinae,Lionfishes,7.8036633333,98.40798
2023,8,2023-08-30,Cyprinus rubrofuscus,Amur Carp,13.8661154052,100.7015886159
2023,8,2023-08-29,Pisodonophis,,12.6098277778,102.1104305556
2023,8,2023-08-29,Parapocryptes serperaster,,12.6100222222,102.1104222222
2023,8,2023-08-29,Oreochromis mossambicus,Mozambique Tilapia,12.6100527778,102.1105027778
2023,8,2023-08-29,Clarias macrocephalus,Broadhead Catfish,12.7688417389,102.0404913896
2023,8,2023-08-29,Zenarchopteridae,Viviparous Halfbeaks,8.9016107454,99.012892507
2023,8,2023-08-29,Siganus guttatus,Golden Rabbitfish,12.6100225,102.11042
2023,8,2023-08-28,Amphiprion perideraion,Pink Skunk Anemonefish,10.0956092577,99.8403958976
2023,8,2023-08-28,Turrum fulvoguttatum,Yellow Spotted Trevally,10.0956092577,99.8403958976
2023,8,2023-08-28,Parastromateus niger,Black Pomfret,12.4541166667,102.2267683333
2023,8,2023-08-28,Pseudorhombus,,9.6457575513,98.4700009813
2023,8,2023-08-28,Protonibea diacanthus,Black-spotted Croaker,9.6471114248,98.4713742685
2023,8,2023-08-28,Polydactylus sextarius,Blackspot threadfin,9.6488514011,98.4809875331
2023,8,2023-08-28,Clarias gariepinus,Sharptooth Catfish,12.7731527778,101.3261888889
2023,8,2023-08-28,Mystus mysticetus,Mystic Mystus,12.7731638889,101.3262
2023,8,2023-08-28,Diodon liturosus,Blackblotched Porcupinefish,12.88607,100.87797
2023,8,2023-08-28,Oryzias dancena,Indian Ricefish,12.669176,101.240913
2023,8,2023-08-28,Periophthalmodon schlosseri,Giant Mudskipper,12.669176,101.240913
2023,8,2023-08-28,Esomus metallicus,Striped Flying Barb,12.7731636111,101.3262022222
2023,8,2023-08-28,Zenarchopterus gilli,Shortnose River Garfish,12.6704832,101.2379936
2023,8,2023-08-28,Sarotherodon melanotheron,Blackchin Tilapia,12.6704832,101.2379936
2023,8,2023-08-27,Clarias gariepinus,Sharptooth Catfish,13.7580633333,100.6180883333
2023,8,2023-08-27,Cyprinus rubrofuscus,Amur Carp,13.7222747803,100.5237884521
2023,8,2023-08-27,Actinopterygii,Ray-finned Fishes,13.5329325497,100.4367284941
2023,8,2023-08-27,Oxudercinae,Mudskippers,13.5329325497,100.4367284941
2023,8,2023-08-26,Monopterus javanensis,Sunda Swamp Eel,18.517819335,98.949547112
2023,8,2023-08-26,Pomacentridae,Damselfishes,12.5610302189,101.4558382728
2023,8,2023-08-26,Cyprinidae,Cyprinids,18.2971526614,99.4821280348
2023,8,2023-08-26,Cyprinidae,Cyprinids,18.2971153617,99.4821106005
2023,8,2023-08-26,Channa striata,Striped Snakehead,13.7352599547,100.5305654928
2023,8,2023-08-26,Pomacentridae,Damselfishes,12.5609778587,101.4558597304
2023,8,2023-08-26,Toxotes chatareus,Spotted Archerfish,13.7766200183,100.5319082737
2023,8,2023-08-26,Percoidei,"Perches, groupers and allies",12.561109291,101.4559777476
2023,8,2023-08-26,Cephalopholis boenak,Chocolate Grouper,12.5610464588,101.4560099341
2023,8,2023-08-26,Actinopterygii,Ray-finned Fishes,12.5610569308,101.4559777476
2023,8,2023-08-26,Chaetodon octofasciatus,Eightband Butterflyfish,12.561109291,101.4559455611
2023,8,2023-08-26,Macrognathus siamensis,Peacock Eel,11.6324969305,104.9948207662
2023,8,2023-08-26,Monopterus,,11.6324969305,104.9948207662
2023,8,2023-08-26,Chaetodon octofasciatus,Eightband Butterflyfish,12.5609464426,101.4557953574
2023,8,2023-08-26,Mugilidae,Mullets,12.5607273872,101.4562001824
2023,8,2023-08-26,Stegastes lacrymatus,Jewel Damsel,12.5609898429,101.4560027048
2023,8,2023-08-25,Hampala macrolepidota,Hampala Barb,18.2939997955,99.5032606646
2023,8,2023-08-25,Channa micropeltes,Giant Snakehead,13.6879776274,100.6607263908
2023,8,2023-08-25,Poropuntius deauratus,,14.4999918394,101.0101796292
2023,8,2023-08-25,Oreochromis niloticus,Nile Tilapia,13.8255699121,100.6162217794
2023,8,2023-08-25,Oreochromis niloticus,Nile Tilapia,13.7480466667,100.50177
2023,8,2023-08-25,Hemirhamphodon pogonognathus,Forest Halfbeak,6.0738096857,101.965196273
2023,8,2023-08-25,Channa lucius,Forest Snakehead,6.0700916667,101.9677972222
2023,8,2023-08-25,Actinopterygii,Ray-finned Fishes,7.2148954685,100.5956585073
2023,8,2023-08-25,Arothron mappa,Map Puffer,5.90031,102.760135
2023,8,2023-08-24,Pseudocrenilabrinae,African Cichlids,7.8800366667,98.3554083333
2023,8,2023-08-24,Cyprinus rubrofuscus,Amur Carp,13.6899578769,100.6626666337
2023,8,2023-08-24,Epinephelus fasciatus,Blacktip Grouper,7.3246048463,101.8980677721
2023,8,2023-08-24,Arothron nigropunctatus,Blackspotted Puffer,7.3244345857,101.8980677721
2023,8,2023-08-24,Lutjanus fulviflamma,Blackspot Snapper,7.324264325,101.8977244493
2023,8,2023-08-24,Pomacanthus xanthometopon,Blueface Angelfish,7.3244345857,101.8977244493
2023,8,2023-08-24,Platax teira,Longfin Batfish,7.324264325,101.8978961107
2023,8,2023-08-24,Coradion chrysozonus,Orangebanded Coralfish,7.3235832816,101.8978961107
2023,8,2023-08-24,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,13.0450815013,100.0873661353
2023,8,2023-08-24,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,13.0512606504,100.093750224
2023,8,2023-08-24,Cyprinus rubrofuscus,Amur Carp,8.1693295995,98.2952483744
2023,8,2023-08-24,Chaetodon bennetti,Eclipse Butterflyfish,7.3235832816,101.8977244493
2023,8,2023-08-24,Trachinotus baillonii,Smallspotted Dart,7.324264325,101.8982394335
2023,8,2023-08-24,Zanclus cornutus,Moorish Idol,7.324264325,101.8972094652
2023,8,2023-08-24,Amphiprion perideraion,Pink Skunk Anemonefish,7.3240940642,101.8982394335
2023,8,2023-08-24,Synodus variegatus,Variegated Lizardfish,7.3247751068,101.8980677721
2023,8,2023-08-24,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.3246048463,101.8973811266
2023,8,2023-08-24,Halichoeres hortulanus,Checkerboard Wrasse,7.3235832816,101.8977244493
2023,8,2023-08-24,Arothron mappa,Map Puffer,7.3244345857,101.8980677721
2023,8,2023-08-24,Lutjanus argentimaculatus,Mangrove Red Snapper,7.3239238034,101.8982394335
2023,8,2023-08-24,Ctenochaetus striatus,Lined Bristletooth,7.3232427595,101.8972094652
2023,8,2023-08-24,Dascyllus reticulatus,Reticulated Damselfish,7.3240940642,101.8978961107
2023,8,2023-08-24,Sphyraena qenie,Blackfin Barracuda,7.3237535425,101.8978961107
2023,8,2023-08-24,Sphyraena jello,Pickhandle Barracuda,7.324264325,101.8980677721
2023,8,2023-08-24,Pomacanthus imperator,Emperor Angelfish,7.3230724984,101.8977244493
2023,8,2023-08-23,Hippocampus,Seahorses,13.2849105239,100.9247183483
2023,8,2023-08-23,Trachinotus baillonii,Smallspotted Dart,5.783614,103.0162106
2023,8,2023-08-23,Oreochromis mossambicus,Mozambique Tilapia,8.1693769153,98.2954541502
2023,8,2023-08-23,Caesio caerulaurea,Scissor-tailed Fusilier,5.783614,103.0162106
2023,8,2023-08-23,Ilisha,,13.332803643,100.3558222221
2023,8,2023-08-23,Abudefduf sexfasciatus,Scissortail Sergeant,5.7735533333,103.0349416667
2023,8,2023-08-23,Siganus javus,Java Rabbitfish,7.3240940642,101.8980677721
2023,8,2023-08-23,Caranx sexfasciatus,Bigeye Trevally,7.3247751068,101.897552788
2023,8,2023-08-23,Arothron stellatus,Starry Puffer,5.910512,102.708684
2023,8,2023-08-22,Mystus,,14.9846576091,100.4219588265
2023,8,2023-08-22,Ablennes hians,Flat Needlefish,12.8299083333,101.3448305556
2023,8,2023-08-22,Flavocaranx bajad,Orange-spotted Trevally,7.3244345857,101.8987544176
2023,8,2023-08-22,Heniochus singularius,Singular Bannerfish,7.3240940642,101.8984110948
2023,8,2023-08-22,Amblyglyphidodon leucogaster,Whitebelly Damsel,7.324264325,101.8978961107
2023,8,2023-08-22,Bolbometopon muricatum,Bumphead Parrotfish,7.2341696719,101.9372182972
2023,8,2023-08-22,Caranx ignobilis,Giant Trevally,7.3244345857,101.8984110948
2023,8,2023-08-22,Priacanthus hamrur,Crescent-tail Bigeye,7.3240940642,101.8982394335
2023,8,2023-08-22,Priacanthus hamrur,Crescent-tail Bigeye,7.3244345857,101.8984110948
