date,scientific_name,common_name,latitude,longitude
2022-12-27,Stenella longirostris,Spinner Dolphin,-8.1590163253,115.0228512109
2022-12-15,Stenella longirostris,Spinner Dolphin,-8.1730246416,114.9068920875
2022-11-28,Tursiops truncatus,Common Bottlenose Dolphin,-0.80063,130.57803
2022-11-28,Tursiops,Bottlenose Dolphins,-0.7562,130.612296
2022-11-27,Tursiops,Bottlenose Dolphins,-0.442099,130.745341
2022-11-20,Balaenoptera musculus,Blue Whale,-1.0900631117,127.6626137707
2022-11-20,Ziphius cavirostris,Cuvier's Beaked Whale,-7.7341736695,125.8349593141
2022-11-17,Lagenodelphis hosei,Fraser's Dolphin,-8.0752474769,119.9391795948
2022-11-17,Balaenoptera musculus,Blue Whale,-1.1890239573,127.7887637183
2022-11-17,Peponocephala electra,Melon-headed Whale,-1.0635429889,127.5250161328
2022-11-15,Ziphius cavirostris,Cuvier's Beaked Whale,-8.123875903,119.9735903149
2022-11-12,Stenella longirostris,Spinner Dolphin,-10.463055635,105.6437571055
2022-11-11,Delphininae,Long-nosed Dolphins,-7.2125775969,120.7376695247
2022-11-09,Grampus griseus,Risso's Dolphin,-7.8489219559,123.1504660738
2022-11-09,Grampus griseus,Risso's Dolphin,-7.8489219559,123.1504660738
2022-11-08,Stenella longirostris,Spinner Dolphin,-8.5042305556,125.7384722222
2022-11-06,Stenella attenuata,Pantropical Spotted Dolphin,2.382135433,120.0745020436
2022-11-04,Peponocephala electra,Melon-headed Whale,-7.9468610013,127.3472434176
2022-11-04,Peponocephala electra,Melon-headed Whale,-7.9468610013,127.3472434176
2022-11-02,Stenella longirostris,Spinner Dolphin,-7.5177004609,129.0756217189
2022-10-30,Stenella attenuata,Pantropical Spotted Dolphin,-8.3146601277,117.7490599081
2022-10-22,Balaenoptera musculus,Blue Whale,-5.6202018559,129.0264443986
2022-10-21,Balaenoptera musculus,Blue Whale,-2.7287781764,130.8606868277
2022-10-21,Delphinidae,Oceanic Dolphins,-2.4334972222,130.8474055556
2022-10-20,Grampus griseus,Risso's Dolphin,-7.1505033,128.6320086
2022-10-20,Grampus griseus,Risso's Dolphin,-8.000757223,127.5333283776
2022-10-20,Globicephala macrorhynchus,Short-finned Pilot Whale,-7.1505033,128.6320086
2022-10-19,Stenella longirostris,Spinner Dolphin,-8.2,127.6833333
2022-10-19,Globicephala macrorhynchus,Short-finned Pilot Whale,-8.2,127.6833333
2022-10-19,Stenella attenuata,Pantropical Spotted Dolphin,-7.782444077,125.7879114045
2022-10-18,Stenella attenuata,Pantropical Spotted Dolphin,-7.8559061242,127.0172252182
2022-10-18,Feresa attenuata,Pygmy Killer Whale,-7.8559061242,127.0172252182
2022-10-17,Globicephala macrorhynchus,Short-finned Pilot Whale,-4.6559666667,134.2894055556
2022-10-17,Tursiops truncatus,Common Bottlenose Dolphin,-4.656017,134.289325
2022-10-17,Lagenodelphis hosei,Fraser's Dolphin,-4.6594583333,134.2909527778
2022-10-17,Tursiops,Bottlenose Dolphins,-0.6765112955,131.0254159713
2022-10-17,Stenella longirostris,Spinner Dolphin,-4.759415,134.583805
2022-10-14,Balaenoptera brydei,Bryde's Whale,-7.2828527778,137.1941805556
2022-09-30,Stenella longirostris,Spinner Dolphin,-0.3463541812,131.8943691706
2022-09-29,Balaenoptera musculus,Blue Whale,-3.5048178737,132.1026478236
2022-09-28,Balaenoptera edeni,Eden's Whale,-3.9775733488,134.1709784798
2022-09-27,Globicephala macrorhynchus,Short-finned Pilot Whale,-6.1399523458,131.8641881162
2022-09-22,Delphinidae,Oceanic Dolphins,-0.5091409383,130.7678604122
2022-09-22,Delphinidae,Oceanic Dolphins,-0.5091409383,130.7678604122
2022-09-22,Delphinidae,Oceanic Dolphins,-0.5091409383,130.7678604122
2022-09-18,Pseudorca crassidens,False Killer Whale,-2.3474686413,130.4580526273
2022-09-17,Delphininae,Long-nosed Dolphins,-0.5684336584,130.7839283884
2022-08-18,Globicephalinae,Pilot Whales and allies,4.1877499611,118.6305692231
2022-08-12,Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,1.2583209,103.8205147
2022-08-07,Sousa sahulensis,Australian Humpback Dolphin,-0.5225129513,130.7622781766
2022-07-10,Sousa chinensis,Indo-Pacific Humpback Dolphin,5.4269386003,100.2207127594
2022-07-09,Orcaella brevirostris,Irrawaddy Dolphin,1.6106970348,110.3042034958
2022-05-07,Delphinidae,Oceanic Dolphins,-8.5267866667,119.586205
2022-05-06,Orcinus orca,Orca,-2.2500407659,130.519336862
2022-05-01,Balaenopteridae,Rorquals,-1.2725661583,122.8368887097
2022-04-23,Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,3.0795448797,106.203824468
2022-04-21,Stenella longirostris,Spinner Dolphin,4.595087277,118.861436355
2022-04-12,Globicephala,Pilot Whales,-0.5647539572,130.516314865
2022-04-11,Tursiops truncatus,Common Bottlenose Dolphin,-0.5647539572,130.516314865
2022-04-04,Stenella longirostris,Spinner Dolphin,4.5954942895,118.8644215133
2022-01-09,Delphininae,Long-nosed Dolphins,-8.6172354019,125.1777621754
