year,date,scientific_name,common_name,latitude,longitude
2016,2016-12-31,Fistularia commersonii,Blue-spotted Cornetfish,6.484045,99.3334283333
2016,2016-12-30,Scarus quoyi,Greenblotch Parrotfish,7.7629966667,98.760925
2016,2016-12-29,Heniochus acuminatus,Longfin Bannerfish,8.626429,98.19676
2016,2016-12-29,Pempheris oualensis,Copper Sweeper,8.6279285972,98.2086185315
2016,2016-12-29,Lutjanus fulviflamma,Blackspot Snapper,8.6384881032,98.2150032755
2016,2016-12-29,Diploprion bifasciatus,Barred Soapfish,8.6486176374,98.1970435889
2016,2016-12-29,Lutjanus lutjanus,Bigeye Snapper,8.6317483698,98.1898346346
2016,2016-12-29,Plotosus lineatus,Striped Eel Catfish,8.638644,98.196763
2016,2016-12-29,Cichlidae,Cichlids,13.7563309,100.5017651
2016,2016-12-28,Laiphognathus multimaculatus,Manyspot Blenny,10.959952601,103.056784029
2016,2016-12-28,Amphiprion ephippium,Red Saddleback Anemonefish,9.364385,98.02208
2016,2016-12-27,Epinephelus coeruleopunctatus,Whitespotted Grouper,9.0781117106,97.8126525879
2016,2016-12-27,Halichoeres hortulanus,Checkerboard Wrasse,9.0782812218,97.8123092651
2016,2016-12-27,Sargocentron caudimaculatum,Tailspot Squirrelfish,9.0571764701,97.8126525879
2016,2016-12-27,Apolemichthys xanthurus,Yellowtail Angelfish,9.064296284,97.8171157837
2016,2016-12-27,Chaetodon meyeri,Meyer's Butterflyfish,9.0588716767,97.8140258789
2016,2016-12-26,Aeoliscus strigatus,Jointed Razorfish,6.9432124924,99.4677955296
2016,2016-12-26,Amphiprion ocellaris,Ocellaris Anemonefish,6.8301707,99.5353647
2016,2016-12-26,Siganus javus,Java Rabbitfish,6.8301707,99.5353647
2016,2016-12-26,Scolopsis,Monocle Breams,6.8301707,99.5353647
2016,2016-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,6.8301707,99.5353647
2016,2016-12-26,Dischistodus perspicillatus,White Damsel,6.8301707,99.5353647
2016,2016-12-26,Pomacentrus,,6.8301707,99.5353647
2016,2016-12-26,Acanthurus leucosternon,Powder Blue Tang,6.8301707,99.5353647
2016,2016-12-26,Neopomacentrus,,6.8301707,99.5353647
2016,2016-12-26,Siganus javus,Java Rabbitfish,6.8301707,99.5353647
2016,2016-12-26,Chaetodon collare,Red-tailed Butterflyfish,6.8301707,99.5353647
2016,2016-12-26,Siganus canaliculatus,White-spotted Rabbitfish,6.8301707,99.5353647
2016,2016-12-25,Pethia ticto,Ticto Barb,19.755885,101.9962713889
2016,2016-12-25,Gymnothorax javanicus,Giant Moray,8.5936624106,97.6391671986
2016,2016-12-25,Pterois volitans,Common Lionfish,8.5937688788,97.6389606685
2016,2016-12-25,Osphronemus goramy,Giant Gourami,17.809281,102.746101
2016,2016-12-25,Cichla,Peacock Basses,17.809281,102.746101
2016,2016-12-25,Atractosteus spatula,Alligator Gar,17.809281,102.746101
2016,2016-12-25,Pangasianodon,,17.809281,102.746101
2016,2016-12-25,Mastacembelus erythrotaenia,Fire Eel,17.828966549,102.6258203282
2016,2016-12-25,Channa,Asian Snakeheads,17.809281,102.746101
2016,2016-12-25,Cyprininae,Typical Carps,17.809281,102.746101
2016,2016-12-25,Chitala,,17.809281,102.746101
2016,2016-12-25,Catlocarpio siamensis,Giant Barb,17.9570780076,102.7803567223
2016,2016-12-25,Scleropages,Asia-Pacific Arowanas,17.809281,102.746101
2016,2016-12-25,Datnioides,,17.809281,102.746101
2016,2016-12-25,Gymnothorax javanicus,Giant Moray,17.809281,102.746101
2016,2016-12-25,Platax,Spadefishes,17.809281,102.746101
2016,2016-12-25,Gerreidae,Mojarras,17.809281,102.746101
2016,2016-12-25,Sargocentron,,17.809281,102.746101
2016,2016-12-25,Pteroinae,Lionfishes,17.809281,102.746101
2016,2016-12-25,Amphiprion,Anemonefishes,17.809281,102.746101
2016,2016-12-25,Amphiprion annamensis,Northern Saddleback Anemonefish,17.809281,102.746101
2016,2016-12-25,Amphiprion ocellaris,Ocellaris Anemonefish,17.809281,102.746101
2016,2016-12-25,Epinephelus,,17.809281,102.746101
2016,2016-12-25,Barbonymus schwanefeldii,Tinfoil Barb,17.809281,102.746101
2016,2016-12-25,Siganus canaliculatus,White-spotted Rabbitfish,6.8301707,99.5353647
2016,2016-12-25,Scolopsis margaritifera,Pearly Monocle Bream,6.8301707,99.5353647
2016,2016-12-25,Amphiprion sebae,Sebae Anemonefish,6.8301707,99.5353647
2016,2016-12-25,Trachinotus baillonii,Smallspotted Dart,6.8301707,99.5353647
2016,2016-12-25,Epinephelus quoyanus,Longfin Rockcod,6.8301707,99.5353647
2016,2016-12-25,Amphiprion ocellaris,Ocellaris Anemonefish,6.5401527,99.2951916
2016,2016-12-25,Thalassoma lunare,Moon Wrasse,6.8301707,99.5353647
2016,2016-12-25,Neopomacentrus,,6.8301707,99.5353647
