year,month,date,scientific_name,common_name,latitude,longitude
2023,5,2023-05-31,Striuntius lateristriga,Spanner Barb,6.325105018,100.9223852619
2023,5,2023-05-31,Cephalopholis formosa,Bluelined Rockcod,9.4777554432,100.0688603223
2023,5,2023-05-31,Carangidae,Jacks,9.4776689822,100.0683976412
2023,5,2023-05-31,Platax orbicularis,Round Batfish,5.794468,102.892378
2023,5,2023-05-31,Osphronemus goramy,Giant Gourami,13.2130283333,101.0639195
2023,5,2023-05-31,Naso lituratus,Pacific Orange-spine Unicornfish,5.7950980363,102.9008562609
2023,5,2023-05-31,Poecilia reticulata,Guppy,14.717991899,101.4466571901
2023,5,2023-05-30,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9704504678,98.7327193537
2023,5,2023-05-30,Thalassoma lunare,Moon Wrasse,7.9149606241,98.6939748532
2023,5,2023-05-30,Abudefduf bengalensis,Bengal Sergeant,8.0037322659,98.7799956277
2023,5,2023-05-30,Chaetodon octofasciatus,Eightband Butterflyfish,7.8684362766,98.6242803342
2023,5,2023-05-30,Echeneis naucrates,Sharksucker,7.8813595095,98.6853917844
2023,5,2023-05-30,Heniochus singularius,Singular Bannerfish,7.8929220601,98.6294301755
2023,5,2023-05-30,Diodon liturosus,Blackblotched Porcupinefish,7.8919018481,98.6507161862
2023,5,2023-05-30,Cephalopholis formosa,Bluelined Rockcod,7.8945569933,98.6737188108
2023,5,2023-05-30,Ostracion,,7.9452895553,98.697064758
2023,5,2023-05-30,Ostracion cubicum,Yellow Boxfish,7.9463096351,98.669255615
2023,5,2023-05-30,Arothron mappa,Map Puffer,7.9232872248,98.6685689694
2023,5,2023-05-30,Trachyrhamphus bicoarctatus,Bentstick Pipefish,7.8394657515,98.7073254334
2023,5,2023-05-30,Trachyrhamphus bicoarctatus,Bentstick Pipefish,7.845247651,98.6877560364
2023,5,2023-05-30,Zanclus cornutus,Moorish Idol,7.9122437849,98.7038922059
2023,5,2023-05-30,Gymnothorax javanicus,Giant Moray,7.8840183092,98.6877560364
2023,5,2023-05-30,Cheilodipterus macrodon,Tiger Cardinalfish,7.8830947502,98.6901592957
2023,5,2023-05-29,Zenarchopterus buffonis,Northern River Garfish,6.31699995,99.792548
2023,5,2023-05-29,Platax teira,Longfin Batfish,10.1267347881,99.8301520977
2023,5,2023-05-29,Pangasianodon hypophthalmus,Iridescent Shark,13.6265144175,100.4171088893
2023,5,2023-05-29,Pangasianodon hypophthalmus,Iridescent Shark,13.6722319497,100.4795509497
2023,5,2023-05-29,Dichotomyctere nigroviridis,Green Spotted Puffer,6.216105,99.826255
2023,5,2023-05-29,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,12.597925,100.9498883333
2023,5,2023-05-29,Epinephelus,,6.2211966667,99.8303833333
2023,5,2023-05-29,Lutjanus fulviflamma,Blackspot Snapper,6.2210783333,99.8307883333
2023,5,2023-05-28,Channa limbata,,13.1039375,102.1943125
