scientific_name,common_name,image_url
Cheilopogon abei,Abe's Flyingfish,https://static.inaturalist.org/photos/265172576/medium.jpeg
Cheilopogon spilonotopterus,Stained Flyingfish,https://static.inaturalist.org/photos/28924351/medium.jpg
Sebastapistes strongia,Barchin scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/1691839/medium.jpg
Ptereleotris uroditaenia,Flagtail Dartgoby,https://static.inaturalist.org/photos/461014218/medium.jpg
Scorpaenodes,Scorpaenodes,https://inaturalist-open-data.s3.amazonaws.com/photos/24981050/medium.jpg
Phoxocampus kampeni,Phoxocampus kampeni,https://inaturalist-open-data.s3.amazonaws.com/photos/256373094/medium.jpg
Halicampus,Halicampus,https://inaturalist-open-data.s3.amazonaws.com/photos/345536/medium.jpg
Halicampus grayi,Mud Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/2419905/medium.jpg
Cypselurus poecilopterus,Yellow-wing Flyingfish,https://inaturalist-open-data.s3.amazonaws.com/photos/212033881/medium.jpg
Ecsenius,Ecsenius,https://inaturalist-open-data.s3.amazonaws.com/photos/48227/medium.jpg
Ecsenius stigmatura,Tailspot Blenny,https://inaturalist-open-data.s3.amazonaws.com/photos/256460791/medium.jpg
Lubricogobius,Lubricogobius,https://inaturalist-open-data.s3.amazonaws.com/photos/18828846/medium.jpg
Pterygoplichthys,Sailfin Catfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/452301961/medium.jpg
Halicampus nitidus,Glittering Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/50312447/medium.jpg
Decapterus,Decapterus,https://inaturalist-open-data.s3.amazonaws.com/photos/327572/medium.jpg
Acanthurus maculiceps,Spotted-face Surgeonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/38233918/medium.jpg
Abudefduf notatus,Yellowtail Sergeant,https://static.inaturalist.org/photos/5583769/medium.jpg
Stegastes,Gregories,https://inaturalist-open-data.s3.amazonaws.com/photos/146921054/medium.jpg
Plectroglyphidodon dickii,Blackbar Damselfish,https://inaturalist-open-data.s3.amazonaws.com/photos/43639463/medium.jpeg
Cheilopogon unicolor,Limpid-wing Flyingfish,https://static.inaturalist.org/photos/8112527/medium.jpg
Salarias ceramensis,Seram blenny,https://inaturalist-open-data.s3.amazonaws.com/photos/83867344/medium.jpg
Upeneus moluccensis,Goldband Goatfish,https://inaturalist-open-data.s3.amazonaws.com/photos/343663218/medium.jpg
Exocoetus,Two-wing flyingfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/356534814/medium.jpeg
Apogonichthyoides melas,Black Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/85529340/medium.jpg
Fistularia,Cornetfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/211699413/medium.jpg
Bolbometopon muricatum,Bumphead Parrotfish,https://inaturalist-open-data.s3.amazonaws.com/photos/709279/medium.jpg
Aploactininae,Velvetfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/218190/medium.jpg
Scombriformes,"Mackerels, Tunas, Butterfishes, and Allies",https://inaturalist-open-data.s3.amazonaws.com/photos/29909093/medium.jpg
Hippocampus angustus,Western Spiny Seahorse,https://inaturalist-open-data.s3.amazonaws.com/photos/42104659/medium.jpg
Trichiurus lepturus,Largehead Hairtail,https://inaturalist-open-data.s3.amazonaws.com/photos/101136838/medium.jpg
Synanceia,Synanceia,https://inaturalist-open-data.s3.amazonaws.com/photos/20201/medium.jpg
Periophthalmus gracilis,Slender Mudskipper,https://inaturalist-open-data.s3.amazonaws.com/photos/14166686/medium.jpeg
Dichotomyctere,Green Freshwater Pufferfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/5068283/medium.jpeg
Leiuranus versicolor,Convict snake eel,https://inaturalist-open-data.s3.amazonaws.com/photos/178549814/medium.jpg
Strongylura strongylura,Blackspot Longtom,https://inaturalist-open-data.s3.amazonaws.com/photos/6086892/medium.jpg
Danio margaritatus,Galaxy Rasbora,https://inaturalist-open-data.s3.amazonaws.com/photos/99042095/medium.jpg
Paracheirodon innesi,Neon Tetra,https://inaturalist-open-data.s3.amazonaws.com/photos/71484030/medium.jpg
Trigonostigma,Trigonostigma,https://inaturalist-open-data.s3.amazonaws.com/photos/76423910/medium.jpg
Betta splendens,Siamese Fighting Fish,https://static.inaturalist.org/photos/493887484/medium.jpg
Zu cristatus,Scalloped Ribbonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/80464689/medium.jpg
Uranoscopidae,Stargazers,https://inaturalist-open-data.s3.amazonaws.com/photos/254703040/medium.jpeg
Pteropterus paucispinula,Eastern Mombasa Lionfish,https://static.inaturalist.org/photos/59057364/medium.jpeg
Paramonacanthus pusillus,Sinhalese Leatherjacket,https://static.inaturalist.org/photos/76674053/medium.jpeg
Paramonacanthus japonicus,Japanese leatherjacket,https://inaturalist-open-data.s3.amazonaws.com/photos/80377428/medium.jpg
Thunnus albacares,Yellowfin Tuna,https://inaturalist-open-data.s3.amazonaws.com/photos/207078977/medium.jpg
Glossogobius,Flathead Gobies,https://inaturalist-open-data.s3.amazonaws.com/photos/1163884/medium.JPG
Sphaeramia orbicularis,Orbicular Cardinalfish,https://static.inaturalist.org/photos/59057029/medium.jpeg
Pteropterus radiatus,Clearfin Lionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/3848251/medium.jpg
Lentipes palawanirufus,Lentipes palawanirufus,https://inaturalist-open-data.s3.amazonaws.com/photos/426830554/medium.jpeg
Rhinogobius estrellae,Rhinogobius estrellae,https://static.inaturalist.org/photos/242158069/medium.jpeg
Dermogenys palawanensis,Dermogenys palawanensis,https://inaturalist-open-data.s3.amazonaws.com/photos/471724050/medium.jpg
Epibulus,Epibulus,https://inaturalist-open-data.s3.amazonaws.com/photos/11975409/medium.jpeg
Centrogenys vaigiensis,False Scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/260022806/medium.jpeg
Sardinella tawilis,Freshwater Sardinella,https://inaturalist-open-data.s3.amazonaws.com/photos/57432647/medium.jpeg
Clarias batrachus,Walking Catfish,https://inaturalist-open-data.s3.amazonaws.com/photos/184997852/medium.jpeg
Epinephelus lanceolatus,Giant Grouper,https://inaturalist-open-data.s3.amazonaws.com/photos/11975452/medium.jpeg
Heterotilapia buettikoferi,Zebra Tilapia,https://inaturalist-open-data.s3.amazonaws.com/photos/4868436/medium.jpeg
Piaractus brachypomus,Red-bellied Pacu,https://inaturalist-open-data.s3.amazonaws.com/photos/220284652/medium.jpg
Trimma rubromaculatum,red-spotted dwarfgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/454820258/medium.jpg
Amphelikturus,Amphelikturus,https://inaturalist-open-data.s3.amazonaws.com/photos/216809518/medium.jpg
Calloplesiops,Calloplesiops,https://inaturalist-open-data.s3.amazonaws.com/photos/152800/medium.jpg
Cantherhines cerinus,Waxy Filefish,https://inaturalist-open-data.s3.amazonaws.com/photos/87249886/medium.jpeg
Calotomus carolinus,Star-eye Parrotfish,https://inaturalist-open-data.s3.amazonaws.com/photos/1374643/medium.jpg
Apogonichthyoides sialis,Twinbar Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/192827769/medium.jpg
Gobiodon,Gobiodon,https://inaturalist-open-data.s3.amazonaws.com/photos/217450/medium.jpg
Encrasicholina heteroloba,Shorthead Anchovy,https://inaturalist-open-data.s3.amazonaws.com/photos/58170428/medium.jpg
Atherinomorus endrachtensis,Endracht Hardyhead,https://inaturalist-open-data.s3.amazonaws.com/photos/1422493/medium.jpg
Sphyraena forsteri,Bigeye Barracuda,https://inaturalist-open-data.s3.amazonaws.com/photos/706219/medium.jpg
Sebastapistes mauritiana,Spineblotch Scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/485376799/medium.jpg
Parioglossus,Parioglossus,https://inaturalist-open-data.s3.amazonaws.com/photos/112968873/medium.jpg
Ostorhinchus neotes,Mini Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/98494163/medium.jpg
Lethrinus genivittatus,Threadfin Emperor,https://inaturalist-open-data.s3.amazonaws.com/photos/7432026/medium.jpg
Pentapodus setosus,Butterfly whiptail,https://static.inaturalist.org/photos/59057508/medium.jpeg
Upeneichthys,Upeneichthys,https://inaturalist-open-data.s3.amazonaws.com/photos/1496529/medium.jpg
Nectamia savayensis,Samoan cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/201118355/medium.jpeg
Grallenia,Grallenia,https://inaturalist-open-data.s3.amazonaws.com/photos/348389856/medium.jpg
Pentapodus paradiseus,Paradise Threadfin Bream,https://static.inaturalist.org/photos/113787496/medium.jpg
Paragobiodon melanosoma,Black Coralgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/18100574/medium.jpg
Trimma hoesei,Forktail Pygmygoby,https://inaturalist-open-data.s3.amazonaws.com/photos/67978626/medium.jpg
Herklotsichthys quadrimaculatus,Goldspot Herring,https://inaturalist-open-data.s3.amazonaws.com/photos/323320230/medium.jpg
Selar crumenophthalmus,Bigeye Scad,https://inaturalist-open-data.s3.amazonaws.com/photos/89918827/medium.jpg
Trichopodus trichopterus,Three Spot Gourami,https://static.inaturalist.org/photos/215211215/medium.jpg
Anabas testudineus,Climbing Perch,https://inaturalist-open-data.s3.amazonaws.com/photos/52464343/medium.jpg
Ptereleotris heteroptera,Spottail Dartfish,https://inaturalist-open-data.s3.amazonaws.com/photos/714601/medium.jpg
Haemulidae,Grunts,https://inaturalist-open-data.s3.amazonaws.com/photos/101930/medium.jpg
Cymbacephalus nematophthalmus,Fringe-eye Flathead,https://inaturalist-open-data.s3.amazonaws.com/photos/10940396/medium.jpeg
Gymnothorax monochrous,Drab Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/12685163/medium.jpg
Ostracion nasus,Shortnose Boxfish,https://inaturalist-open-data.s3.amazonaws.com/photos/6103818/medium.jpg
Nectamia bandanensis,Banda Cardinalfish,https://static.inaturalist.org/photos/59057600/medium.jpeg
Coris dorsomacula,Pale-barred Coris,https://inaturalist-open-data.s3.amazonaws.com/photos/5812616/medium.jpg
Anampses caeruleopunctatus,Bluespotted Wrasse,https://inaturalist-open-data.s3.amazonaws.com/photos/254202819/medium.jpg
Bregmaceros,Bregmaceros,https://inaturalist-open-data.s3.amazonaws.com/photos/468581557/medium.jpg
Equulites,Equulites,https://inaturalist-open-data.s3.amazonaws.com/photos/44277117/medium.jpeg
Periophthalmus,Periophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/192966485/medium.jpg
Scarus globiceps,Violetline Parrotfish,https://inaturalist-open-data.s3.amazonaws.com/photos/198594898/medium.jpg
Perciformes,"Perches, Scorpionfishes, Sticklebacks, and Allies",https://static.inaturalist.org/photos/29368079/medium.jpg
Chascanopsetta prorigera,Longjaw Flounder,https://inaturalist-open-data.s3.amazonaws.com/photos/153906852/medium.jpeg
Lobulogobius morrigu,Eyebar Coralgoby,https://static.inaturalist.org/photos/15589737/medium.jpg
Cheilininae,Maori wrasses and allies,https://inaturalist-open-data.s3.amazonaws.com/photos/353129205/medium.jpg
Dipterygonotus balteatus,Mottled Fusilier,https://inaturalist-open-data.s3.amazonaws.com/photos/144834812/medium.jpeg
Phractocephalus hemioliopterus,Redtail Catfish,https://inaturalist-open-data.s3.amazonaws.com/photos/517126638/medium.jpg
Oreochromis mossambicus,Mozambique Tilapia,https://inaturalist-open-data.s3.amazonaws.com/photos/27229755/medium.jpg
Spratelloides delicatulus,Blueback Sprat,https://inaturalist-open-data.s3.amazonaws.com/photos/315502576/medium.jpg
Cichlinae,South and Central American Cichlids,https://inaturalist-open-data.s3.amazonaws.com/photos/11372203/medium.jpg
Amphilophus,Amphilophus,https://inaturalist-open-data.s3.amazonaws.com/photos/58071997/medium.jpeg
Parachromis managuensis,Jaguar Guapote,https://inaturalist-open-data.s3.amazonaws.com/photos/352480597/medium.jpg
Doboatherina duodecimalis,Doboatherina duodecimalis,https://inaturalist-open-data.s3.amazonaws.com/photos/457890342/medium.jpg
Apogon,Apogon,https://inaturalist-open-data.s3.amazonaws.com/photos/50598/medium.jpg
Myripristis,Soldier Fishes,https://inaturalist-open-data.s3.amazonaws.com/photos/2920655/medium.jpg
Acanthurus auranticavus,Orange-socket Surgeonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/29626520/medium.jpg
Macolor niger,Black-and-white Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/190509570/medium.jpg
Anomalops katoptron,Twofin Flashlightfish,https://inaturalist-open-data.s3.amazonaws.com/photos/504120/medium.jpg
Atherinidae,Old World Silversides,https://inaturalist-open-data.s3.amazonaws.com/photos/50502773/medium.jpeg
Centriscidae,Snipefishes and Shrimpfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/129917977/medium.jpeg
Serrasalmidae,"Piranhas, Pacus, and Silver Dollars",https://inaturalist-open-data.s3.amazonaws.com/photos/407416254/medium.jpg
Fibramia thermalis,Sangi Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/257634968/medium.jpg
Chanos chanos,Milkfish,https://inaturalist-open-data.s3.amazonaws.com/photos/124520494/medium.jpeg
Exyrias,Exyrias,https://inaturalist-open-data.s3.amazonaws.com/photos/336635/medium.jpg
Atherinomorus vaigiensis,Common Hardyhead,https://inaturalist-open-data.s3.amazonaws.com/photos/10620739/medium.jpg
Sardinops,Sardines,https://inaturalist-open-data.s3.amazonaws.com/photos/11424146/medium.jpg
Gazza minuta,Toothed Ponyfish,https://inaturalist-open-data.s3.amazonaws.com/photos/377750988/medium.jpeg
Monopterus albus,Asian Swamp Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/2799198/medium.jpg
Scorpaenopsis neglecta,Yellowfin Scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/336196/medium.jpg
Muraenesox,Muraenesox,https://inaturalist-open-data.s3.amazonaws.com/photos/51392167/medium.jpg
Taeniamia,Taeniamia,https://static.inaturalist.org/photos/5877067/medium.jpg
Lutjanus bengalensis,Bengal Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/258677479/medium.jpg
Istiblennius,Rockskippers,https://inaturalist-open-data.s3.amazonaws.com/photos/70907/medium.jpg
Chelidoperca,Chelidoperca,https://inaturalist-open-data.s3.amazonaws.com/photos/351914550/medium.jpg
Paragobiodon lacunicola,Blackfin Coral Goby,https://static.inaturalist.org/photos/29344462/medium.jpg
Leiognathus equula,Common Ponyfish,https://inaturalist-open-data.s3.amazonaws.com/photos/15710406/medium.jpg
Blenniella interrupta,Dashed-line Blenny,https://inaturalist-open-data.s3.amazonaws.com/photos/278026487/medium.jpg
Gymnothorax margaritophorus,Blotch-necked Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/244778685/medium.jpeg
Antennarius multiocellatus,Longlure Frogfish,https://inaturalist-open-data.s3.amazonaws.com/photos/30928362/medium.jpg
Gymnothorax pseudoherrei,False Brown Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/51194853/medium.jpeg
Valenciennea strigata,Bluestreak Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/6434027/medium.jpeg
Scorpaena,Scorpaena,https://static.inaturalist.org/photos/121065072/medium.jpg
Petroscirtes lupus,Brown Sabretooth Blenny,https://static.inaturalist.org/photos/40948415/medium.jpg
Cosmocampus banneri,Rough-ridge Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/41044062/medium.jpeg
Priacanthus sagittarius,Arrowfin Bigeye,https://inaturalist-open-data.s3.amazonaws.com/photos/59006251/medium.jpeg
Eviota imitata,Mimic dwarfgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/59006296/medium.jpeg
Anguilliformes,True Eels,https://inaturalist-open-data.s3.amazonaws.com/photos/185982166/medium.jpg
Rogadius pristiger,Thorny Flathead,https://inaturalist-open-data.s3.amazonaws.com/photos/223150/medium.jpg
Parascorpaena mossambica,Mozambique scorpionfish,https://static.inaturalist.org/photos/207547135/medium.jpeg
Ferdauia ferdau,Barred Trevally,https://inaturalist-open-data.s3.amazonaws.com/photos/55208123/medium.jpg
Scorpaenodes hirsutus,Hairy Scorpionfish,https://inaturalist-open-data.s3.amazonaws.com/photos/49035575/medium.jpeg
Labroides pectoralis,Breastspot Cleanerfish,https://inaturalist-open-data.s3.amazonaws.com/photos/254476225/medium.jpg
Carangichthys dinema,Shadow Trevally,https://inaturalist-open-data.s3.amazonaws.com/photos/162231924/medium.jpeg
Toxotes,Archerfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/234819/medium.jpg
Monotaxis,Monotaxis,https://inaturalist-open-data.s3.amazonaws.com/photos/252426328/medium.jpg
Spratelloides gracilis,Slender Sprat,https://inaturalist-open-data.s3.amazonaws.com/photos/176882437/medium.jpeg
Tetraodontiformes,Puffers and Filefishes,https://inaturalist-open-data.s3.amazonaws.com/photos/3844789/medium.jpg
Fistulariidae,Cornetfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/248338499/medium.jpg
Parapercis lineopunctata,Nosestripe Sandperch,https://inaturalist-open-data.s3.amazonaws.com/photos/60530367/medium.jpg
Micrognathus andersonii,Anderson's Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/180049/medium.jpg
Cryptocentrus,Cryptocentrus,https://inaturalist-open-data.s3.amazonaws.com/photos/311813/medium.jpg
Monacanthus ciliatus,Fringed Filefish,https://inaturalist-open-data.s3.amazonaws.com/photos/27155257/medium.jpg
Asterropteryx semipunctata,Starry Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/244487805/medium.jpg
Belonidae,Needlefishes,https://inaturalist-open-data.s3.amazonaws.com/photos/255871949/medium.jpg
Amphiprion polymnus,Saddleback Anemonefish,https://inaturalist-open-data.s3.amazonaws.com/photos/362795064/medium.jpg
Cookeolus japonicus,Longfin Bigeye,https://inaturalist-open-data.s3.amazonaws.com/photos/25457915/medium.jpg
Lutjanus sebae,Red Emperor Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/77724926/medium.jpg
Heteroconger enigmaticus,Dusky Garden Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/8381303/medium.jpg
Micrognathus micronotopterus,Tidepool Pipefish,https://inaturalist-open-data.s3.amazonaws.com/photos/82994542/medium.jpeg
Callionymus neptunius,Callionymus neptunius,https://inaturalist-open-data.s3.amazonaws.com/photos/175244963/medium.jpeg
Fusigobius maximus,Large Sandgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/359762422/medium.jpeg
Pseudamia gelatinosa,Gelatinous Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/19321107/medium.jpg
Priolepis kappa,Kappa Reefgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/255566693/medium.jpeg
Rogadius,Rogadius,https://inaturalist-open-data.s3.amazonaws.com/photos/905546/medium.jpg
Gobiodon ceramensis,Ceram Coralgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/175245182/medium.jpeg
Gunnellichthys pleurotaenia,Blacklined Wormfish,https://inaturalist-open-data.s3.amazonaws.com/photos/114513866/medium.jpg
Bathygobius,Bathygobius,https://inaturalist-open-data.s3.amazonaws.com/photos/205626547/medium.jpg
Lutjanus madras,Indian Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/59490370/medium.jpeg
Thysanophrys celebica,Celebes Flathead,https://inaturalist-open-data.s3.amazonaws.com/photos/72863642/medium.jpg
Fowleria vaiulae,Dwarf Cardinalfish,https://inaturalist-open-data.s3.amazonaws.com/photos/174543345/medium.jpeg
Siphamia corallicola,Coral Siphonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/12179398/medium.jpeg
Fowleria,Fowleria,https://inaturalist-open-data.s3.amazonaws.com/photos/6104306/medium.jpg
Fusigobius aureus,Goldspot Sandgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/391559983/medium.jpg
Lagocephalus,Pelagic Pufferfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/43476068/medium.jpeg
Hemiramphus far,Black-barred Halfbeak,https://static.inaturalist.org/photos/87077055/medium.jpg
Lobotes,Tripletails,https://inaturalist-open-data.s3.amazonaws.com/photos/138065/medium.jpg
Sillago aeolus,Oriental Trumpeter Whiting,https://inaturalist-open-data.s3.amazonaws.com/photos/1053507/medium.JPG
Acanthuriformes,"Butterflyfishes, Angelfishes, and Allies",https://inaturalist-open-data.s3.amazonaws.com/photos/6635721/medium.jpg
Aspidontus,Aspidontus,https://inaturalist-open-data.s3.amazonaws.com/photos/217764/medium.jpg
Gymnothorax taiwanensis,Taiwanese Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/255857845/medium.jpg
Ophichthus polyophthalmus,Many-eyed Snake Eel,https://static.inaturalist.org/photos/59057098/medium.jpeg
Symphorichthys spilurus,Sailfin Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/489720771/medium.jpg
Siganidae,Rabbitfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/253490360/medium.jpg
Alectis ciliaris,African Pompano,https://inaturalist-open-data.s3.amazonaws.com/photos/55208178/medium.jpg
Carangiformes,"Jacks, Flounders, Barracudas, and Allies",https://inaturalist-open-data.s3.amazonaws.com/photos/33570742/medium.jpeg
Trachyrhamphus,Trachyrhamphus,https://inaturalist-open-data.s3.amazonaws.com/photos/311036/medium.jpg
Ctenogobiops crocineus,Silverspot Shrimpgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/244487360/medium.jpg
Opistognathidae,Jawfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/173629583/medium.jpg
Gymnothorax polyuranodon,Freshwater Moray,https://inaturalist-open-data.s3.amazonaws.com/photos/42195902/medium.jpeg
Gambusia affinis,Western Mosquitofish,https://inaturalist-open-data.s3.amazonaws.com/photos/1190980/medium.jpg
Mene maculata,Razor Moonfish,https://inaturalist-open-data.s3.amazonaws.com/photos/464721119/medium.jpeg
Chrominae,Chromis and Humbugs,https://static.inaturalist.org/photos/16518121/medium.jpg
Rasbora,True Rasboras,https://inaturalist-open-data.s3.amazonaws.com/photos/34742777/medium.jpeg
Labiobarbus,Labiobarbus,https://inaturalist-open-data.s3.amazonaws.com/photos/90738715/medium.jpeg
Cosmocampus,Cosmocampus,https://inaturalist-open-data.s3.amazonaws.com/photos/170861110/medium.jpeg
Trachinotus,Pompanos,https://static.inaturalist.org/photos/2466212/medium.JPG
Ctenochaetus,Bristletooth Tangs,https://inaturalist-open-data.s3.amazonaws.com/photos/363161/medium.jpg
Discotrema,Discotrema,https://inaturalist-open-data.s3.amazonaws.com/photos/268409/medium.jpg
Sunagocia arenicola,Broadhead flathead,https://inaturalist-open-data.s3.amazonaws.com/photos/596473/medium.jpg
Priacanthus,Priacanthus,https://static.inaturalist.org/photos/115340292/medium.jpg
Clarias,Clarias,https://inaturalist-open-data.s3.amazonaws.com/photos/55577136/medium.jpeg
Chromileptes altivelis,Humpback Grouper,https://static.inaturalist.org/photos/32570578/medium.jpg
Seriolina nigrofasciata,Blackbanded Amberjack,https://inaturalist-open-data.s3.amazonaws.com/photos/64643031/medium.jpg
Oreochromis aureus,Blue Tilapia,https://static.inaturalist.org/photos/124426299/medium.jpg
Stiphodon atropurpureus,Blue Neon Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/52306041/medium.jpg
Sicyopterus longifilis,Sicyopterus longifilis,https://inaturalist-open-data.s3.amazonaws.com/photos/100096339/medium.jpeg
Rhynchorhamphus georgii,Duckbill Garfish,https://static.inaturalist.org/photos/483159267/medium.jpg
Xiphophorus hellerii,Green Swordtail,https://inaturalist-open-data.s3.amazonaws.com/photos/6784519/medium.jpeg
Nomorhamphus pectoralis,Nomorhamphus pectoralis,https://inaturalist-open-data.s3.amazonaws.com/photos/513283036/medium.jpg
Poeciliinae,Live-bearers,https://inaturalist-open-data.s3.amazonaws.com/photos/13765217/medium.jpg
Amatitlania nigrofasciata,Convict Cichlid,https://inaturalist-open-data.s3.amazonaws.com/photos/12466175/medium.jpg
Balantiocheilos melanopterus,Tricolor Sharkminnow,https://inaturalist-open-data.s3.amazonaws.com/photos/100160540/medium.jpg
Epalzeorhynchos bicolor,Red-tailed Black Shark,https://inaturalist-open-data.s3.amazonaws.com/photos/39794398/medium.jpeg
Giuris,Giuris,https://static.inaturalist.org/photos/135038559/medium.jpeg
Cyprinidae,Cyprinids,https://inaturalist-open-data.s3.amazonaws.com/photos/208072283/medium.jpeg
Stiphodon,Stiphodons,https://inaturalist-open-data.s3.amazonaws.com/photos/782344/medium.JPG
Sicyopus zosterophorus,Ornate Fish,https://static.inaturalist.org/photos/135606547/medium.jpeg
Cyprininae,Typical Carps,https://inaturalist-open-data.s3.amazonaws.com/photos/156268710/medium.jpg
Scartelaos histophorus,Bearded Mudskipper,https://inaturalist-open-data.s3.amazonaws.com/photos/14167080/medium.jpeg
Uropterygius oligospondylus,Few-vertebrae Snakemoray,https://static.inaturalist.org/photos/132777850/medium.jpg
Ephippidae,Spadefishes,https://inaturalist-open-data.s3.amazonaws.com/photos/19605648/medium.jpg
Betta,Betta Fishes,https://static.inaturalist.org/photos/493887484/medium.jpg
Pseudocrenilabrinae,African Cichlids,https://inaturalist-open-data.s3.amazonaws.com/photos/244574497/medium.jpg
Oncorhynchus nerka,Sockeye Salmon,https://static.inaturalist.org/photos/338958812/medium.jpg
Pterophyllum,Freshwater Angelfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/350647653/medium.jpg
Gambusia,Mosquitofishes,https://static.inaturalist.org/photos/660217/medium.JPG
Pangasiidae,Shark Catfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/30360875/medium.jpeg
Aphareus,Aphareus,https://inaturalist-open-data.s3.amazonaws.com/photos/1451587/medium.jpg
Istiophorus platypterus,Sailfish,https://inaturalist-open-data.s3.amazonaws.com/photos/152543/medium.jpg
Scomber,Scomber,https://inaturalist-open-data.s3.amazonaws.com/photos/188963/medium.jpg
Monopterus javanensis,Sunda Swamp Eel,https://inaturalist-open-data.s3.amazonaws.com/photos/4944267/medium.jpg
Etelinae,Etelinae,https://inaturalist-open-data.s3.amazonaws.com/photos/28343967/medium.jpg
Bramidae,Pomfrets,https://inaturalist-open-data.s3.amazonaws.com/photos/97477688/medium.jpg
Siokunichthys bentuviai,Siokunichthys bentuviai,https://static.inaturalist.org/photos/368803633/medium.jpg
Pegasus,Pegasus,https://static.inaturalist.org/photos/586710/medium.jpg
Taenioides purpurascens,Purple Eelgoby,https://inaturalist-open-data.s3.amazonaws.com/photos/9697578/medium.jpeg
Siganus vermiculatus,Maze Rabbitfish,https://inaturalist-open-data.s3.amazonaws.com/photos/65535896/medium.jpg
Sarotherodon melanotheron,Blackchin Tilapia,https://inaturalist-open-data.s3.amazonaws.com/photos/285227395/medium.jpg
Monodactylus kottelati,Kottelat's moony,https://static.inaturalist.org/photos/67991528/medium.jpeg
Rasbora argyrotaenia,Silver Rasbora,https://inaturalist-open-data.s3.amazonaws.com/photos/166104744/medium.jpeg
Siluridae,Sheatfishes,https://inaturalist-open-data.s3.amazonaws.com/photos/215734/medium.jpg
Ceratogarra cambodgiensis,Stonelapping Minnow,https://inaturalist-open-data.s3.amazonaws.com/photos/63436942/medium.jpg
Pandaka pygmaea,Dwarf Pygmy Goby,https://inaturalist-open-data.s3.amazonaws.com/photos/66040756/medium.jpeg
Velifer hypselopterus,Highfin Veilfin,https://inaturalist-open-data.s3.amazonaws.com/photos/510864573/medium.jpg
Thunnus,Bluefin and Yellowfin Tunas,https://inaturalist-open-data.s3.amazonaws.com/photos/49656229/medium.jpg
Scomberomorus commerson,Narrow-banded Spanish Mackerel,https://static.inaturalist.org/photos/218054568/medium.jpg
Amphilophus citrinellus × Vieja melanurus,Blood Parrot Cichlid,https://static.inaturalist.org/photos/94270780/medium.jpg
Trimma erdmanni,Trimma erdmanni,https://inaturalist-open-data.s3.amazonaws.com/photos/59021816/medium.jpeg
