year,date,scientific_name,common_name,latitude,longitude
2017,2017-12-29,Torinae,"Mahseers, Yellowfishes and Allies",14.4393349552,101.3722229004
2017,2017-12-29,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,13.1466183,100.0386422
2017,2017-12-28,Amphiprion ocellaris,Ocellaris Anemonefish,7.2148737921,99.0677452726
2017,2017-12-27,Cheilinus chlorourus,Floral Maori Wrasse,7.7388605239,98.3599287999
2017,2017-12-27,Parapercis hexophtalma,Spotted Sandperch,7.7533128531,98.3806604215
2017,2017-12-27,Balistoides viridescens,Titan Triggerfish,7.749746649,98.3750350011
2017,2017-12-27,Choerodon robustus,Robust Tuskfish,7.7374997611,98.355808927
2017,2017-12-26,Arothron stellatus,Starry Puffer,7.7524681363,98.3777815831
2017,2017-12-25,Caesio cuning,Yellowtail Fusilier,8.2747239667,98.4999754432
2017,2017-12-25,Toxotes,Archerfishes,7.9662823428,98.3906967479
2017,2017-12-25,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,8.0381088369,98.8165258036
2017,2017-12-24,Lutjanus biguttatus,Twospot Snapper,7.6162961062,98.7578650564
2017,2017-12-24,Gymnomuraena zebra,Zebra Moray,7.6378071927,98.7675545365
2017,2017-12-24,Upeneus tragula,Freckled Goatfish,7.6201390176,98.7764685228
2017,2017-12-24,Dascyllus trimaculatus,Three-spot Dascyllus,7.6128396498,98.7710430846
2017,2017-12-24,Channa limbata,,12.0433846542,99.6077979974
2017,2017-12-23,Amphiprion akallopisos,Skunk Anemonefish,7.6228261107,98.7737547979
2017,2017-12-23,Synodus variegatus,Variegated Lizardfish,7.6343499132,98.765617311
2017,2017-12-23,Gymnothorax flavimarginatus,Yellowmargin Moray,7.6147594637,98.7675548717
2017,2017-12-23,Amphiprion akallopisos,Skunk Anemonefish,7.5993957269,98.7760779262
2017,2017-12-22,Dendrochirus zebra,Zebra Lionfish,7.6335809604,98.7644508854
2017,2017-12-22,Arothron nigropunctatus,Blackspotted Puffer,7.6251313612,98.7660015374
2017,2017-12-22,Epinephelus fasciatus,Blacktip Grouper,7.6205205154,98.764449209
2017,2017-12-22,Arothron caeruleopunctatus,Bluespotted Puffer,7.6005489152,98.7838311866
2017,2017-12-21,Dischistodus perspicillatus,White Damsel,7.5894083884,98.7652304024
2017,2017-12-21,Parupeneus macronemus,Longbarbel Goatfish,7.6228261107,98.7718152255
2017,2017-12-21,Arothron nigropunctatus,Blackspotted Puffer,7.6562621525,98.7664900745
2017,2017-12-20,Dascyllus carneus,Indian Dascyllus,7.6562621525,98.7664900745
2017,2017-12-20,Pangasianodon hypophthalmus,Iridescent Shark,13.6300670551,100.429360128
2017,2017-12-20,Arothron stellatus,Starry Puffer,7.6562621525,98.7664900745
2017,2017-12-20,Arothron nigropunctatus,Blackspotted Puffer,7.6562621525,98.7664900745
2017,2017-12-20,Diodon liturosus,Blackblotched Porcupinefish,7.6562621525,98.7664900745
2017,2017-12-20,Myrichthys colubrinus,Banded Snake Eel,7.6097656699,98.7601905316
2017,2017-12-19,Arothron caeruleopunctatus,Bluespotted Puffer,7.6562621525,98.7664900745
2017,2017-12-19,Diodon hystrix,Spotted Porcupinefish,7.6562621525,98.7664900745
2017,2017-12-19,Pterois,,7.6562621525,98.7664900745
2017,2017-12-19,Pterois,,7.6562621525,98.7664900745
2017,2017-12-18,Neolissochilus,Lesser Mahseers,12.8732203251,101.7450672393
2017,2017-12-17,Scolopsis vosmeri,Whitecheek Monocle Bream,7.6351181999,98.7644545734
2017,2017-12-17,Ecsenius bicolor,Bicolor Blenny,7.6239799006,98.7714306638
2017,2017-12-17,Cirrhitichthys oxycephalus,Pixy Hawkfish,7.5709708172,98.7574804947
2017,2017-12-17,Cypselurus oligolepis,Largescale Flyingfish,8.588149,97.915306
2017,2017-12-17,Cypselurus oligolepis,Largescale Flyingfish,8.588149,97.915306
2017,2017-12-17,Exocoetidae,Flyingfishes,8.588149,97.915306
2017,2017-12-17,Cheilopogon abei,Abe's Flyingfish,8.588149,97.915306
2017,2017-12-17,Istiophoridae,Billfishes,8.588149,97.915306
