year,date,scientific_name,common_name,latitude,longitude
2018,2018-12-31,Periophthalmus,,7.5949866667,99.071275
2018,2018-12-28,Periophthalmus argentilineatus,Barred Mudskipper,13.6966938903,98.1115002855
2018,2018-12-28,Ostracion cubicum,Yellow Boxfish,7.9502472995,98.8069752898
2018,2018-12-27,Aplocheilus armatus,Whitespot,6.7446822701,100.0436940233
2018,2018-12-26,Plectorhinchus chaetodonoides,Harlequin Sweetlips,7.6431834661,98.7725903839
2018,2018-12-26,Amphiprion ocellaris,Ocellaris Anemonefish,7.6116888208,98.7784050778
2018,2018-12-26,Turrum fulvoguttatum,Yellow Spotted Trevally,7.6289735287,98.7698806822
2018,2018-12-26,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,6.4048633333,99.858605
2018,2018-12-25,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7459447778,98.3714589343
2018,2018-12-24,Oxudercinae,Mudskippers,8.2473294778,98.492482824
2018,2018-12-24,Balistoides viridescens,Titan Triggerfish,5.9029116667,102.741325
2018,2018-12-24,Aplocheilus armatus,Whitespot,7.2304748363,99.4001832387
2018,2018-12-23,Periophthalmus variabilis,Dusky-gilled Mudskipper,7.2296897421,99.4005349353
2018,2018-12-23,Barbonymus schwanefeldii,Tinfoil Barb,8.9078512336,98.5269522477
2018,2018-12-23,Trichopodus trichopterus,Three Spot Gourami,14.459610663,101.3751453154
2018,2018-12-23,Trichopodus trichopterus,Three Spot Gourami,14.459610663,101.3751453154
2018,2018-12-22,Platax teira,Longfin Batfish,9.3627778,98.0219444
2018,2018-12-21,Scorpaenopsis,Scorpionfishes,6.4920530591,99.3123305414
2018,2018-12-21,Gymnothorax javanicus,Giant Moray,6.4936882976,99.3122793222
2018,2018-12-21,Pterois miles,Indian Lionfish,6.486755,99.3032325
2018,2018-12-21,Hippocampus comes,Tiger Tail Seahorse,7.6307130829,98.6092376771
2018,2018-12-20,Actinopterygii,Ray-finned Fishes,6.4878041665,99.2807774727
2018,2018-12-20,Eurypegasus draconis,Dragon Seamoth,7.769457322,98.7883283785
2018,2018-12-18,Monopterus,,18.5552715915,98.5062797581
2018,2018-12-18,Monopterus javanensis,Sunda Swamp Eel,12.7987662,99.4542598
2018,2018-12-17,Scarus psittacus,Palenose Parrotfish,5.8097827892,100.2971690411
2018,2018-12-17,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,5.8116987211,100.2979146942
2018,2018-12-17,Ostracion cubicum,Yellow Boxfish,5.8120669634,100.2977001171
2018,2018-12-17,Epinephelus erythrurus,Cloudy Grouper,5.8102897922,100.2993845447
2018,2018-12-17,Amphiprion ocellaris,Ocellaris Anemonefish,5.8118341048,100.2983901052
2018,2018-12-16,Periophthalmus variabilis,Dusky-gilled Mudskipper,8.4021198504,98.510314058
2018,2018-12-16,Diploprion bifasciatus,Barred Soapfish,7.6143769638,98.7780164927
2018,2018-12-15,Periophthalmus chrysospilos,Gold-spotted Mudskipper,8.1193880902,98.5627852108
2018,2018-12-15,Scorpaenopsis,Scorpionfishes,9.0730140533,97.8141253703
2018,2018-12-15,Scorpaenopsis oxycephala,Smallscale Scorpionfish,7.6435685986,98.7694944441
2018,2018-12-15,Ostracion,,7.6347337244,98.7791809067
2018,2018-12-15,Cheilodipterus macrodon,Tiger Cardinalfish,7.6082309979,98.7780191749
2018,2018-12-15,Actinopterygii,Ray-finned Fishes,6.449879352,100.5026046374
2018,2018-12-14,Chaetodon andamanensis,Andaman Butterflyfish,7.5940192363,98.7756923586
2018,2018-12-14,Centropyge eibli,Eibl's Angelfish,7.6186023889,98.7753061205
2018,2018-12-14,Echidna nebulosa,Snowflake Moray,6.2736110687,99.7319412231
2018,2018-12-14,Hippocampus,Seahorses,6.2736110687,99.7319412231
2018,2018-12-14,Lethrinus,,9.2715998405,97.9992785157
2018,2018-12-14,Ostracion nasus,Shortnose Boxfish,7.6128383205,98.7640636414
2018,2018-12-14,Trachyrhamphus bicoarctatus,Bentstick Pipefish,7.6385748087,98.7706544995
2018,2018-12-13,Doryrhamphus janssi,Cleaner Pipefish,7.6224429533,98.7764681876
2018,2018-12-12,Solenostomus paradoxus,Ornate Ghostpipefish,7.613992802,98.7756930292
2018,2018-12-12,Sargocentron rubrum,Red Squirrelfish,7.6462512246,98.7741293013
2018,2018-12-12,Hippocampus comes,Tiger Tail Seahorse,7.6688531317,98.6946606255
2018,2018-12-11,Osteoglossum bicirrhosum,Silver Arowana,13.1066788759,103.1991176584
2018,2018-12-11,Scarus prasiognathos,Greencheek Parrotfish,7.6170647577,98.771818243
2018,2018-12-11,Mulloidichthys vanicolensis,Yellowfin Goatfish,7.6685323516,98.7861526385
2018,2018-12-11,Scolopsis monogramma,Rainbow Monocle Bream,7.648560004,98.7849899009
2018,2018-12-11,Ostracion meleagris,Spotted Boxfish,7.6070788272,98.760580793
2018,2018-12-11,Chaetodon trifasciatus,Indian Redfin Butterflyfish,7.6381919978,98.7714320049
