year,date,scientific_name,common_name,latitude,longitude
2015,2015-12-31,Sargocentron caudimaculatum,Tailspot Squirrelfish,-8.526181,115.575694
2015,2015-12-31,Ostracion meleagris,Spotted Boxfish,-8.526181,115.575694
2015,2015-12-31,Amphiprion clarkii,Clark's Anemonefish,-8.526181,115.575694
2015,2015-12-31,Scorpaenopsis oxycephala,Smallscale Scorpionfish,-8.526181,115.575694
2015,2015-12-31,Chaetodon rafflesii,Lattice Butterflyfish,-8.526181,115.575694
2015,2015-12-31,Acanthurus leucosternon,Powder Blue Tang,-8.526181,115.575694
2015,2015-12-31,Thalassoma amblycephalum,Blue-headed Wrasse,-8.526181,115.575694
2015,2015-12-31,Arothron nigropunctatus,Blackspotted Puffer,-8.526181,115.575694
2015,2015-12-31,Amphiprion clarkii,Clark's Anemonefish,-8.526181,115.575694
2015,2015-12-31,Acanthurus pyroferus,Mimic Surgeonfish,-8.526181,115.575694
2015,2015-12-31,Scorpaenopsis oxycephala,Smallscale Scorpionfish,-8.526181,115.575694
2015,2015-12-31,Balistoides viridescens,Titan Triggerfish,-8.526181,115.575694
2015,2015-12-31,Ctenochaetus striatus,Lined Bristletooth,-8.526181,115.575694
2015,2015-12-31,Cheilinus trilobatus,Tripletail Maori Wrasse,-8.526181,115.575694
2015,2015-12-31,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526181,115.575694
2015,2015-12-31,Chaetodon adiergastos,Panda Butterflyfish,-8.526181,115.575694
2015,2015-12-31,Amphiprion clarkii,Clark's Anemonefish,-8.2206807708,115.5907005864
2015,2015-12-31,Heterocongrinae,Garden Eels,-8.292015,115.61016
2015,2015-12-31,Osteochilus melanopleura,,0.247971,102.498077
2015,2015-12-31,Osteochilus melanopleura,,0.2455196182,102.4965374839
2015,2015-12-31,Diodon hystrix,Spotted Porcupinefish,-8.527327,115.575118
2015,2015-12-31,Dendrochirus zebra,Zebra Lionfish,-8.527327,115.575118
2015,2015-12-31,Heniochus monoceros,Masked Bannerfish,-8.527327,115.575118
2015,2015-12-31,Canthigaster valentini,Blacksaddle Toby,-8.527327,115.575118
2015,2015-12-31,Chromis ternatensis,Ternate Chromis,-8.527327,115.575118
2015,2015-12-31,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.527327,115.575118
2015,2015-12-31,Chaetodon auriga,Threadfin Butterflyfish,-8.527327,115.575118
2015,2015-12-31,Centropyge bicolor,Bicolor Angelfish,-8.527327,115.575118
2015,2015-12-31,Neoglyphidodon melas,Black Damsel,-8.527327,115.575118
2015,2015-12-31,Labridae,Wrasses and Parrotfishes,-8.527327,115.575118
2015,2015-12-31,Arothron nigropunctatus,Blackspotted Puffer,-8.527327,115.575118
2015,2015-12-31,Chaetodon speculum,Oval-spot Butterflyfish,-8.527327,115.575118
2015,2015-12-31,Plectorhinchus polytaenia,Ribbon Sweetlips,-8.527327,115.575118
2015,2015-12-31,Platax teira,Longfin Batfish,-8.527327,115.575118
2015,2015-12-31,Pomacanthus semicirculatus,Semicircle Angelfish,-8.527327,115.575118
2015,2015-12-31,Pseudobalistes fuscus,Blue Triggerfish,-8.527327,115.575118
2015,2015-12-31,Balistoides conspicillum,Clown Triggerfish,-8.527327,115.575118
2015,2015-12-31,Bolbometopon muricatum,Bumphead Parrotfish,-8.4753108642,115.4588732351
2015,2015-12-31,Cheilio inermis,Cigar Wrasse,-8.527327,115.575118
2015,2015-12-31,Pterois volitans,Common Lionfish,-8.527327,115.575118
2015,2015-12-31,Eurypegasus draconis,Dragon Seamoth,-8.4625807313,115.4786209374
2015,2015-12-31,Chaetodon auriga,Threadfin Butterflyfish,-8.527327,115.575118
2015,2015-12-30,Brachaluteres taylori,Puffer Filefish,1.46059232,125.2319398446
2015,2015-12-30,Hippocampus pontohi,Weedy Pygmy Seahorse,1.4652119326,125.3342952531
2015,2015-12-30,Canthigaster papua,Papuan Toby,-8.526308,115.512448
2015,2015-12-30,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526308,115.512448
2015,2015-12-30,Siganus vulpinus,Foxface,-8.526308,115.512448
2015,2015-12-30,Chaetodon lunula,Raccoon Butterflyfish,-8.526308,115.512448
2015,2015-12-30,Chaetodon punctatofasciatus,Spotbanded Butterflyfish,-8.526308,115.512448
2015,2015-12-30,Hemigymnus fasciatus,Barred Thicklip,-8.526308,115.512448
2015,2015-12-30,Chaetodon kleinii,Blacklip Butterflyfish,-8.526308,115.512448
2015,2015-12-30,Halichoeres hortulanus,Checkerboard Wrasse,-8.526308,115.512448
2015,2015-12-30,Thalassoma hardwicke,Sixbar Wrasse,-8.526308,115.512448
2015,2015-12-30,Neoniphon sammara,Spotfin Squirrelfish,-8.526308,115.512448
2015,2015-12-30,Labroides pectoralis,Breastspot Cleanerfish,-8.526308,115.512448
2015,2015-12-30,Thalassoma hardwicke,Sixbar Wrasse,-8.526308,115.512448
2015,2015-12-30,Lutjanus lutjanus,Bigeye Snapper,-8.526308,115.512448
2015,2015-12-30,Chaetodon vagabundus,Vagabond Butterflyfish,-8.526308,115.512448
2015,2015-12-30,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.526308,115.512448
2015,2015-12-30,Scolopsis ciliata,Whitestreak Monocle Bream,-8.526308,115.512448
2015,2015-12-30,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.526308,115.512448
2015,2015-12-30,Epinephelus fasciatus,Blacktip Grouper,-8.526308,115.512448
2015,2015-12-30,Pteropterus antennatus,Spotfin Lionfish,-8.526308,115.512448
2015,2015-12-30,Aulostomus chinensis,Pacific Trumpetfish,-8.526308,115.512448
2015,2015-12-30,Hemigymnus melapterus,Blackeye Thicklip,-8.526308,115.512448
2015,2015-12-30,Acanthurus mata,Yellowmask Surgeonfish,-8.526308,115.512448
2015,2015-12-30,Aulostomus chinensis,Pacific Trumpetfish,-8.526308,115.512448
2015,2015-12-30,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526308,115.512448
2015,2015-12-30,Dendrochirus zebra,Zebra Lionfish,-8.526308,115.512448
2015,2015-12-30,Hemigymnus melapterus,Blackeye Thicklip,-8.526308,115.512448
2015,2015-12-30,Pomacanthus imperator,Emperor Angelfish,-8.526308,115.512448
2015,2015-12-30,Solenostomus paradoxus,Ornate Ghostpipefish,-8.526308,115.512448
2015,2015-12-30,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.526308,115.512448
2015,2015-12-30,Pteropterus antennatus,Spotfin Lionfish,-8.526308,115.512448
2015,2015-12-30,Nemapterois biocellatus,Twinspot Lionfish,-8.526308,115.512448
2015,2015-12-30,Plotosus lineatus,Striped Eel Catfish,-8.526308,115.512448
2015,2015-12-30,Antennarius maculatus,Warty Anglerfish,-8.526308,115.512448
2015,2015-12-30,Ostorhinchus aureus,Ringtail Cardinalfish,-8.526308,115.512448
2015,2015-12-30,Gymnothorax javanicus,Giant Moray,-8.526308,115.512448
2015,2015-12-30,Rhinecanthus verrucosus,Blackpatch Triggerfish,-8.526308,115.512448
2015,2015-12-30,Arothron manilensis,Narrowlined Puffer,-8.526308,115.512448
2015,2015-12-30,Amblyeleotris rubrimarginata,Redmargin Shrimpgoby,1.4603405173,125.2350021251
2015,2015-12-30,Salarias ramosus,Starry blenny,1.4603405173,125.2350021251
2015,2015-12-30,Canthigaster compressa,Fingerprint Toby,-8.507835,115.518649
2015,2015-12-30,Plotosus lineatus,Striped Eel Catfish,-8.507835,115.518649
2015,2015-12-30,Aulostomus chinensis,Pacific Trumpetfish,-8.507835,115.518649
2015,2015-12-30,Diodon hystrix,Spotted Porcupinefish,-8.507835,115.518649
2015,2015-12-30,Arothron manilensis,Narrowlined Puffer,-8.507835,115.518649
2015,2015-12-30,Trachyrhamphus bicoarctatus,Bentstick Pipefish,-8.507835,115.518649
2015,2015-12-30,Arothron nigropunctatus,Blackspotted Puffer,-8.507835,115.518649
2015,2015-12-30,Amphiprion polymnus,Saddleback Anemonefish,-8.507835,115.518649
2015,2015-12-30,Arothron stellatus,Starry Puffer,-8.507835,115.518649
2015,2015-12-30,Inimicus didactylus,Devil Stinger,-8.507835,115.518649
2015,2015-12-30,Tetrosomus gibbosus,Humpback Turretfish,-8.507835,115.518649
2015,2015-12-30,Lactoria diaphana,Roundbelly Cowfish,-8.507835,115.518649
2015,2015-12-30,Trachyrhamphus bicoarctatus,Bentstick Pipefish,-8.507835,115.518649
2015,2015-12-30,Arothron stellatus,Starry Puffer,-8.507835,115.518649
2015,2015-12-30,Canthigaster compressa,Fingerprint Toby,-8.507835,115.518649
2015,2015-12-30,Mulloidichthys flavolineatus,Yellowstripe Goatfish,-8.507835,115.518649
2015,2015-12-30,Chaetodon decussatus,Indian Vagabond Butterflyfish,-8.507835,115.518649
2015,2015-12-30,Arothron hispidus,White-spotted Puffer,-8.507835,115.518649
2015,2015-12-30,Arothron nigropunctatus,Blackspotted Puffer,-8.507835,115.518649
2015,2015-12-30,Arothron manilensis,Narrowlined Puffer,-8.507835,115.518649
2015,2015-12-30,Arothron stellatus,Starry Puffer,-8.507835,115.518649
2015,2015-12-30,Upeneus tragula,Freckled Goatfish,-8.507835,115.518649
2015,2015-12-30,Diodon holocanthus,Longspined Porcupinefish,-8.507835,115.518649
2015,2015-12-30,Aulostomus chinensis,Pacific Trumpetfish,-8.507835,115.518649
2015,2015-12-30,Trachyrhamphus bicoarctatus,Bentstick Pipefish,-8.507835,115.518649
2015,2015-12-30,Antennarius commerson,Giant Frogfish,-8.507835,115.518649
2015,2015-12-30,Dactylopus kuiteri,Orange and Black Dragonet,1.4603405173,125.2350021251
2015,2015-12-29,Rhinopias frondosa,Weedy Scorpionfish,-3.7180898667,128.1169577231
2015,2015-12-29,Rhinopias,,-3.7088408782,128.121077512
2015,2015-12-29,Rhinopias,,-3.711581686,128.1221089786
2015,2015-12-29,Synchiropus splendidus,Mandarinfish,1.4603405173,125.2350021251
2015,2015-12-29,Forcipiger wanai,Cenderawasih longnose butterflyfish,-0.4430209406,130.7534971775
2015,2015-12-29,Thalassoma hardwicke,Sixbar Wrasse,-8.67563,115.524707
2015,2015-12-29,Labrichthys unilineatus,Tubelip Wrasse,-8.67563,115.524707
2015,2015-12-29,Pycnochromis,,-8.67563,115.524707
2015,2015-12-29,Labroides dimidiatus,Bluestreak Cleaner Wrasse,-8.67563,115.524707
2015,2015-12-29,Amblyglyphidodon curacao,Staghorn Damsel,-8.67563,115.524707
2015,2015-12-29,Arothron,,-8.67563,115.524707
2015,2015-12-29,Chromis ternatensis,Ternate Chromis,-8.67563,115.524707
2015,2015-12-29,Pteragogus enneacanthus,Cockerel Wrasse,-8.67563,115.524707
2015,2015-12-29,Cheilinus fasciatus,Redbreast Maori Wrasse,-8.67563,115.524707
2015,2015-12-29,Amphiprion clarkii,Clark's Anemonefish,-8.67563,115.524707
2015,2015-12-29,Chrysiptera rollandi,Bluehead Demoiselle,-8.67563,115.524707
2015,2015-12-29,Chaetodon baronessa,Eastern Triangle Butterflyfish,-8.67563,115.524707
2015,2015-12-29,Zanclus cornutus,Moorish Idol,-8.67563,115.524707
2015,2015-12-29,Forcipiger wanai,Cenderawasih longnose butterflyfish,-0.4430715134,130.7533751265
2015,2015-12-29,Syngnathinae,Tail-brooding Pipefishes,1.424914,125.225837
2015,2015-12-29,Chaetodon melannotus,Blackback Butterflyfish,-8.802071,115.526667
2015,2015-12-29,Acanthurus nigricans,Whitecheek Surgeonfish,-8.802071,115.526667
2015,2015-12-29,Hologymnosus annulatus,Ringed Slender Wrasse,-8.802071,115.526667
2015,2015-12-29,Chaetodon decussatus,Indian Vagabond Butterflyfish,-8.802071,115.526667
2015,2015-12-29,Thalassoma jansenii,Jansen's Wrasse,-8.802071,115.526667
2015,2015-12-29,Lutjanus bengalensis,Bengal Snapper,-8.802071,115.526667
2015,2015-12-29,Nemateleotris magnifica,Fire Dartfish,-8.802071,115.526667
2015,2015-12-29,Sufflamen chrysopterum,Flagtail Triggerfish,-8.802071,115.526667
2015,2015-12-29,Melichthys,,-8.802071,115.526667
2015,2015-12-29,Chaetodon trifascialis,Chevron Butterflyfish,-8.9417543099,115.4739856752
2015,2015-12-29,Acanthurus lineatus,Striped Surgeonfish,-8.802071,115.526667
2015,2015-12-29,Ctenochaetus,Bristletooth Tangs,-8.802071,115.526667
2015,2015-12-29,Ptereleotris evides,Twotone Dartfish,-8.802071,115.526667
2015,2015-12-29,Pomacanthus semicirculatus,Semicircle Angelfish,-8.802071,115.526667
2015,2015-12-29,Periophthalmus walailakae,Yellow-spotted Mudskipper,1.4125659,103.9577334
2015,2015-12-28,Kyonemichthys rumengani,Thread Pipefish,1.4603405173,125.2350021251
2015,2015-12-28,Hydrocynus forskahlii,Elongate Tigerfish,-6.3055041435,106.8954377621
2015,2015-12-28,Chaetodon meyeri,Meyer's Butterflyfish,-8.526181,115.575694
2015,2015-12-28,Chaetodon vagabundus,Vagabond Butterflyfish,-8.526181,115.575694
2015,2015-12-28,Paracirrhites forsteri,Freckled Hawkfish,-8.526181,115.575694
2015,2015-12-28,Chaetodon bennetti,Eclipse Butterflyfish,-8.526181,115.575694
2015,2015-12-28,Scarus oviceps,Darkcap Parrotfish,-8.526181,115.575694
2015,2015-12-28,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526181,115.575694
2015,2015-12-28,Parapercis tetracantha,Reticulated Sandperch,-8.526181,115.575694
2015,2015-12-28,Acanthurus leucocheilus,White-spine Surgeonfish,-8.526181,115.575694
2015,2015-12-28,Arothron nigropunctatus,Blackspotted Puffer,-8.526181,115.575694
2015,2015-12-28,Helcogramma striata,Striped Triplefin,-8.526181,115.575694
2015,2015-12-28,Gymnothorax javanicus,Giant Moray,-8.526181,115.575694
2015,2015-12-28,Ostracion cubicum,Yellow Boxfish,-8.526181,115.575694
2015,2015-12-28,Arothron nigropunctatus,Blackspotted Puffer,-8.526181,115.575694
2015,2015-12-28,Gnathodentex aureolineatus,Striped Large-eye Bream,-8.526181,115.575694
2015,2015-12-28,Hippocampus bargibanti,Pygmy Seahorse,-8.5803739607,115.5526878895
2015,2015-12-28,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526181,115.575694
2015,2015-12-28,Chlorurus spilurus,Pacific Bullethead Parrotfish,-8.526181,115.575694
2015,2015-12-28,Apolemichthys trimaculatus,Threespot Angelfish,-8.526181,115.575694
2015,2015-12-28,Amphiprion clarkii,Clark's Anemonefish,-8.526181,115.575694
2015,2015-12-28,Ostracion cubicum,Yellow Boxfish,-8.526181,115.575694
2015,2015-12-28,Pempheris vanicolensis,Vanikoro Sweeper,-8.526181,115.575694
2015,2015-12-28,Pterocaesio,,-8.526181,115.575694
2015,2015-12-28,Antennariidae,Frogfishes,1.4603405173,125.2350021251
2015,2015-12-28,Myripristis kuntee,Pearly Soldierfish,-8.527327,115.575118
2015,2015-12-28,Pterocaesio tessellata,One-stripe fusilier,-8.527327,115.575118
2015,2015-12-28,Siganus puellus,Masked Rabbitfish,-8.527327,115.575118
2015,2015-12-28,Chaetodon melannotus,Blackback Butterflyfish,-8.527327,115.575118
2015,2015-12-28,Canthigaster axiologus,Pacific Crown Toby,-8.527327,115.575118
2015,2015-12-28,Dendrochirus zebra,Zebra Lionfish,-8.527327,115.575118
2015,2015-12-28,Malacanthus brevirostris,Flagtail Blanquillo,-8.527327,115.575118
2015,2015-12-28,Scarus oviceps,Darkcap Parrotfish,-8.527327,115.575118
2015,2015-12-28,Aulostomus chinensis,Pacific Trumpetfish,-8.527327,115.575118
2015,2015-12-28,Zanclus cornutus,Moorish Idol,-8.527327,115.575118
2015,2015-12-28,Diodon hystrix,Spotted Porcupinefish,-8.527327,115.575118
2015,2015-12-28,Lutjanus bohar,Two-spot Red Snapper,-8.527327,115.575118
2015,2015-12-28,Parupeneus trifasciatus,Indian Doublebar Goatfish,-8.527327,115.575118
2015,2015-12-28,Macolor macularis,Midnight Snapper,-8.527327,115.575118
2015,2015-12-28,Heniochus diphreutes,Schooling Bannerfish,-8.527327,115.575118
2015,2015-12-28,Platax teira,Longfin Batfish,-8.527327,115.575118
2015,2015-12-28,Helcogramma striata,Striped Triplefin,-8.527327,115.575118
2015,2015-12-28,Centropyge bicolor,Bicolor Angelfish,-8.527327,115.575118
2015,2015-12-28,Odonus niger,Redtooth Triggerfish,-8.527327,115.575118
2015,2015-12-28,Pseudobalistes fuscus,Blue Triggerfish,-8.527327,115.575118
2015,2015-12-28,Pomacanthus semicirculatus,Semicircle Angelfish,-8.527327,115.575118
2015,2015-12-28,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.527327,115.575118
2015,2015-12-28,Naso minor,Blackspine Unicornfish,-8.527327,115.575118
2015,2015-12-28,Chaetodon vagabundus,Vagabond Butterflyfish,-8.527327,115.575118
2015,2015-12-28,Hippocampus pontohi,Weedy Pygmy Seahorse,1.506636137,125.3732266501
2015,2015-12-28,Pteroidichthys amboinensis,Ambon Scorpionfish,1.4603405173,125.2350021251
2015,2015-12-28,Lubricogobius exiguus,Yellow Pygmy Goby,1.4603405173,125.2350021251
2015,2015-12-28,Oxycheilinus bimaculatus,Twospot Wrasse,1.4603405173,125.2350021251
2015,2015-12-28,Antennariidae,Frogfishes,1.4603405173,125.2350021251
2015,2015-12-27,Hippocampus pontohi,Weedy Pygmy Seahorse,-1.0442229489,130.8485682883
2015,2015-12-27,Hippocampus pontohi,Weedy Pygmy Seahorse,1.5659554918,125.3164198545
2015,2015-12-27,Scorpaenopsis oxycephala,Smallscale Scorpionfish,-8.338105,115.66054
2015,2015-12-27,Scarus rubroviolaceus,Redlip Parrotfish,-8.338105,115.66054
2015,2015-12-27,Siganus virgatus,Doublebar Rabbitfish,-8.338105,115.66054
2015,2015-12-27,Aulostomus chinensis,Pacific Trumpetfish,-8.338105,115.66054
2015,2015-12-27,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,-8.338105,115.66054
2015,2015-12-27,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.338105,115.66054
2015,2015-12-27,Taenianotus triacanthus,Leaf Scorpionfish,-8.338105,115.66054
2015,2015-12-27,Taenianotus triacanthus,Leaf Scorpionfish,-8.338105,115.66054
2015,2015-12-27,Acanthurus bariene,Eyespot Surgeonfish,-8.338105,115.66054
2015,2015-12-27,Gymnothorax flavimarginatus,Yellowmargin Moray,-8.338105,115.66054
2015,2015-12-27,Taenianotus triacanthus,Leaf Scorpionfish,-8.338105,115.66054
