year,date,scientific_name,common_name,latitude,longitude
2021,2021-12-30,Drombus triangularis,Brown Drombus,1.2234283333,103.846245
2021,2021-12-30,Strongylura incisa,Reef needlefish,1.2215133333,103.8515866667
2021,2021-12-30,Anabas testudineus,Climbing Perch,2.1398086351,102.5510879606
2021,2021-12-30,Rasbora borapetensis,Red-tailed Rasbora,2.1398086351,102.5510879606
2021,2021-12-29,Ancistrus,Bristlenose Catfishes,-6.5478520556,106.7210693333
2021,2021-12-29,Nemacheilus fasciatus,Barred Loach,-6.5478520556,106.7210693333
2021,2021-12-29,Rasbora aprotaenia,,-6.5478520556,106.7210693333
2021,2021-12-29,Mayaheros urophthalmus,Mayan Cichlid,1.4441283333,103.7248083333
2021,2021-12-29,Mayaheros urophthalmus,Mayan Cichlid,1.444145,103.7248216667
2021,2021-12-29,Mayaheros urophthalmus,Mayan Cichlid,1.4441133333,103.7248166667
2021,2021-12-29,Periophthalmodon schlosseri,Giant Mudskipper,1.4463,103.7275783333
2021,2021-12-28,Periophthalmus walailakae,Yellow-spotted Mudskipper,1.4481528261,103.7244987488
2021,2021-12-28,Xiphophorus hellerii,Green Swordtail,2.1887529688,102.2753879869
2021,2021-12-28,Channa striata,Striped Snakehead,1.4481528261,103.7244987488
2021,2021-12-28,Oreochromis,Tilapias,1.4481528261,103.7244987488
2021,2021-12-28,Centrogenys vaigiensis,False Scorpionfish,1.2271796006,103.7514348147
2021,2021-12-28,Periophthalmus chrysospilos,Gold-spotted Mudskipper,1.2208893746,103.8498665392
2021,2021-12-28,Poeciliinae,Live-bearers,-6.8599900921,107.5342782198
2021,2021-12-28,Amphiprion frenatus,Tomato Clownfish,1.2122166083,103.771290216
2021,2021-12-28,Periophthalmodon schlosseri,Giant Mudskipper,1.4465481132,103.7274036409
2021,2021-12-28,Barbonymus balleroides,,-6.8988870885,108.1295670569
2021,2021-12-28,Periophthalmus walailakae,Yellow-spotted Mudskipper,1.4480392038,103.7245443463
2021,2021-12-28,Amphiprion ocellaris,Ocellaris Anemonefish,1.2258582017,103.7295651541
2021,2021-12-28,Monopterus,,3.1954642248,101.6922875494
2021,2021-12-27,Cyprinus rubrofuscus,Amur Carp,3.4125549722,101.7880706667
2021,2021-12-27,Oreochromis,Tilapias,1.300204212,103.7608322874
2021,2021-12-27,Dascyllus trimaculatus,Three-spot Dascyllus,-8.8147366382,115.2306332812
2021,2021-12-27,Ostracion cubicum,Yellow Boxfish,-8.8133272646,115.2306999012
2021,2021-12-27,Thalassoma hardwicke,Sixbar Wrasse,-8.8130532169,115.2322975919
2021,2021-12-27,Rhinecanthus verrucosus,Blackpatch Triggerfish,-8.8131227936,115.2319036424
2021,2021-12-27,Salarias fasciatus,Jewelled Blenny,-8.8137221467,115.2319251001
2021,2021-12-27,Sargocentron rubrum,Red Squirrelfish,-8.8146051057,115.2312216908
2021,2021-12-27,Naso annulatus,Whitemargin Unicornfish,-8.8135651847,115.230225072
2021,2021-12-27,Thalassoma lunare,Moon Wrasse,-8.813459937,115.2307015868
2021,2021-12-27,Stethojulis bandanensis,Redshoulder Wrasse,-8.8134284215,115.2307478733
2021,2021-12-27,Thalassoma,,-8.8134387327,115.2307659598
2021,2021-12-27,Zanclus cornutus,Moorish Idol,-8.8134073165,115.2306784435
2021,2021-12-27,Halichoeres hortulanus,Checkerboard Wrasse,-8.8135149849,115.2307895588
2021,2021-12-27,Chaetodon adiergastos,Panda Butterflyfish,-8.8135100786,115.2307649668
2021,2021-12-27,Parupeneus barberinoides,Bicolour Goatfish,-8.8133751198,115.2306372137
2021,2021-12-27,Chaetodon melannotus,Blackback Butterflyfish,-8.8134888742,115.2307637774
2021,2021-12-27,Ctenochaetus striatus,Lined Bristletooth,-8.8133012949,115.2307428165
2021,2021-12-27,Chaetodon vagabundus,Vagabond Butterflyfish,-8.8135431739,115.2307950719
2021,2021-12-27,Chaetodon auriga,Threadfin Butterflyfish,-8.8136373044,115.2307846404
2021,2021-12-27,Dascyllus trimaculatus,Three-spot Dascyllus,-8.8134079972,115.2306999012
2021,2021-12-26,Periophthalmus,,1.4481528261,103.7244987488
2021,2021-12-26,Glyptothorax fuscus,,5.7637062515,102.21312929
2021,2021-12-26,Danio albolineatus,Pearl Danio,5.7805768501,102.2139470374
2021,2021-12-26,Poropuntius deauratus,,5.7315448695,102.2187809843
2021,2021-12-26,Hemirhamphodon pogonognathus,Forest Halfbeak,5.6574226387,102.3501085204
2021,2021-12-26,Betta kuehnei,Satun Betta,5.6533705135,102.2019116205
2021,2021-12-26,Microphis martensii,longsnouted pipefish,5.7106803004,102.2546115879
2021,2021-12-26,Channa limbata,,5.6049639086,102.3842628812
2021,2021-12-26,Betta kuehnei,Satun Betta,5.6472704845,102.3669417759
2021,2021-12-26,Barbodes rhombeus,Rhombic barb,5.6685688081,102.2476213482
2021,2021-12-26,Amatitlania nigrofasciata,Convict Cichlid,3.0201138889,101.7024444444
2021,2021-12-26,Amatitlania nigrofasciata,Convict Cichlid,3.0201138889,101.7024444444
2021,2021-12-26,Amatitlania nigrofasciata,Convict Cichlid,3.0201138889,101.7024444444
2021,2021-12-26,Otocinclus,,3.0201361111,101.7024916667
2021,2021-12-26,Trichopodus trichopterus,Three Spot Gourami,3.0201361111,101.7024916667
2021,2021-12-26,Pterygoplichthys joselimaianus,Hardback King Pleco,3.0201277778,101.7024694444
2021,2021-12-26,Pterygoplichthys,Sailfin Catfishes,3.0201277778,101.7024694444
2021,2021-12-26,Synodontis eupterus,Featherfin Squeaker,3.0201277778,101.7024694444
2021,2021-12-26,Atractosteus spatula,Alligator Gar,3.0201194444,101.7024166667
2021,2021-12-26,Atractosteus spatula,Alligator Gar,3.0201194444,101.7024166667
2021,2021-12-26,Acanthurus triostegus,Convict Surgeonfish,-8.8137364298,115.2308245355
2021,2021-12-26,Halichoeres nebulosus,Cloud Wrasse,-8.8135149849,115.2307331581
2021,2021-12-26,Epinephelus merra,Honeycomb Grouper,-8.8133649079,115.2306999012
2021,2021-12-26,Rhinecanthus verrucosus,Blackpatch Triggerfish,-8.8137198439,115.2307816201
2021,2021-12-26,Novaculichthys taeniourus,Rockmover Wrasse,-8.8134077992,115.230769331
2021,2021-12-26,Ostracion cubicum,Yellow Boxfish,-8.8141237028,115.2310711518
2021,2021-12-26,Syngnathoidei,,-8.813585494,115.2302859631
2021,2021-12-26,Balistapus undulatus,Orangestripe Triggerfish,-8.8148323886,115.2311331779
2021,2021-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,-8.8150371419,115.2316122875
2021,2021-12-26,Dascyllus melanurus,Blacktail Humbug,-8.814709139,115.2324357256
2021,2021-12-26,Pomacanthus semicirculatus,Semicircle Angelfish,-8.8133457458,115.2307428165
2021,2021-12-26,Plectorhinchus polytaenia,Ribbon Sweetlips,-8.8134961087,115.2307306989
2021,2021-12-26,Dascyllus reticulatus,Reticulated Damselfish,-8.8133443843,115.2306999012
2021,2021-12-26,Paracirrhites forsteri,Freckled Hawkfish,-8.8139749416,115.2315039933
2021,2021-12-26,Stegastes lacrymatus,Jewel Damsel,-8.8133867929,115.2306999012
2021,2021-12-26,Cirrhitichthys oxycephalus,Pixy Hawkfish,-8.8135007653,115.2307521565
2021,2021-12-26,Zebrasoma scopas,Brown Tang,-8.8136657533,115.2308030778
2021,2021-12-26,Abudefduf sexfasciatus,Scissortail Sergeant,-8.8132821328,115.2306999012
2021,2021-12-26,Halichoeres scapularis,Zigzag Wrasse,-8.8134301676,115.2307331581
2021,2021-12-26,Labroides dimidiatus,Bluestreak Cleaner Wrasse,-8.8134089633,115.2306902428
2021,2021-12-26,Coris gaimard,Yellowtail Coris,-8.8134112915,115.2307466434
2021,2021-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,-8.8134504059,115.2306784435
2021,2021-12-26,Pomacentrus moluccensis,Lemon Damsel,-8.8133649079,115.2307213589
2021,2021-12-26,Aulostomus chinensis,Pacific Trumpetfish,-8.8145941723,115.2316964418
2021,2021-12-26,Plagiotremus rhinorhynchos,Bluestriped Fangblenny,-8.8135235497,115.2308102609
2021,2021-12-26,Dascyllus aruanus,Humbug Dascyllus,-8.8133655886,115.2306999012
2021,2021-12-26,Canthigaster valentini,Blacksaddle Toby,-8.8133649079,115.2307213589
2021,2021-12-26,Scolopsis trilineata,Threeline Monocle Bream,-8.8145285716,115.230374448
2021,2021-12-26,Cantherhines pardalis,Wirenet Filefish,-8.8151146698,115.2296472341
2021,2021-12-26,Paracirrhites forsteri,Freckled Hawkfish,-8.8138028291,115.230336925
2021,2021-12-26,Callionymus delicatulus,Delicate Dragonet,-8.8147767275,115.2291902527
2021,2021-12-26,Balistapus undulatus,Orangestripe Triggerfish,-8.8136634194,115.2308245355
2021,2021-12-26,Plectroglyphidodon dickii,Blackbar Damselfish,-8.81332318,115.2306999012
2021,2021-12-26,Scarinae,Parrotfishes,-8.8133649079,115.2306784435
2021,2021-12-26,Oxyeleotris marmorata,Marbled Goby,-6.8980602919,108.1296005845
2021,2021-12-26,Halichoeres annularis,Pacific Dusky Wrasse,-8.8134725763,115.2307037281
2021,2021-12-25,Barbodes sellifer,Saddle Barb,1.3988664,103.7959574
2021,2021-12-25,Channa,Asian Snakeheads,1.3988664,103.7959574
2021,2021-12-25,Boraras maculatus,Spotted Rasbora,1.3988664,103.7959574
2021,2021-12-25,Betta pugnax,Penang Betta,1.3988664,103.7959574
2021,2021-12-25,Channa,Asian Snakeheads,1.3995490215,103.8061826931
2021,2021-12-25,Boraras maculatus,Spotted Rasbora,1.3995490215,103.8061826931
2021,2021-12-25,Mugilidae,Mullets,-0.463247,120.067305
2021,2021-12-25,Ambassidae,Asian Glassfishes,-0.4629889722,120.067637
2021,2021-12-25,Synanceia horrida,Estuarine Stonefish,1.2277943844,103.7514916693
2021,2021-12-25,Pseudogobiopsis oligactis,Bigmouth Stream Goby,1.33892,103.933105
2021,2021-12-25,Actinopterygii,Ray-finned Fishes,1.26825,103.8043038
2021,2021-12-25,Hippocampus comes,Tiger Tail Seahorse,1.3336767795,103.7685536524
2021,2021-12-25,Actinopterygii,Ray-finned Fishes,5.7700512767,100.2846464887
2021,2021-12-25,Atractosteus spatula,Alligator Gar,-7.2383333333,110.4333333333
2021,2021-12-25,Lepidocephalichthys hasselti,,-7.6598765997,112.0010211
2021,2021-12-25,Pterygoplichthys,Sailfin Catfishes,-7.6599475997,112.0013332
2021,2021-12-25,Periophthalmus argentilineatus,Barred Mudskipper,-0.656478,120.0710949722
