year,month,date,scientific_name,common_name,latitude,longitude
2025,5,2025-05-31,Puntioplites proctozysron,,14.9043992117,103.0218336937
2025,5,2025-05-31,Puntius brevis,Swamp Barb,14.897619161,103.018308404
2025,5,2025-05-31,Notopterus notopterus,Bronze Featherback,14.9063185036,103.024498654
2025,5,2025-05-31,Osteochilus vittatus,Hard-lipped Barb,14.8855355447,103.0780389633
2025,5,2025-05-31,Hampala dispar,Spotted Hampala Barb,14.8856083907,103.0782315919
2025,5,2025-05-31,Trichopsis pumila,Sparkling Gourami,14.8874184167,103.0795246511
2025,5,2025-05-31,Diodon liturosus,Blackblotched Porcupinefish,13.8027688067,100.5504389664
2025,5,2025-05-31,Nemacheilus selangoricus,Grey-banded Loach,7.9792779664,99.7585181197
2025,5,2025-05-31,Striuntius lateristriga,Spanner Barb,8.723056,99.668333
2025,5,2025-05-31,Hippocampus spinosissimus,Queensland Seahorse,12.5502098138,100.8424877927
2025,5,2025-05-31,Poecilia reticulata,Guppy,13.7222384,100.2050192
2025,5,2025-05-31,Poecilia reticulata,Guppy,13.7222721227,100.20501405
2025,5,2025-05-31,Cyprinus rubrofuscus,Amur Carp,13.722961642,100.2054247633
2025,5,2025-05-31,Mystacoleucus chilopterus,,6.3485296496,100.349069126
2025,5,2025-05-30,Gerres oyena,Blacktip Silverbiddy,5.7949165782,102.8923482939
2025,5,2025-05-30,Scolopsis lineata,Lined Monocle Bream,5.7949165782,102.8923482939
2025,5,2025-05-30,Hipposcarus longiceps,Pacific Longnose Parrotfish,5.7949165782,102.8923482939
2025,5,2025-05-30,Dischistodus chrysopoecilus,Whitepatch Damsel,5.7944362477,102.8924877688
2025,5,2025-05-30,Dischistodus perspicillatus,White Damsel,5.7944362477,102.8924877688
2025,5,2025-05-30,Selar boops,Oxeye Scad,5.7944362477,102.8924877688
2025,5,2025-05-30,Moolgarda,,5.7944362477,102.8924877688
2025,5,2025-05-30,Arothron nigropunctatus,Blackspotted Puffer,5.7944362477,102.8924877688
2025,5,2025-05-30,Diploprion bifasciatus,Barred Soapfish,5.7944362477,102.8924877688
2025,5,2025-05-30,Amblyeleotris,,5.7944362477,102.8924877688
2025,5,2025-05-30,Nemipteridae,Threadfin Breams,5.7944362477,102.8924877688
2025,5,2025-05-30,Amblyeleotris,,5.7944362477,102.8924877688
2025,5,2025-05-30,Cryptocentrus cinctus,Yellow Shrimpgoby,5.7944362477,102.8924877688
2025,5,2025-05-30,Amblyeleotris rubrimarginata,Redmargin Shrimpgoby,5.7944362477,102.8924877688
2025,5,2025-05-30,Lutjanus lutjanus,Bigeye Snapper,7.6879097176,98.3284421495
2025,5,2025-05-30,Synanceia,,7.6175621264,98.2471071077
2025,5,2025-05-30,Gymnothorax javanicus,Giant Moray,7.7016134135,98.339315712
2025,5,2025-05-29,Chrysiptera,,9.5803802906,99.9542660639
2025,5,2025-05-29,Cephalopholis formosa,Bluelined Rockcod,9.5803802906,99.9542660639
2025,5,2025-05-29,Halichoeres nigrescens,Bubblefin Wrasse,9.5803802906,99.9542660639
2025,5,2025-05-29,Ctenogobiops pomastictus,Goldspeckled Shrimpgoby,5.7948552027,102.8924260779
2025,5,2025-05-29,Taeniamia fucata,Orangelined Cardinalfish,5.7948552027,102.8924260779
2025,5,2025-05-29,Platax teira,Longfin Batfish,5.7948552027,102.8924260779
2025,5,2025-05-29,Salarias alboguttatus,Whitespotted Blenny,5.7948552027,102.8924260779
2025,5,2025-05-29,Scatophagus argus,Spotted Scat,9.5803802906,99.9542660639
2025,5,2025-05-29,Cryptocentrus,,5.7948552027,102.8924260779
2025,5,2025-05-29,Cryptocentrus,,5.7948552027,102.8924260779
2025,5,2025-05-29,Hemiglyphidodon plagiometopon,Lagoon Damsel,5.7948552027,102.8924260779
2025,5,2025-05-29,Flavocaranx bajad,Orange-spotted Trevally,5.7948552027,102.8924260779
2025,5,2025-05-29,Pempheris oualensis,Copper Sweeper,5.7948552027,102.8924260779
2025,5,2025-05-29,Ecsenius bicolor,Bicolor Blenny,5.7900865689,102.9036833092
2025,5,2025-05-29,Cheilinus chlorourus,Floral Maori Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Oxycheilinus digramma,Linedcheek Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Halichoeres chloropterus,Pastel-green Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Gobiidae,Gobies,5.7900865689,102.9036833092
2025,5,2025-05-29,Halichoeres chloropterus,Pastel-green Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Halichoeres chrysotaenia,Indian Pinstriped Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Ecsenius yaeyamaensis,Palespotted Combtooth Blenny,5.7900865689,102.9036833092
2025,5,2025-05-29,Cephalopholis cyanostigma,Bluespotted Grouper,5.7900865689,102.9036833092
2025,5,2025-05-29,Pomacentrus,,5.7900865689,102.9036833092
2025,5,2025-05-29,Sargocentron rubrum,Red Squirrelfish,5.7900865689,102.9036833092
2025,5,2025-05-29,Cheilinus chlorourus,Floral Maori Wrasse,5.7900865689,102.9036833092
2025,5,2025-05-29,Synodus variegatus,Variegated Lizardfish,5.7900865689,102.9036833092
