year,date,scientific_name,common_name,latitude,longitude
2019,2019-12-31,Arothron stellatus,Starry Puffer,10.9614108288,103.1021576836
2019,2019-12-31,Siluriformes,Catfishes,10.58562833,104.19818
2019,2019-12-31,Atherinidae,Old World Silversides,8.6095364259,98.2363970205
2019,2019-12-31,Abudefduf sordidus,Blackspot Sergeant,8.6094707893,98.236720562
2019,2019-12-31,Carangidae,Jacks,12.06128883,102.28806333
2019,2019-12-31,Pomacentrinae,Typical Damselfishes and Anemonefishes,8.0120254643,98.8373308629
2019,2019-12-31,Boleophthalmus boddarti,Boddart's Blue-spotted Mudskipper,8.0816650386,98.9202442796
2019,2019-12-30,Oreochromis,Tilapias,11.56224667,104.931245
2019,2019-12-30,Pterygoplichthys,Sailfin Catfishes,11.56226667,104.93123667
2019,2019-12-30,Clarias batrachus,Walking Catfish,11.56260333,104.93151167
2019,2019-12-30,Atherinidae,Old World Silversides,7.8943366,98.2983417
2019,2019-12-30,Siganus,Rabbitfishes,10.585695,104.19822833
2019,2019-12-30,Channa striata,Striped Snakehead,10.691395,103.54469167
2019,2019-12-30,Actinopterygii,Ray-finned Fishes,10.70840333,103.23633667
2019,2019-12-30,Oxudercinae,Mudskippers,8.6179971563,98.2317517698
2019,2019-12-30,Monotaxis grandoculis,Humpnose Bigeye Bream,8.8283283322,97.8032413439
2019,2019-12-30,Scorpaenopsis,Scorpionfishes,8.8280844924,97.8035846667
2019,2019-12-30,Arothron nigropunctatus,Blackspotted Puffer,8.8281162976,97.8031984286
2019,2019-12-30,Pygoplites diacanthus,Regal Angelfish,8.8282011114,97.8031555132
2019,2019-12-30,Amphiprion akallopisos,Skunk Anemonefish,8.8280950941,97.8031125979
2019,2019-12-30,Fistularia commersonii,Blue-spotted Cornetfish,8.8282223149,97.8030911402
2019,2019-12-30,Plectorhinchus vittatus,Oriental Sweetlips,8.8280950941,97.8031340556
2019,2019-12-30,Ecsenius bicolor,Bicolor Blenny,8.8282223149,97.8031769709
2019,2019-12-30,Amphiprion clarkii,Clark's Anemonefish,8.8282011114,97.8032198863
2019,2019-12-30,Melichthys indicus,Black-finned Triggerfish,9.0673379414,97.8185161006
2019,2019-12-30,Gymnothorax javanicus,Giant Moray,9.0668293922,97.8180011165
2019,2019-12-30,Oxycheilinus digramma,Linedcheek Wrasse,9.0671684251,97.8181727778
2019,2019-12-30,Ecsenius bicolor,Bicolor Blenny,9.0669989091,97.818001109
2019,2019-12-30,Balistoides viridescens,Titan Triggerfish,9.0668293922,97.8180011165
2019,2019-12-30,Scarus ghobban,Blue-barred Parrotfish,9.0668293922,97.8178294551
2019,2019-12-30,Platax teira,Longfin Batfish,9.0669989087,97.8181727778
2019,2019-12-29,Zenarchopteridae,Viviparous Halfbeaks,8.0706431694,98.6503451
2019,2019-12-29,Saurida,,10.69573,103.23908333
2019,2019-12-29,Megalaspis cordyla,Torpedo Scad,10.69868,103.23487167
2019,2019-12-29,Pristipomoides sieboldii,Lavender Snapper,10.69863333,103.23475
2019,2019-12-29,Megalaspis cordyla,Torpedo Scad,10.69863,103.23475
2019,2019-12-29,Probarbus jullieni,Jullien's Golden Carp,17.874677892,102.4615328819
2019,2019-12-28,Scarus frenatus,Sixband Parrotfish,7.7376109655,98.7734318201
2019,2019-12-28,Zanclus cornutus,Moorish Idol,7.7376109655,98.7734318201
2019,2019-12-28,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7376109655,98.7734318201
2019,2019-12-28,Cheilinus fasciatus,Redbreast Maori Wrasse,7.7376109655,98.7734318201
2019,2019-12-28,Lutjanus fulviflamma,Blackspot Snapper,7.7376109655,98.7734318201
2019,2019-12-28,Heniochus singularius,Singular Bannerfish,7.7376109655,98.7734318201
2019,2019-12-28,Chaetodon andamanensis,Andaman Butterflyfish,7.7376109655,98.7734318201
2019,2019-12-28,Hemigymnus melapterus,Blackeye Thicklip,7.7376109655,98.7734318201
2019,2019-12-28,Heniochus acuminatus,Longfin Bannerfish,7.7376109655,98.7734318201
2019,2019-12-28,Pterocaesio pisang,Ruddy Fusilier,7.7376109655,98.7734318201
2019,2019-12-28,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7376109655,98.7734318201
2019,2019-12-28,Pomacentrus moluccensis,Lemon Damsel,7.7376109655,98.7734318201
2019,2019-12-28,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7376109655,98.7734318201
2019,2019-12-28,Eleutheronema,,10.5859513806,104.1982682429
2019,2019-12-28,Atherinidae,Old World Silversides,8.7219786,98.2346056
2019,2019-12-28,Terapon jarbua,Crescent Grunter,12.58262548,99.9563970789
2019,2019-12-28,Toxotes jaculatrix,Banded Archerfish,8.3790740967,98.6948318481
2019,2019-12-28,Zenarchopteridae,Viviparous Halfbeaks,8.3792390822,98.6947479247
2019,2019-12-28,Cyprinus rubrofuscus,Amur Carp,12.5474633333,99.9619833333
2019,2019-12-28,Pangasianodon hypophthalmus,Iridescent Shark,11.767727778,104.894646059
2019,2019-12-28,Hippocampus comes,Tiger Tail Seahorse,7.7170620234,98.6674747513
2019,2019-12-28,Ariidae,Sea Catfishes,13.2658173072,99.94066827
2019,2019-12-27,Danioninae,Danionins,12.913251465,101.7328560303
2019,2019-12-27,Cyprinidae,Cyprinids,12.913251465,101.7328560303
2019,2019-12-27,Barbinae,Barbs,12.913251465,101.7328560303
2019,2019-12-27,Cyprinidae,Cyprinids,12.9745754383,101.7538548597
2019,2019-12-27,Danioninae,Danionins,12.913251465,101.7328560303
2019,2019-12-27,Danioninae,Danionins,12.913251465,101.7328560303
2019,2019-12-27,Labeoninae,,12.913251465,101.7328560303
2019,2019-12-27,Ecsenius lubbocki,Lubbock's Blenny,9.4169372915,97.8727957814
2019,2019-12-27,Pteropterus antennatus,Spotfin Lionfish,9.4179533783,97.8727957814
2019,2019-12-27,Zanclus cornutus,Moorish Idol,9.4170944082,97.874320892
2019,2019-12-27,Amphiprion ocellaris,Ocellaris Anemonefish,9.4186307678,97.8717658132
2019,2019-12-27,Lutjanus decussatus,Checkered Snapper,9.418969462,97.8731391042
2019,2019-12-27,Diodon liturosus,Blackblotched Porcupinefish,9.4180380526,97.8733965966
2019,2019-12-27,Chaetodon meyeri,Meyer's Butterflyfish,9.4182920732,97.8727957814
2019,2019-12-27,Syngnathinae,Tail-brooding Pipefishes,9.4182920732,97.8721091359
2019,2019-12-27,Scolopsis margaritifera,Pearly Monocle Bream,9.417614683,97.8731391042
2019,2019-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9599721662,98.7967010581
2019,2019-12-26,Thalassoma lunare,Moon Wrasse,7.9599721662,98.7967010581
2019,2019-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9599721662,98.7967010581
2019,2019-12-26,Actinopterygii,Ray-finned Fishes,7.9599721662,98.7967010581
2019,2019-12-26,Aeoliscus strigatus,Jointed Razorfish,7.8255469735,98.7472878644
2019,2019-12-26,Cephalopholis cyanostigma,Bluespotted Grouper,7.9599721662,98.7967010581
2019,2019-12-26,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.9599721662,98.7967010581
2019,2019-12-26,Chaetodon octofasciatus,Eightband Butterflyfish,7.9599721662,98.7967010581
2019,2019-12-26,Actinopterygii,Ray-finned Fishes,7.9599721662,98.7967010581
2019,2019-12-26,Channa striata,Striped Snakehead,13.278788885,103.8838356819
2019,2019-12-25,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,8.121671,98.3083991
2019,2019-12-25,Zenarchopterus,,8.121671,98.3083991
2019,2019-12-25,Actinopterygii,Ray-finned Fishes,8.121671,98.3083991
2019,2019-12-25,Zenarchopterus,,8.121671,98.3083991
2019,2019-12-25,Zenarchopterus,,8.121671,98.3083991
2019,2019-12-25,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,8.121671,98.3083991
2019,2019-12-25,Gymnothorax thyrsoideus,White-eyed Moray,8.6477736206,98.1580387733
2019,2019-12-25,Amblyeleotris latifasciata,Wide-barred Shrimpgoby,8.6510188223,98.1841027852
2019,2019-12-25,Siganus javus,Java Rabbitfish,8.649661153,98.1820428486
2019,2019-12-25,Dascyllus trimaculatus,Three-spot Dascyllus,8.6679891944,98.1820499639
2019,2019-12-25,Gymnothorax isingteena,Spotted Moray,8.6489823165,98.1902825947
2019,2019-12-25,Synodus,,8.6571282736,98.1820428486
2019,2019-12-25,Diodon hystrix,Spotted Porcupinefish,8.6557706263,98.1895959492
